col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Yasmeen Kaboud,Vincent Hughes,Ken Washington,Mary Jo Daley,Blondell Reynolds Brown,Mark Aronchick,Nicole Allen White,Michelle W Singer,Lou Agre,Joe Foster,Heather A Steinmiller,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Gwen Snyder,Hamdi Soysal,William Leopold,Margaret Lenzi,Waleed Shahid,Tonya Diane Bah,All
Hillary Clinton,763,0,0,"2,054","1,639","1,568","1,443",289,"1,293","1,269","1,262","1,219","1,188","1,173","1,150",243,"1,056","1,077",157,165,126,125,102,104,120,94,91,All
Bernie Sanders,,249,0,276,276,217,207,"1,191",181,138,108,126,113,116,108,989,113,60,909,890,867,832,849,833,796,823,824,All
Roque Rocky De La Fuente,,,3,4,3,7,2,7,3,0,0,3,1,3,0,5,3,1,6,7,7,5,5,6,5,4,4,All
Cindy Bass,,,,2,"1,593","1,573","1,475",388,"1,206","1,259","1,254","1,177","1,195","1,163","1,143",347,"1,042","1,065",264,272,222,216,196,193,187,175,175,All
Malcolm Kenyatta,,,,,2,"1,517","1,463",393,"1,176","1,190","1,169","1,142","1,153","1,110","1,094",339,"1,030","1,031",258,287,223,223,214,224,209,198,197,All
Katherine J Gilmore,,,,,,1,"1,416",356,"1,125","1,156","1,178","1,098","1,140","1,099","1,092",291,"1,009","1,035",227,240,191,181,173,178,185,151,160,All
Jerry T Jordan,,,,,,,1,333,"1,077","1,104","1,102","1,047","1,097","1,022","1,022",307,972,985,219,240,191,176,180,183,166,155,161,All
Yasmeen Kaboud,,,,,,,,2,221,232,184,173,197,184,162,"1,047",181,120,904,893,870,844,868,830,794,797,813,All
Vincent Hughes,,,,,,,,,1,"1,141","1,072","1,209","1,039","1,100","1,060",186,"1,035","1,019",181,204,159,164,142,172,174,158,152,All
Ken Washington,,,,,,,,,,1,"1,147","1,109","1,111","1,134","1,111",198,"1,034","1,044",206,214,168,170,151,159,157,147,146,All
Mary Jo Daley,,,,,,,,,,,1,"1,059","1,150","1,071","1,060",146,987,"1,017",150,179,131,123,123,110,124,94,101,All
Blondell Reynolds Brown,,,,,,,,,,,,2,"1,023","1,091","1,063",128,"1,007","1,010",138,164,115,127,99,127,143,124,118,All
Mark Aronchick,,,,,,,,,,,,,0,"1,042","1,048",169,987,"1,006",164,189,142,140,132,127,129,117,105,All
