col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 185th District - Democrat,Attorney General - Democrat,,,All
,Maria P Donatucci,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,All
Maria P Donatucci,403,"4,218","3,054",873,All
Stephen A Zappala Jr,,770,0,0,All
Josh Shapiro,,,572,0,All
John Morganelli,,,,153,All
Total,"8,548","4,988","3,626","1,026",All
