col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In Congress 2nd District - Democrat,,,,All
,Yasmeen Kaboud,Lou Agre,Gwen Snyder,Ariana Flores Gordon,Sherrie Cohen,Hamdi Soysal,Carol Rose Fleischman,William Leopold,Waleed Shahid,Margaret Lenzi,Tonya Diane Bah,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Mary Jo Daley,Mark Aronchick,Ken Washington,Michelle W Singer,Vincent Hughes,Nicole Allen White,Joe Foster,Blondell Reynolds Brown,Heather A Steinmiller,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,All
Yasmeen Kaboud,43,"1,848","1,693","1,743","1,707","1,688","1,708","1,652","1,636","1,610","1,648",365,402,356,358,244,262,244,210,224,203,227,176,163,689,719,279,240,All
Lou Agre,,5,"1,696","1,691","1,683","1,662","1,676","1,628","1,606","1,588","1,613",323,382,288,336,193,247,208,174,189,158,193,135,126,679,615,273,250,All
Gwen Snyder,,,2,"1,668","1,667","1,631","1,649","1,614","1,606","1,602","1,619",279,343,258,284,202,244,210,191,202,190,201,147,148,670,534,224,241,All
Ariana Flores Gordon,,,,2,"1,701","1,666","1,687","1,621","1,599","1,591","1,617",270,309,245,278,191,220,210,161,168,164,181,129,118,643,554,223,236,All
Sherrie Cohen,,,,,2,"1,669","1,685","1,620","1,593","1,596","1,615",245,295,231,264,170,207,181,150,164,146,168,133,112,628,535,229,244,All
Hamdi Soysal,,,,,,4,"1,639","1,608","1,587","1,553","1,584",248,297,235,264,179,204,192,164,167,147,175,118,117,612,534,219,234,All
Carol Rose Fleischman,,,,,,,1,"1,604","1,572","1,576","1,607",232,269,223,243,157,177,174,146,152,147,152,109,105,619,530,227,229,All
William Leopold,,,,,,,,1,"1,608","1,586","1,583",207,271,195,238,135,181,177,145,166,140,176,118,100,611,491,217,233,All
Waleed Shahid,,,,,,,,,0,"1,579","1,567",201,258,191,228,140,169,168,140,160,157,179,132,98,606,498,213,227,All
Margaret Lenzi,,,,,,,,,,0,"1,569",211,259,194,232,146,176,170,160,159,170,172,133,121,600,492,217,226,All
Tonya Diane Bah,,,,,,,,,,,1,191,237,179,208,133,162,155,127,136,139,138,106,92,591,496,214,224,All
Cindy Bass,,,,,,,,,,,,13,"1,318","1,371","1,279","1,238","1,141","1,144","1,119","1,088","1,092","1,045","1,062","1,095",668,499,223,167,All
Malcolm Kenyatta,,,,,,,,,,,,,4,"1,286","1,323","1,141","1,158","1,109","1,067","1,073","1,032","1,026","1,041","1,044",636,482,184,168,All
Katherine J Gilmore,,,,,,,,,,,,,,4,"1,254","1,184","1,100","1,088","1,090","1,047","1,052","1,026","1,030","1,067",604,441,174,167,All
Jerry T Jordan,,,,,,,,,,,,,,,1,"1,124","1,130","1,082","1,043","1,036",994,"1,017",998,"1,019",588,429,184,158,All
Mary Jo Daley,,,,,,,,,,,,,,,,0,"1,121","1,095","1,080","1,050","1,054","1,018","1,020","1,064",567,365,137,164,All
Mark Aronchick,,,,,,,,,,,,,,,,,1,"1,069","1,032","1,019",989,"1,010",983,"1,013",579,333,147,160,All
Ken Washington,,,,,,,,,,,,,,,,,,0,"1,040","1,031","1,034","1,019",981,"1,010",552,335,134,156,All
Michelle W Singer,,,,,,,,,,,,,,,,,,,0,"1,004","1,024",990,"1,001","1,044",513,333,140,152,All
Vincent Hughes,,,,,,,,,,,,,,,,,,,,0,"1,009","1,033","1,033","1,005",521,331,124,159,All
Nicole Allen White,,,,,,,,,,,,,,,,,,,,,1,"1,002","1,005","1,025",517,323,118,150,All
Joe Foster,,,,,,,,,,,,,,,,,,,,,,0,972,980,501,304,135,159,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,,0,994,522,306,111,144,All
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,,2,495,310,125,146,All
Dwight Evans,,,,,,,,,,,,,,,,,,,,,,,,,95,0,0,0,All
Chaka Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,0,All
Brian Anthony Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,All
Dan Muroff,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,All
Total,"2,229","2,071","1,898","1,884","1,866","1,827","1,824","1,762","1,756","1,749","1,746","1,695","1,580","1,507","1,467","1,328","1,303","1,264","1,225","1,215","1,194","1,175","1,162","1,161","1,473","1,261",507,437,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In Congress 2nd District - Democrat,,,,1
,Yasmeen Kaboud,Gwen Snyder,Lou Agre,Ariana Flores Gordon,Hamdi Soysal,Sherrie Cohen,Cindy Bass,Carol Rose Fleischman,William Leopold,Margaret Lenzi,Waleed Shahid,Tonya Diane Bah,Katherine J Gilmore,Jerry T Jordan,Malcolm Kenyatta,Mary Jo Daley,Mark Aronchick,Michelle W Singer,Nicole Allen White,Vincent Hughes,Blondell Reynolds Brown,Heather A Steinmiller,Ken Washington,Joe Foster,Dwight Evans,Brian Anthony Gordon,Chaka Fattah,Dan Muroff,1
Yasmeen Kaboud,2,68,66,65,66,64,12,63,64,62,62,60,11,12,10,8,11,7,8,10,5,6,4,7,27,19,16,5,1
Gwen Snyder,,0,67,62,64,63,13,62,63,61,61,61,11,12,10,7,11,9,9,10,7,8,5,8,29,16,16,5,1
Lou Agre,,,0,62,63,64,12,63,63,60,60,60,11,11,11,5,9,7,8,8,7,7,4,6,30,17,14,4,1
Ariana Flores Gordon,,,,0,63,63,9,61,61,62,61,58,9,8,8,6,8,5,4,5,0,2,5,4,25,16,16,5,1
Hamdi Soysal,,,,,0,64,8,62,63,61,60,59,7,9,7,5,8,4,5,7,3,3,4,5,24,16,17,5,1
Sherrie Cohen,,,,,,0,8,61,62,60,60,59,8,9,7,4,7,3,5,6,5,3,3,4,26,15,16,5,1
Cindy Bass,,,,,,,1,9,8,8,9,4,60,57,56,57,52,52,50,47,47,48,47,44,35,10,9,10,1
Carol Rose Fleischman,,,,,,,,0,60,59,58,59,9,9,7,6,8,5,4,6,2,4,3,5,23,16,15,5,1
William Leopold,,,,,,,,,0,61,60,59,8,9,8,3,6,5,5,7,4,4,4,4,25,14,15,5,1
Margaret Lenzi,,,,,,,,,,0,61,59,8,8,7,5,7,6,5,5,2,4,6,5,25,15,14,4,1
Waleed Shahid,,,,,,,,,,,0,58,7,7,7,6,9,6,6,7,3,3,6,4,25,15,13,4,1
Tonya Diane Bah,,,,,,,,,,,,0,4,4,3,1,4,1,2,3,1,2,0,1,24,14,13,4,1
Katherine J Gilmore,,,,,,,,,,,,,0,54,53,53,48,48,47,44,45,45,44,42,33,8,8,9,1
Jerry T Jordan,,,,,,,,,,,,,,0,55,51,51,46,46,44,44,45,44,43,32,10,7,9,1
Malcolm Kenyatta,,,,,,,,,,,,,,,0,50,51,48,45,44,44,43,44,42,31,9,7,9,1
Mary Jo Daley,,,,,,,,,,,,,,,,0,50,48,47,44,44,43,44,42,30,9,7,9,1
Mark Aronchick,,,,,,,,,,,,,,,,,0,46,45,44,42,42,42,43,29,10,6,8,1
Michelle W Singer,,,,,,,,,,,,,,,,,,0,46,43,42,43,43,43,26,7,6,10,1
Nicole Allen White,,,,,,,,,,,,,,,,,,,0,45,46,44,43,43,28,8,5,8,1
Vincent Hughes,,,,,,,,,,,,,,,,,,,,0,43,41,39,42,25,6,7,8,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,0,43,39,39,29,6,5,7,1
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,0,40,38,27,8,4,8,1
Ken Washington,,,,,,,,,,,,,,,,,,,,,,,0,38,23,7,5,9,1
Joe Foster,,,,,,,,,,,,,,,,,,,,,,,,0,24,6,6,7,1
Dwight Evans,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Brian Anthony Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
Chaka Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Dan Muroff,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Total,76,73,73,71,69,69,68,67,67,66,66,62,61,60,59,57,55,52,51,49,48,48,47,45,62,28,25,15,1
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In Congress 2nd District - Democrat,,,,2
