col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Jared Solomon,Mark B Cohen,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Peter Cutty,Anne Wakabayashi,Jennifer Lentz,Maria Quinones Sanchez,Amanda Mcillmurray,Ryan N Boyer,Angel Cruz,Leanne Krueger Braneky,Kat Richter,Cathy Brady,Katherine Hunter Snyder,Jacob Adeniran,Ted Kirsch,All
Jared Solomon,168,0,462,327,277,221,245,245,256,198,241,234,222,186,203,165,157,188,All
Mark B Cohen,,71,267,193,239,188,158,139,126,171,130,128,131,151,130,148,132,103,All
Thaddeus Kirkland,,,6,455,143,128,361,332,322,108,332,303,329,86,293,75,62,263,All
Blake Rutherford,,,,4,122,111,329,324,285,94,326,288,291,76,284,59,51,253,All
H Douglass Brown,,,,,6,361,75,92,68,328,95,74,57,305,69,282,272,41,All
Peter Cutty,,,,,,2,74,88,66,297,82,74,62,277,57,268,258,41,All
Anne Wakabayashi,,,,,,,0,316,305,79,316,285,319,66,279,59,43,257,All
Jennifer Lentz,,,,,,,,0,283,105,315,297,294,85,282,77,57,253,All
Maria Quinones Sanchez,,,,,,,,,1,79,269,295,290,73,267,66,58,255,All
Amanda Mcillmurray,,,,,,,,,,1,95,81,71,314,77,283,271,44,All
Ryan N Boyer,,,,,,,,,,,0,283,280,84,271,63,51,239,All
Angel Cruz,,,,,,,,,,,,1,277,73,275,78,62,251,All
Leanne Krueger Braneky,,,,,,,,,,,,,0,54,261,53,41,243,All
Kat Richter,,,,,,,,,,,,,,0,61,276,271,50,All
Cathy Brady,,,,,,,,,,,,,,,0,55,43,231,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,251,49,All
Jacob Adeniran,,,,,,,,,,,,,,,,,0,35,All
Ted Kirsch,,,,,,,,,,,,,,,,,,0,All
