col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Ken Washington,Vincent Hughes,Mary Jo Daley,Mark Aronchick,Nicole Allen White,Blondell Reynolds Brown,Michelle W Singer,Yasmeen Kaboud,Heather A Steinmiller,Joe Foster,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Hamdi Soysal,William Leopold,Gwen Snyder,Margaret Lenzi,Waleed Shahid,Tonya Diane Bah,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Cindy Bass,40,"1,679","1,630","1,545","1,406","1,315","1,376","1,307","1,318","1,302","1,252",375,"1,223","1,196",367,315,266,248,218,196,210,187,174,172,"1,188",532,253,231,All
Katherine J Gilmore,,8,"1,561","1,490","1,295","1,247","1,330","1,278","1,228","1,225","1,228",345,"1,201","1,177",312,232,237,216,196,177,190,169,152,140,"1,001",445,185,124,All
Malcolm Kenyatta,,,6,"1,542","1,341","1,294","1,315","1,298","1,232","1,225","1,219",364,"1,201","1,191",355,256,259,239,219,202,196,193,176,163,956,468,196,119,All
Jerry T Jordan,,,,10,"1,276","1,238","1,260","1,254","1,176","1,171","1,172",337,"1,166","1,164",335,218,233,215,197,180,179,170,151,134,907,434,156,112,All
Ken Washington,,,,,5,"1,276","1,276","1,258","1,295","1,219","1,225",236,"1,220","1,228",224,244,209,189,171,174,164,167,142,139,907,409,135,68,All
Vincent Hughes,,,,,,3,"1,220","1,210","1,226","1,252","1,194",196,"1,179","1,199",188,165,178,148,140,177,137,155,131,138,864,411,124,52,All
Mary Jo Daley,,,,,,,0,"1,281","1,204","1,144","1,201",218,"1,170","1,151",192,184,203,158,155,133,144,130,112,111,848,411,126,60,All
Mark Aronchick,,,,,,,,0,"1,170","1,146","1,171",199,"1,162","1,154",190,178,198,163,149,141,140,123,100,99,798,414,117,52,All
Nicole Allen White,,,,,,,,,0,"1,195","1,199",166,"1,173","1,188",155,177,153,133,109,146,135,160,119,123,845,375,106,57,All
Blondell Reynolds Brown,,,,,,,,,,2,"1,170",138,"1,149","1,143",129,114,132,105,86,121,93,118,83,88,847,369,100,43,All
Michelle W Singer,,,,,,,,,,,0,157,"1,168","1,146",149,128,142,124,106,135,120,133,108,102,802,373,104,43,All
Yasmeen Kaboud,,,,,,,,,,,,21,122,173,"1,039",917,876,873,858,808,829,787,812,799,462,324,360,124,All
Heather A Steinmiller,,,,,,,,,,,,,0,"1,136",118,94,124,92,80,104,83,119,76,89,794,358,100,44,All
Joe Foster,,,,,,,,,,,,,,0,165,139,151,129,113,156,132,157,139,117,775,354,108,40,All
Lou Agre,,,,,,,,,,,,,,,11,913,887,881,876,821,827,799,792,801,441,315,335,117,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,3,906,905,889,830,848,803,822,809,446,294,271,58,All
Sherrie Cohen,,,,,,,,,,,,,,,,,0,875,872,822,825,794,790,794,390,298,268,52,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,1,860,796,805,784,769,792,371,287,265,57,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,0,805,801,768,774,781,350,271,253,61,All
William Leopold,,,,,,,,,,,,,,,,,,,,0,787,809,794,782,357,271,245,42,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,0,776,763,767,339,268,250,49,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,1,784,775,350,262,251,40,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,1,759,342,251,242,45,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,0,340,248,236,47,All
Katie Mcginty,,,,,,,,,,,,,,,,,,,,,,,,,442,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,,,,,,,,,118,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,All
Total,"2,376","1,881","1,869","1,730","1,597","1,523","1,511","1,445","1,445","1,434","1,385","1,367","1,351","1,338","1,290","1,136","1,070","1,037",991,963,962,958,932,926,"2,169","1,033",709,403,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,Cindy Bass,Katherine J Gilmore,Nicole Allen White,Michelle W Singer,Malcolm Kenyatta,Mary Jo Daley,Blondell Reynolds Brown,Jerry T Jordan,Heather A Steinmiller,Ken Washington,Joe Foster,Mark Aronchick,Vincent Hughes,Yasmeen Kaboud,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Gwen Snyder,Lou Agre,Margaret Lenzi,Hamdi Soysal,Waleed Shahid,William Leopold,Tonya Diane Bah,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,1
Cindy Bass,0,102,93,93,99,88,89,93,89,89,88,87,88,24,18,17,15,17,14,13,10,11,11,11,91,4,11,3,1
Katherine J Gilmore,,1,95,96,95,90,89,89,89,89,89,86,87,27,21,20,18,21,17,17,14,15,15,15,94,2,6,2,1
Nicole Allen White,,,0,95,89,88,91,85,90,88,89,87,89,21,17,16,14,15,11,14,9,11,10,11,89,3,4,3,1
Michelle W Singer,,,,0,88,89,88,83,89,88,89,86,89,22,15,15,13,15,11,14,9,9,12,11,89,3,3,2,1
Malcolm Kenyatta,,,,,0,85,86,92,88,87,87,85,87,15,8,8,7,7,4,4,1,2,3,2,80,3,8,3,1
Mary Jo Daley,,,,,,0,86,81,86,85,86,85,86,18,14,14,11,11,8,11,8,7,7,7,85,1,3,2,1
Blondell Reynolds Brown,,,,,,,0,82,87,86,87,85,88,15,12,12,9,10,5,10,5,7,6,6,84,1,2,3,1
Jerry T Jordan,,,,,,,,1,84,83,83,82,83,15,9,9,6,8,5,4,2,3,3,3,78,1,5,3,1
Heather A Steinmiller,,,,,,,,,0,87,89,85,89,15,10,10,7,9,5,8,3,4,5,5,82,1,3,3,1
Ken Washington,,,,,,,,,,0,88,88,87,13,7,8,5,8,3,5,1,3,2,2,80,1,3,3,1
Joe Foster,,,,,,,,,,,0,85,88,13,6,7,4,7,3,6,1,2,3,3,82,1,2,2,1
Mark Aronchick,,,,,,,,,,,,0,86,12,9,9,6,6,2,5,2,3,1,1,78,3,3,3,1
Vincent Hughes,,,,,,,,,,,,,0,11,7,7,4,5,1,5,0,1,1,1,80,1,2,4,1
Yasmeen Kaboud,,,,,,,,,,,,,,1,29,29,29,27,34,26,28,26,27,27,34,5,5,5,1
Ariana Flores Gordon,,,,,,,,,,,,,,,1,30,28,27,29,25,29,25,25,24,27,4,2,4,1
Sherrie Cohen,,,,,,,,,,,,,,,,0,29,26,28,25,30,26,26,25,27,4,2,4,1
Carol Rose Fleischman,,,,,,,,,,,,,,,,,1,25,27,25,28,27,26,26,24,4,2,5,1
Gwen Snyder,,,,,,,,,,,,,,,,,,0,27,24,26,23,25,24,24,3,2,4,1
Lou Agre,,,,,,,,,,,,,,,,,,,0,26,28,25,26,26,23,4,3,3,1
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,0,25,25,25,24,25,2,0,2,1
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,0,25,26,25,21,4,1,3,1
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,0,25,25,23,2,0,3,1
William Leopold,,,,,,,,,,,,,,,,,,,,,,,0,25,22,3,1,2,1
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,0,22,2,1,2,1
Katie Mcginty,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,1
Joe Sestak,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,1
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
John Fetterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,118,113,103,102,101,95,94,94,93,92,91,91,91,52,40,38,37,35,35,31,30,29,29,28,114,16,14,10,1
,United States Senator - Democrat,,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,2
,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,Cindy Bass,Ken Washington,Malcolm Kenyatta,Nicole Allen White,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Mary Jo Daley,Blondell Reynolds Brown,Ariana Flores Gordon,Joe Foster,Michelle W Singer,Heather A Steinmiller,Mark Aronchick,Yasmeen Kaboud,Lou Agre,Tonya Diane Bah,Sherrie Cohen,Carol Rose Fleischman,Hamdi Soysal,Waleed Shahid,Margaret Lenzi,William Leopold,Gwen Snyder,2
Katie Mcginty,43,0,0,0,112,102,86,89,77,73,63,62,57,51,55,54,52,52,24,23,20,16,17,16,15,13,10,8,2
Joe Sestak,,6,0,0,18,13,13,11,12,14,11,10,9,10,8,7,7,8,11,11,7,9,9,10,8,9,8,8,2
John Fetterman,,,2,0,11,4,9,4,7,6,4,4,1,6,1,2,2,1,12,10,7,7,5,4,5,6,5,5,2
Joseph J Vodvarka,,,,2,13,6,8,6,9,7,4,4,5,2,4,4,5,3,6,7,2,1,2,2,2,1,1,1,2
Cindy Bass,,,,,2,110,91,105,85,81,68,70,65,52,60,57,57,56,22,26,15,12,12,14,10,8,5,7,2
Ken Washington,,,,,,1,80,111,68,71,73,70,69,51,68,64,66,62,14,17,17,13,14,15,12,11,8,6,2
Malcolm Kenyatta,,,,,,,0,70,102,98,77,75,68,19,65,68,63,63,25,28,20,15,16,17,13,14,10,9,2
Nicole Allen White,,,,,,,,0,62,62,67,63,66,44,64,61,61,57,8,10,14,6,7,8,7,8,6,3,2
Katherine J Gilmore,,,,,,,,,0,88,67,69,60,15,57,59,59,56,19,24,16,11,12,13,9,11,7,8,2
Jerry T Jordan,,,,,,,,,,0,66,66,61,12,59,58,58,56,19,22,14,9,13,12,9,9,5,6,2
Vincent Hughes,,,,,,,,,,,1,68,70,10,62,62,63,58,12,12,15,10,9,8,8,8,4,3,2
Mary Jo Daley,,,,,,,,,,,,0,62,9,61,62,61,61,11,11,15,10,8,11,7,8,3,4,2
Blondell Reynolds Brown,,,,,,,,,,,,,0,8,60,60,60,55,8,9,11,5,6,7,6,4,2,1,2
Ariana Flores Gordon,,,,,,,,,,,,,,0,8,5,4,7,26,27,24,29,27,29,25,21,22,21,2
Joe Foster,,,,,,,,,,,,,,,0,57,58,52,5,12,13,4,7,8,7,9,3,1,2
Michelle W Singer,,,,,,,,,,,,,,,,0,55,55,4,8,10,4,5,7,5,7,4,1,2
Heather A Steinmiller,,,,,,,,,,,,,,,,,0,53,3,7,10,3,3,3,2,6,0,1,2
Mark Aronchick,,,,,,,,,,,,,,,,,,0,8,7,8,7,9,7,2,4,3,3,2
Yasmeen Kaboud,,,,,,,,,,,,,,,,,,,1,37,26,29,25,24,25,23,23,22,2
Lou Agre,,,,,,,,,,,,,,,,,,,,1,26,27,26,26,25,23,21,22,2
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,0,23,20,23,24,24,22,18,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,0,24,26,25,22,22,22,2
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,,,,0,25,24,20,20,20,2
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,,,0,24,21,22,21,2
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,,0,23,24,20,2
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,19,2
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,2
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,200,39,30,19,161,131,123,114,112,107,86,83,75,71,70,70,69,67,58,55,38,35,34,33,31,30,25,23,2
,United States Senator - Democrat,,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,3
,Katie Mcginty,John Fetterman,Joseph J Vodvarka,Joe Sestak,Cindy Bass,Katherine J Gilmore,Blondell Reynolds Brown,Malcolm Kenyatta,Ken Washington,Jerry T Jordan,Lou Agre,Yasmeen Kaboud,Heather A Steinmiller,Ariana Flores Gordon,Mary Jo Daley,Vincent Hughes,Carol Rose Fleischman,Margaret Lenzi,Mark Aronchick,Hamdi Soysal,Sherrie Cohen,Tonya Diane Bah,Waleed Shahid,William Leopold,Joe Foster,Nicole Allen White,Gwen Snyder,Michelle W Singer,3
Katie Mcginty,51,0,0,0,80,74,66,24,28,19,14,19,23,15,14,18,13,12,11,11,9,12,13,14,9,11,11,7,3
