col_1,col_2,col_3,division
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,All
,Joe Torsella,Joe Hohenstein,All
Joe Torsella,163,901,All
Joe Hohenstein,,50,All
Total,"1,064",951,All
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,1
,Joe Torsella,Joe Hohenstein,1
Joe Torsella,12,63,1
Joe Hohenstein,,6,1
Total,75,69,1
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,2
,Joe Torsella,Joe Hohenstein,2
Joe Torsella,10,65,2
Joe Hohenstein,,2,2
Total,75,67,2
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,3
,Joe Torsella,Joe Hohenstein,3
Joe Torsella,17,91,3
Joe Hohenstein,,6,3
Total,108,97,3
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,4
,Joe Torsella,Joe Hohenstein,4
Joe Torsella,11,76,4
Joe Hohenstein,,1,4
Total,87,77,4
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,5
,Joe Torsella,Joe Hohenstein,5
Joe Torsella,17,80,5
Joe Hohenstein,,1,5
Total,97,81,5
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,6
,Joe Torsella,Joe Hohenstein,6
Joe Torsella,14,59,6
Joe Hohenstein,,5,6
Total,73,64,6
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,7
,Joe Torsella,Joe Hohenstein,7
Joe Torsella,13,84,7
Joe Hohenstein,,5,7
Total,97,89,7
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,8
,Joe Torsella,Joe Hohenstein,8
Joe Torsella,12,81,8
Joe Hohenstein,,5,8
Total,93,86,8
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,10
,Joe Torsella,Joe Hohenstein,10
Joe Torsella,11,50,10
Joe Hohenstein,,7,10
Total,61,57,10
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,11
,Joe Torsella,Joe Hohenstein,11
Joe Torsella,12,55,11
Joe Hohenstein,,3,11
Total,67,58,11
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,12
,Joe Torsella,Joe Hohenstein,12
Joe Torsella,9,84,12
Joe Hohenstein,,1,12
Total,93,85,12
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,22
,Joe Torsella,Joe Hohenstein,22
Joe Torsella,9,56,22
Joe Hohenstein,,2,22
Total,65,58,22
,State Treasurer - Democrat,Representative In The General Assembly 177th District - Democrat,23
,Joe Torsella,Joe Hohenstein,23
Joe Torsella,16,57,23
Joe Hohenstein,,6,23
Total,73,63,23
