col_1,col_2,col_3,col_4,col_5,col_6,division
,President Of The United States - Democrat,,,Representative In The General Assembly 181st District - Democrat,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,W Curtis Thomas,Kenneth T Walker Jr,All
Hillary Clinton,272,0,0,876,322,All
Bernie Sanders,,157,0,420,273,All
Roque Rocky De La Fuente,,,0,1,2,All
W Curtis Thomas,,,,8,0,All
Kenneth T Walker Jr,,,,,2,All
Total,"1,470",850,3,"1,305",599,All
,President Of The United States - Democrat,,,Representative In The General Assembly 181st District - Democrat,,1
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,W Curtis Thomas,Kenneth T Walker Jr,1
Bernie Sanders,42,0,0,81,63,1
Hillary Clinton,,30,0,79,29,1
Roque Rocky De La Fuente,,,0,1,0,1
W Curtis Thomas,,,,0,0,1
Kenneth T Walker Jr,,,,,0,1
Total,186,138,1,161,92,1
,President Of The United States - Democrat,,,Representative In The General Assembly 181st District - Democrat,,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,W Curtis Thomas,Kenneth T Walker Jr,2
Hillary Clinton,31,0,0,140,34,2
Bernie Sanders,,10,0,32,26,2
Roque Rocky De La Fuente,,,0,0,0,2
W Curtis Thomas,,,,1,0,2
Kenneth T Walker Jr,,,,,0,2
Total,205,68,0,173,60,2
,Representative In The General Assembly 181st District - Democrat,,President Of The United States - Democrat,,,3
,W Curtis Thomas,Kenneth T Walker Jr,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,3
W Curtis Thomas,2,0,101,42,0,3
Kenneth T Walker Jr,,0,27,23,0,3
Hillary Clinton,,,16,0,0,3
Bernie Sanders,,,,10,0,3
Roque Rocky De La Fuente,,,,,0,3
Total,145,50,144,75,0,3
,President Of The United States - Democrat,,,Representative In The General Assembly 181st District - Democrat,,4
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,W Curtis Thomas,Kenneth T Walker Jr,4
Hillary Clinton,42,0,0,123,49,4
Bernie Sanders,,14,0,56,37,4
Roque Rocky De La Fuente,,,0,0,0,4
W Curtis Thomas,,,,1,0,4
Kenneth T Walker Jr,,,,,0,4
Total,214,107,0,180,86,4
,President Of The United States - Democrat,,,Representative In The General Assembly 181st District - Democrat,,5
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,W Curtis Thomas,Kenneth T Walker Jr,5
Hillary Clinton,20,0,0,62,20,5
Bernie Sanders,,4,0,19,22,5
Roque Rocky De La Fuente,,,0,0,0,5
W Curtis Thomas,,,,0,0,5
Kenneth T Walker Jr,,,,,1,5
Total,102,45,0,81,43,5
,President Of The United States - Democrat,,,Representative In The General Assembly 181st District - Democrat,,6
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,W Curtis Thomas,Kenneth T Walker Jr,6
Hillary Clinton,44,0,0,52,34,6
Bernie Sanders,,22,0,34,10,6
Roque Rocky De La Fuente,,,0,0,0,6
W Curtis Thomas,,,,1,0,6
Kenneth T Walker Jr,,,,,0,6
Total,130,66,0,87,44,6
,Representative In The General Assembly 181st District - Democrat,,President Of The United States - Democrat,,,7
,W Curtis Thomas,Kenneth T Walker Jr,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,7
W Curtis Thomas,0,0,50,31,0,7
Kenneth T Walker Jr,,0,12,18,0,7
Hillary Clinton,,,14,0,0,7
Bernie Sanders,,,,17,0,7
Roque Rocky De La Fuente,,,,,0,7
Total,81,30,76,66,0,7
,President Of The United States - Democrat,,,Representative In The General Assembly 181st District - Democrat,,8
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,W Curtis Thomas,Kenneth T Walker Jr,8
Hillary Clinton,3,0,0,13,12,8
Bernie Sanders,,3,0,7,4,8
Roque Rocky De La Fuente,,,0,0,0,8
W Curtis Thomas,,,,0,0,8
Kenneth T Walker Jr,,,,,0,8
Total,28,14,0,20,16,8
,President Of The United States - Democrat,,,Representative In The General Assembly 181st District - Democrat,,9
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,W Curtis Thomas,Kenneth T Walker Jr,9
Hillary Clinton,37,0,0,62,32,9
Bernie Sanders,,14,0,22,11,9
Roque Rocky De La Fuente,,,0,0,0,9
W Curtis Thomas,,,,0,0,9
Kenneth T Walker Jr,,,,,0,9
Total,131,47,0,84,43,9
,Representative In The General Assembly 181st District - Democrat,,President Of The United States - Democrat,,,10
,W Curtis Thomas,Kenneth T Walker Jr,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,10
W Curtis Thomas,1,0,97,63,0,10
Kenneth T Walker Jr,,0,35,43,2,10
Hillary Clinton,,,23,0,0,10
Bernie Sanders,,,,14,0,10
Roque Rocky De La Fuente,,,,,0,10
Total,161,80,155,120,2,10
,President Of The United States - Democrat,,,Representative In The General Assembly 181st District - Democrat,,11
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,W Curtis Thomas,Kenneth T Walker Jr,11
Hillary Clinton,12,0,0,97,38,11
Bernie Sanders,,7,0,33,16,11
Roque Rocky De La Fuente,,,0,0,0,11
W Curtis Thomas,,,,2,0,11
Kenneth T Walker Jr,,,,,1,11
Total,147,56,0,132,55,11
