col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 180th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Angel Cruz,Thaddeus Kirkland,Maria Quinones Sanchez,Angel Cruz,Blake Rutherford,H Douglass Brown,Anne Wakabayashi,Peter Cutty,Jennifer Lentz,Leanne Krueger Braneky,Cathy Brady,Ryan N Boyer,Amanda Mcillmurray,Ted Kirsch,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,All
Angel Cruz,922,"2,103","1,396","1,612","1,432","1,311","1,060","1,022",969,940,891,869,758,788,632,628,566,All
Thaddeus Kirkland,,107,991,934,"1,301",421,"1,030",413,879,931,842,841,248,755,149,171,130,All
Maria Quinones Sanchez,,,216,"1,025",826,244,916,240,819,871,799,763,251,772,196,220,178,All
Angel Cruz,,,,34,833,257,860,253,867,802,807,779,265,778,196,224,174,All
Blake Rutherford,,,,,30,373,870,384,837,782,800,813,210,706,134,146,112,All
H Douglass Brown,,,,,,54,235,953,245,180,189,186,755,127,651,635,611,All
Anne Wakabayashi,,,,,,,8,220,871,913,818,821,230,718,144,158,110,All
Peter Cutty,,,,,,,,19,240,186,195,185,693,123,609,600,581,All
Jennifer Lentz,,,,,,,,,4,789,815,792,261,725,161,173,137,All
Leanne Krueger Braneky,,,,,,,,,,3,777,745,192,693,130,132,104,All
Cathy Brady,,,,,,,,,,,1,758,208,730,125,143,101,All
Ryan N Boyer,,,,,,,,,,,,5,177,688,116,123,103,All
Amanda Mcillmurray,,,,,,,,,,,,,8,130,670,645,601,All
Ted Kirsch,,,,,,,,,,,,,,2,105,121,92,All
Kat Richter,,,,,,,,,,,,,,,2,606,592,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,4,564,All
Jacob Adeniran,,,,,,,,,,,,,,,,,1,All
Total,"5,183","2,387","1,772","1,755","1,610","1,525","1,195","1,187","1,079","1,071","1,003",973,904,891,761,754,682,All
