col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Senator In The General Assembly 5th District - Democrat,,United States Senator - Democrat,,,,All
,John Sabatina,Kevin J Boyle,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
John Sabatina,12,0,43,49,20,21,All
Kevin J Boyle,,16,48,23,12,7,All
Katie Mcginty,,,8,0,0,0,All
Joe Sestak,,,,8,0,0,All
John Fetterman,,,,,2,0,All
Joseph J Vodvarka,,,,,,2,All
Total,145,106,99,80,34,30,All
,Senator In The General Assembly 5th District - Democrat,,United States Senator - Democrat,,,,7
,John Sabatina,Kevin J Boyle,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,7
John Sabatina,4,0,27,29,7,8,7
Kevin J Boyle,,5,26,12,6,2,7
Katie Mcginty,,,2,0,0,0,7
Joe Sestak,,,,4,0,0,7
John Fetterman,,,,,1,0,7
Joseph J Vodvarka,,,,,,0,7
Total,75,51,55,45,14,10,7
,Senator In The General Assembly 5th District - Democrat,,United States Senator - Democrat,,,,15
,John Sabatina,Kevin J Boyle,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,15
John Sabatina,8,0,16,20,13,13,15
Kevin J Boyle,,11,22,11,6,5,15
Katie Mcginty,,,6,0,0,0,15
Joe Sestak,,,,4,0,0,15
John Fetterman,,,,,1,0,15
Joseph J Vodvarka,,,,,,2,15
Total,70,55,44,35,20,20,15
