col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,State Treasurer - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Joe Torsella,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Yasmeen Kaboud,Vincent Hughes,Lou Agre,Mary Jo Daley,Ken Washington,Blondell Reynolds Brown,Mark Aronchick,Nicole Allen White,Michelle W Singer,Heather A Steinmiller,Joe Foster,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Gwen Snyder,Tonya Diane Bah,Hamdi Soysal,Waleed Shahid,William Leopold,Margaret Lenzi,All
Joe Torsella,120,"1,127",913,820,782,784,679,694,646,661,606,602,601,582,560,557,573,532,517,489,489,481,487,473,469,All
Cindy Bass,,89,951,909,870,273,730,261,734,733,689,683,668,659,638,616,179,177,156,132,136,126,118,133,128,All
Malcolm Kenyatta,,,29,892,870,289,710,276,689,707,666,667,639,640,622,601,171,178,162,132,145,149,139,147,134,All
Katherine J Gilmore,,,,28,806,236,656,209,673,660,624,640,613,616,602,576,123,134,123,100,103,104,97,101,99,All
Jerry T Jordan,,,,,13,236,632,245,638,653,590,631,598,584,583,565,130,148,131,104,104,118,102,114,104,All
Yasmeen Kaboud,,,,,,43,148,659,127,142,114,125,121,107,85,106,557,526,530,505,492,517,487,477,463,All
Vincent Hughes,,,,,,,29,134,638,658,692,614,634,627,598,605,129,133,117,109,108,102,113,127,114,All
Lou Agre,,,,,,,,15,98,127,99,111,102,92,68,90,533,520,521,485,488,501,473,474,457,All
Mary Jo Daley,,,,,,,,,5,667,610,658,630,609,602,577,104,115,89,79,77,84,81,72,82,All
Ken Washington,,,,,,,,,,2,632,643,647,628,608,601,126,121,107,97,97,98,100,104,94,All
Blondell Reynolds Brown,,,,,,,,,,,6,585,611,605,593,583,104,113,93,82,92,82,92,99,106,All
Mark Aronchick,,,,,,,,,,,,4,593,588,587,560,105,119,96,80,79,88,79,84,81,All
Nicole Allen White,,,,,,,,,,,,,2,613,598,590,105,107,90,81,86,72,94,96,108,All
Michelle W Singer,,,,,,,,,,,,,,0,593,571,84,101,80,72,82,70,76,88,87,All
Heather A Steinmiller,,,,,,,,,,,,,,,1,567,59,82,65,59,75,56,59,60,76,All
Joe Foster,,,,,,,,,,,,,,,,3,82,86,77,77,74,72,97,86,89,All
