col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Jared Solomon,Mark B Cohen,Allyson Y Schwartz,Michael J Rahming,Betsy May Kilkenny,Mark B Cohen,Val Arkoosh,Mike Stack,Elaine Tomlin,Louis Farinella,Charles Quann,Linda A Fields,Henry Albert,Melissa Robbins,W Gerard Oleksiak,Bev Hahn,All
Jared Solomon,672,0,"2,130","1,290","1,307","1,008","1,178","1,030",992,883,901,851,802,805,775,706,All
Mark B Cohen,,545,"1,442","1,023",898,"1,132",819,715,682,633,607,637,648,615,531,545,All
Allyson Y Schwartz,,,38,893,"1,912",971,"1,795","1,592","1,561","1,413","1,426",593,531,545,"1,228",432,All
Michael J Rahming,,,,24,665,"1,364",629,467,483,395,393,"1,188","1,255","1,155",263,"1,086",All
Betsy May Kilkenny,,,,,8,620,"1,657","1,352","1,416","1,316","1,303",359,334,330,"1,151",248,All
Mark B Cohen,,,,,,17,541,639,596,506,468,"1,226","1,292","1,197",358,"1,074",All
Val Arkoosh,,,,,,,8,"1,250","1,292","1,249","1,250",287,276,269,"1,110",218,All
Mike Stack,,,,,,,,2,"1,359","1,225","1,221",401,336,380,"1,140",306,All
Elaine Tomlin,,,,,,,,,3,"1,296","1,294",374,341,351,"1,126",270,All
Louis Farinella,,,,,,,,,,7,"1,236",256,253,244,"1,103",190,All
Charles Quann,,,,,,,,,,,2,269,251,245,"1,112",184,All
Linda A Fields,,,,,,,,,,,,2,"1,203","1,204",189,"1,134",All
Henry Albert,,,,,,,,,,,,,0,"1,165",159,"1,088",All
Melissa Robbins,,,,,,,,,,,,,,0,181,"1,134",All
W Gerard Oleksiak,,,,,,,,,,,,,,,1,138,All
Bev Hahn,,,,,,,,,,,,,,,,1,All
Total,"3,992","3,099","3,660","2,369","2,257","2,195","2,040","1,777","1,708","1,552","1,538","1,522","1,480","1,445","1,332","1,278",All
