col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 174th District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Ed Neilson,Allyson Y Schwartz,Michael J Rahming,Betsy May Kilkenny,Mark B Cohen,Mike Stack,Val Arkoosh,Elaine Tomlin,Henry Albert,Linda A Fields,Louis Farinella,Charles Quann,Melissa Robbins,Bev Hahn,W Gerard Oleksiak,All
Ed Neilson,556,"3,784","2,481","2,398","2,208","2,262","2,180","1,951","1,762","1,783","1,760","1,724","1,672","1,490","1,452",All
Allyson Y Schwartz,,474,"1,105","2,508","1,160","2,330","2,362","2,077",742,787,"1,861","1,841",713,585,"1,568",All
Michael J Rahming,,,167,783,"1,962",673,767,596,"1,771","1,647",508,496,"1,564","1,503",315,All
Betsy May Kilkenny,,,,70,738,"1,861","2,163","1,915",447,469,"1,727","1,739",427,331,"1,481",All
Mark B Cohen,,,,,38,886,648,691,"1,906","1,797",580,536,"1,694","1,591",366,All
Mike Stack,,,,,,34,"1,694","1,849",532,625,"1,655","1,610",581,472,"1,491",All
Val Arkoosh,,,,,,,44,"1,754",407,398,"1,649","1,649",351,270,"1,406",All
Elaine Tomlin,,,,,,,,7,431,467,"1,686","1,695",419,325,"1,444",All
Henry Albert,,,,,,,,,3,"1,714",361,323,"1,635","1,570",229,All
Linda A Fields,,,,,,,,,,1,350,324,"1,690","1,613",262,All
Louis Farinella,,,,,,,,,,,17,"1,613",312,248,"1,372",All
Charles Quann,,,,,,,,,,,,3,287,204,"1,417",All
Melissa Robbins,,,,,,,,,,,,,8,"1,591",231,All
Bev Hahn,,,,,,,,,,,,,,1,183,All
W Gerard Oleksiak,,,,,,,,,,,,,,,0,All
Total,"6,427","4,815","3,089","2,870","2,702","2,675","2,602","2,275","2,120","2,116","2,059","2,007","1,990","1,791","1,694",All
