col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,State Treasurer - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Joe Torsella,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Ken Washington,Vincent Hughes,Mary Jo Daley,Mark Aronchick,Nicole Allen White,Blondell Reynolds Brown,Michelle W Singer,Yasmeen Kaboud,Heather A Steinmiller,Joe Foster,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Hamdi Soysal,William Leopold,Gwen Snyder,Margaret Lenzi,Waleed Shahid,Tonya Diane Bah,All
Joe Torsella,386,"1,938","1,580","1,569","1,465","1,350","1,298","1,283","1,227","1,242","1,222","1,186","1,134","1,147","1,156","1,068",934,879,851,812,803,804,790,760,764,All
Cindy Bass,,103,"1,679","1,630","1,545","1,406","1,315","1,376","1,307","1,318","1,302","1,252",375,"1,223","1,196",367,315,266,248,218,196,210,187,174,172,All
Katherine J Gilmore,,,19,"1,561","1,490","1,295","1,247","1,330","1,278","1,228","1,225","1,228",345,"1,201","1,177",312,232,237,216,196,177,190,169,152,140,All
Malcolm Kenyatta,,,,12,"1,542","1,341","1,294","1,315","1,298","1,232","1,225","1,219",364,"1,201","1,191",355,256,259,239,219,202,196,193,176,163,All
Jerry T Jordan,,,,,12,"1,276","1,238","1,260","1,254","1,176","1,171","1,172",337,"1,166","1,164",335,218,233,215,197,180,179,170,151,134,All
Ken Washington,,,,,,8,"1,276","1,276","1,258","1,295","1,219","1,225",236,"1,220","1,228",224,244,209,189,171,174,164,167,142,139,All
Vincent Hughes,,,,,,,8,"1,220","1,210","1,226","1,252","1,194",196,"1,179","1,199",188,165,178,148,140,177,137,155,131,138,All
Mary Jo Daley,,,,,,,,4,"1,281","1,204","1,144","1,201",218,"1,170","1,151",192,184,203,158,155,133,144,130,112,111,All
Mark Aronchick,,,,,,,,,3,"1,170","1,146","1,171",199,"1,162","1,154",190,178,198,163,149,141,140,123,100,99,All
Nicole Allen White,,,,,,,,,,0,"1,195","1,199",166,"1,173","1,188",155,177,153,133,109,146,135,160,119,123,All
Blondell Reynolds Brown,,,,,,,,,,,5,"1,170",138,"1,149","1,143",129,114,132,105,86,121,93,118,83,88,All
Michelle W Singer,,,,,,,,,,,,0,157,"1,168","1,146",149,128,142,124,106,135,120,133,108,102,All
Yasmeen Kaboud,,,,,,,,,,,,,28,122,173,"1,039",917,876,873,858,808,829,787,812,799,All
Heather A Steinmiller,,,,,,,,,,,,,,1,"1,136",118,94,124,92,80,104,83,119,76,89,All
Joe Foster,,,,,,,,,,,,,,,2,165,139,151,129,113,156,132,157,139,117,All
Lou Agre,,,,,,,,,,,,,,,,18,913,887,881,876,821,827,799,792,801,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,,6,906,905,889,830,848,803,822,809,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,2,875,872,822,825,794,790,794,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,6,860,796,805,784,769,792,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,1,805,801,768,774,781,All
William Leopold,,,,,,,,,,,,,,,,,,,,,0,787,809,794,782,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,2,776,763,767,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,3,784,775,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,3,759,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,514","2,376","1,881","1,869","1,730","1,597","1,523","1,511","1,445","1,445","1,434","1,385","1,367","1,351","1,338","1,290","1,136","1,070","1,037",991,963,962,958,932,926,All
