col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President Of The United States - Republican,,,,,,Senator In The General Assembly 5th District - Republican,All
,Donald J Trump,Ted Cruz,John R Kasich,Marco Rubio,Jeb Bush,Ben Carson,Ross Feinberg,All
Donald J Trump,"4,892",0,0,0,0,0,"6,236",All
Ted Cruz,,883,0,0,0,0,"1,930",All
John R Kasich,,,960,0,0,0,"1,373",All
Marco Rubio,,,,63,0,0,143,All
Jeb Bush,,,,,41,0,73,All
Ben Carson,,,,,,36,53,All
Ross Feinberg,,,,,,,81,All
Total,"11,128","2,813","2,333",206,114,89,"9,889",All
