col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Peter Cutty,Amanda Mcillmurray,Anne Wakabayashi,Maria Quinones Sanchez,Katherine Hunter Snyder,Angel Cruz,Leanne Krueger Braneky,Jennifer Lentz,Ryan N Boyer,Kat Richter,Cathy Brady,Jacob Adeniran,Ted Kirsch,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Thaddeus Kirkland,26,154,445,152,113,353,330,79,315,324,311,319,72,302,71,290,288,132,89,132,All
H Douglass Brown,,12,122,414,387,93,75,340,78,81,90,84,340,87,323,45,167,122,164,93,All
Blake Rutherford,,,5,118,80,317,295,52,284,295,292,312,53,292,45,262,237,94,56,76,All
Peter Cutty,,,,3,342,84,68,313,74,78,80,79,316,58,310,38,148,89,131,69,All
Amanda Mcillmurray,,,,,1,96,83,347,88,86,94,86,346,86,331,55,156,104,114,43,All
Anne Wakabayashi,,,,,,1,314,67,297,313,308,317,63,296,57,276,206,85,37,38,All
Maria Quinones Sanchez,,,,,,,0,76,317,305,276,275,60,276,64,276,215,82,29,24,All
Katherine Hunter Snyder,,,,,,,,1,66,63,57,58,317,65,314,40,133,94,99,28,All
Angel Cruz,,,,,,,,,1,295,292,285,63,284,61,281,202,69,33,32,All
Leanne Krueger Braneky,,,,,,,,,,0,291,292,64,294,61,271,189,82,33,30,All
Jennifer Lentz,,,,,,,,,,,0,293,61,283,56,264,195,78,31,34,All
Ryan N Boyer,,,,,,,,,,,,0,60,298,54,267,194,77,37,29,All
Kat Richter,,,,,,,,,,,,,0,44,319,36,129,79,103,35,All
Cathy Brady,,,,,,,,,,,,,,0,36,264,191,84,23,31,All
Jacob Adeniran,,,,,,,,,,,,,,,0,32,123,74,101,29,All
Ted Kirsch,,,,,,,,,,,,,,,,1,180,63,26,22,All
Katie Mcginty,,,,,,,,,,,,,,,,,91,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,51,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,27,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,22,All
Total,735,592,526,475,446,404,390,379,372,372,370,369,367,363,352,320,564,302,280,230,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,H Douglass Brown,Peter Cutty,Thaddeus Kirkland,Amanda Mcillmurray,Kat Richter,Jacob Adeniran,Katherine Hunter Snyder,Blake Rutherford,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Angel Cruz,Ryan N Boyer,Leanne Krueger Braneky,Cathy Brady,Ted Kirsch,John Fetterman,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,1
H Douglass Brown,2,70,18,57,57,54,50,18,12,13,14,14,14,16,10,4,41,18,16,15,1
Peter Cutty,,1,18,52,52,49,49,17,11,12,13,14,12,14,7,4,30,13,12,15,1
Thaddeus Kirkland,,,5,14,10,9,7,41,28,32,30,28,30,32,27,24,12,15,9,16,1
Amanda Mcillmurray,,,,1,55,50,47,13,8,13,13,12,12,12,8,5,24,18,9,8,1
Kat Richter,,,,,0,53,51,10,10,8,9,12,8,11,5,4,24,17,10,6,1
Jacob Adeniran,,,,,,0,48,9,9,7,8,9,8,8,5,3,22,17,8,6,1
