col_1,col_2,col_3,col_4,col_5,division
,President Of The United States - Democrat,,,State Treasurer - Democrat,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,All
Hillary Clinton,"1,491",0,0,"2,480",All
Bernie Sanders,,575,0,"1,265",All
Roque Rocky De La Fuente,,,2,4,All
Joe Torsella,,,,16,All
Total,"3,971","1,840",6,"3,765",All
,President Of The United States - Democrat,,,State Treasurer - Democrat,1
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,1
Hillary Clinton,61,0,0,84,1
Bernie Sanders,,15,0,46,1
Roque Rocky De La Fuente,,,0,0,1
Joe Torsella,,,,1,1
Total,145,61,0,131,1
,President Of The United States - Democrat,,,State Treasurer - Democrat,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,2
Hillary Clinton,52,0,0,80,2
Bernie Sanders,,24,0,42,2
Roque Rocky De La Fuente,,,0,0,2
Joe Torsella,,,,0,2
Total,132,66,0,122,2
,President Of The United States - Democrat,,,State Treasurer - Democrat,3
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,3
Hillary Clinton,60,0,0,69,3
Bernie Sanders,,14,0,30,3
Roque Rocky De La Fuente,,,0,0,3
Joe Torsella,,,,1,3
Total,129,44,0,100,3
,State Treasurer - Democrat,President Of The United States - Democrat,,,4
,Joe Torsella,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,4
Joe Torsella,0,111,54,1,4
Hillary Clinton,,32,0,0,4
Bernie Sanders,,,18,0,4
Roque Rocky De La Fuente,,,,0,4
Total,166,143,72,1,4
,State Treasurer - Democrat,President Of The United States - Democrat,,,5
,Joe Torsella,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,5
Joe Torsella,1,90,74,0,5
Bernie Sanders,,40,0,0,5
Hillary Clinton,,,44,0,5
Roque Rocky De La Fuente,,,,0,5
Total,165,130,118,0,5
,State Treasurer - Democrat,President Of The United States - Democrat,,,6
,Joe Torsella,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,6
Joe Torsella,0,153,75,0,6
Bernie Sanders,,55,0,0,6
Hillary Clinton,,,27,0,6
Roque Rocky De La Fuente,,,,0,6
Total,228,208,102,0,6
,President Of The United States - Democrat,,,State Treasurer - Democrat,7
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,7
Hillary Clinton,46,0,0,73,7
Bernie Sanders,,17,0,38,7
Roque Rocky De La Fuente,,,0,0,7
Joe Torsella,,,,1,7
Total,119,55,0,112,7
,President Of The United States - Democrat,,,State Treasurer - Democrat,8
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,8
Hillary Clinton,66,0,0,97,8
Bernie Sanders,,19,0,22,8
Roque Rocky De La Fuente,,,0,0,8
Joe Torsella,,,,1,8
Total,163,41,0,120,8
,President Of The United States - Democrat,,,State Treasurer - Democrat,9
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,9
Hillary Clinton,63,0,0,76,9
Bernie Sanders,,11,0,26,9
Roque Rocky De La Fuente,,,0,0,9
Joe Torsella,,,,0,9
Total,139,37,0,102,9
,President Of The United States - Democrat,,,State Treasurer - Democrat,10
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,10
Hillary Clinton,51,0,0,65,10
Bernie Sanders,,14,0,23,10
Roque Rocky De La Fuente,,,0,0,10
Joe Torsella,,,,0,10
Total,116,37,0,88,10
,President Of The United States - Democrat,,,State Treasurer - Democrat,11
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,11
Hillary Clinton,44,0,0,87,11
Bernie Sanders,,10,0,25,11
Roque Rocky De La Fuente,,,0,0,11
Joe Torsella,,,,1,11
Total,131,35,0,113,11
,State Treasurer - Democrat,President Of The United States - Democrat,,,12
,Joe Torsella,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,12
Joe Torsella,2,120,46,1,12
Hillary Clinton,,46,0,0,12
Bernie Sanders,,,7,0,12
Roque Rocky De La Fuente,,,,0,12
Total,169,166,53,1,12
,President Of The United States - Democrat,,,State Treasurer - Democrat,13
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,13
Hillary Clinton,39,0,0,117,13
Bernie Sanders,,19,0,37,13
Roque Rocky De La Fuente,,,0,0,13
Joe Torsella,,,,0,13
Total,156,56,0,154,13
,State Treasurer - Democrat,President Of The United States - Democrat,,,14
,Joe Torsella,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,14
Joe Torsella,0,114,67,1,14
Bernie Sanders,,47,0,0,14
Hillary Clinton,,,74,0,14
Roque Rocky De La Fuente,,,,2,14
Total,182,161,141,3,14
,State Treasurer - Democrat,President Of The United States - Democrat,,,15
,Joe Torsella,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,15
Joe Torsella,1,113,53,0,15
Hillary Clinton,,46,0,0,15
Bernie Sanders,,,28,0,15
Roque Rocky De La Fuente,,,,0,15
Total,167,159,81,0,15
,President Of The United States - Democrat,,,State Treasurer - Democrat,16
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,16
Hillary Clinton,63,0,0,74,16
Bernie Sanders,,19,0,33,16
Roque Rocky De La Fuente,,,0,0,16
Joe Torsella,,,,0,16
Total,137,52,0,107,16
,President Of The United States - Democrat,,,State Treasurer - Democrat,17
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Joe Torsella,17
Hillary Clinton,80,0,0,89,17
Bernie Sanders,,19,0,33,17
Roque Rocky De La Fuente,,,0,0,17
Joe Torsella,,,,1,17
Total,169,52,0,123,17
