col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 177th District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Joe Hohenstein,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Betsy May Kilkenny,Linda A Fields,Henry Albert,Val Arkoosh,Melissa Robbins,Bev Hahn,Charles Quann,Mike Stack,Elaine Tomlin,Louis Farinella,W Gerard Oleksiak,All
Joe Hohenstein,4,58,46,39,36,36,34,32,31,30,28,31,28,27,23,All
Allyson Y Schwartz,,7,17,18,35,17,14,32,10,10,28,28,29,30,23,All
Michael J Rahming,,,1,32,10,29,32,12,31,29,6,8,6,6,2,All
Mark B Cohen,,,,1,11,36,39,12,33,30,9,13,8,10,8,All
Betsy May Kilkenny,,,,,0,10,9,29,5,4,28,23,27,26,23,All
Linda A Fields,,,,,,0,35,10,32,31,6,10,6,7,5,All
Henry Albert,,,,,,,0,9,34,31,7,10,6,7,7,All
Val Arkoosh,,,,,,,,0,7,5,26,22,24,24,21,All
Melissa Robbins,,,,,,,,,0,31,4,7,3,2,3,All
Bev Hahn,,,,,,,,,,0,4,7,5,3,3,All
Charles Quann,,,,,,,,,,,0,24,27,24,23,All
Mike Stack,,,,,,,,,,,,0,24,22,22,All
Elaine Tomlin,,,,,,,,,,,,,0,26,22,All
Louis Farinella,,,,,,,,,,,,,,0,21,All
W Gerard Oleksiak,,,,,,,,,,,,,,,0,All
Total,103,70,53,46,41,41,40,37,36,33,33,33,32,31,26,All
,Representative In The General Assembly 177th District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,24
,Joe Hohenstein,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Betsy May Kilkenny,Linda A Fields,Henry Albert,Val Arkoosh,Melissa Robbins,Bev Hahn,Charles Quann,Mike Stack,Elaine Tomlin,Louis Farinella,W Gerard Oleksiak,24
Joe Hohenstein,4,58,46,39,36,36,34,32,31,30,28,31,28,27,23,24
Allyson Y Schwartz,,7,17,18,35,17,14,32,10,10,28,28,29,30,23,24
Michael J Rahming,,,1,32,10,29,32,12,31,29,6,8,6,6,2,24
Mark B Cohen,,,,1,11,36,39,12,33,30,9,13,8,10,8,24
Betsy May Kilkenny,,,,,0,10,9,29,5,4,28,23,27,26,23,24
Linda A Fields,,,,,,0,35,10,32,31,6,10,6,7,5,24
Henry Albert,,,,,,,0,9,34,31,7,10,6,7,7,24
Val Arkoosh,,,,,,,,0,7,5,26,22,24,24,21,24
Melissa Robbins,,,,,,,,,0,31,4,7,3,2,3,24
Bev Hahn,,,,,,,,,,0,4,7,5,3,3,24
Charles Quann,,,,,,,,,,,0,24,27,24,23,24
Mike Stack,,,,,,,,,,,,0,24,22,22,24
Elaine Tomlin,,,,,,,,,,,,,0,26,22,24
Louis Farinella,,,,,,,,,,,,,,0,21,24
W Gerard Oleksiak,,,,,,,,,,,,,,,0,24
Total,103,70,53,46,41,41,40,37,36,33,33,33,32,31,26,24
