col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Allyson Y Schwartz,Betsy May Kilkenny,Michael J Rahming,Val Arkoosh,Mike Stack,Elaine Tomlin,Mark B Cohen,Louis Farinella,Charles Quann,Henry Albert,Linda A Fields,W Gerard Oleksiak,Melissa Robbins,Bev Hahn,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Allyson Y Schwartz,941,"15,209","6,434","14,329","12,766","12,331","5,996","11,202","11,308","3,795","3,944","9,563","3,686","2,866","10,545","7,372","3,626","3,342",All
Betsy May Kilkenny,,162,"4,885","13,405","10,844","11,463","3,986","10,502","10,640","2,467","2,507","9,155","2,346","1,672","7,730","4,693","2,031","1,749",All
Michael J Rahming,,,470,"4,700","3,457","3,505","9,976","2,896","2,942","9,041","8,358","1,888","8,118","7,669","5,057","4,856","3,749","2,103",All
Val Arkoosh,,,,80,"10,056","10,575","3,472","10,096","10,207","2,126","2,050","8,842","1,886","1,426","6,929","4,375","1,813","1,717",All
Mike Stack,,,,,82,"10,740","4,221","9,938","9,793","2,609","2,964","9,127","2,815","2,168","7,085","4,794","1,281",751,All
Elaine Tomlin,,,,,,99,"3,872","10,329","10,506","2,429","2,536","9,002","2,391","1,749","7,241","4,132","1,224",879,All
Mark B Cohen,,,,,,,109,"3,166","3,088","9,555","8,889","2,094","8,556","7,848","4,893","4,886","2,508","1,044",All
Louis Farinella,,,,,,,,92,"10,027","1,887","1,772","8,683","1,639","1,221","6,148","3,719","1,084",786,All
Charles Quann,,,,,,,,,8,"1,894","1,854","8,851","1,713","1,184","6,066","3,703","1,110",859,All
Henry Albert,,,,,,,,,,14,"8,640","1,266","8,299","7,850","3,593","3,664","2,203",843,All
Linda A Fields,,,,,,,,,,,24,"1,418","8,551","8,122","3,757","3,606","2,091",799,All
W Gerard Oleksiak,,,,,,,,,,,,8,"1,282",970,"5,300","3,074",862,658,All
Melissa Robbins,,,,,,,,,,,,,11,"8,039","3,646","3,416","2,053",690,All
Bev Hahn,,,,,,,,,,,,,,4,"3,083","3,100","1,858",603,All
Katie Mcginty,,,,,,,,,,,,,,,"2,038",0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,"1,675",0,0,All
John Fetterman,,,,,,,,,,,,,,,,,896,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,624,All
Total,"27,123","17,452","16,984","15,929","14,640","14,202","14,126","12,432","12,333","10,868","10,779","10,392","10,258","9,066","17,632","13,565","8,216","5,770",All
