col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 152nd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Albert J Dermovsesian,Allyson Y Schwartz,Betsy May Kilkenny,Michael J Rahming,Mike Stack,Val Arkoosh,Mark B Cohen,Elaine Tomlin,Louis Farinella,Charles Quann,Linda A Fields,Henry Albert,W Gerard Oleksiak,Melissa Robbins,Bev Hahn,All
Albert J Dermovsesian,27,343,231,218,206,196,187,188,173,165,156,150,147,147,143,All
Allyson Y Schwartz,,27,268,109,249,246,104,226,209,202,78,71,182,63,61,All
Betsy May Kilkenny,,,4,69,214,224,54,214,197,192,37,34,177,28,24,All
Michael J Rahming,,,,14,61,71,187,57,51,47,163,181,30,162,162,All
Mike Stack,,,,,2,182,67,208,190,186,57,49,184,50,46,All
Val Arkoosh,,,,,,2,50,186,183,181,33,34,156,25,23,All
Mark B Cohen,,,,,,,3,57,44,43,172,183,36,162,161,All
Elaine Tomlin,,,,,,,,0,191,190,40,37,170,35,28,All
Louis Farinella,,,,,,,,,0,187,27,30,164,23,20,All
Charles Quann,,,,,,,,,,1,26,28,157,24,20,All
Linda A Fields,,,,,,,,,,,4,173,30,175,171,All
Henry Albert,,,,,,,,,,,,0,20,167,167,All
W Gerard Oleksiak,,,,,,,,,,,,,1,22,21,All
Melissa Robbins,,,,,,,,,,,,,,0,167,All
Bev Hahn,,,,,,,,,,,,,,,1,All
Total,542,460,306,289,279,264,251,242,227,220,210,208,199,194,187,All
