col_1,col_2,col_3,division
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,All
,Brendan F Boyle,Eugene A Depasquale,All
Brendan F Boyle,"1,276","3,993",All
Eugene A Depasquale,,295,All
Total,"5,269","4,288",All
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,1
,Brendan F Boyle,Eugene A Depasquale,1
Brendan F Boyle,20,98,1
Eugene A Depasquale,,15,1
Total,118,113,1
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,2
,Brendan F Boyle,Eugene A Depasquale,2
Brendan F Boyle,16,48,2
Eugene A Depasquale,,1,2
Total,64,49,2
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,3
,Brendan F Boyle,Eugene A Depasquale,3
Brendan F Boyle,31,63,3
Eugene A Depasquale,,6,3
Total,94,69,3
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,4
,Brendan F Boyle,Eugene A Depasquale,4
Brendan F Boyle,24,70,4
Eugene A Depasquale,,10,4
Total,94,80,4
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,5
,Brendan F Boyle,Eugene A Depasquale,5
Brendan F Boyle,19,81,5
Eugene A Depasquale,,7,5
Total,100,88,5
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,6
,Brendan F Boyle,Eugene A Depasquale,6
Brendan F Boyle,32,92,6
Eugene A Depasquale,,11,6
Total,124,103,6
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,7
,Brendan F Boyle,Eugene A Depasquale,7
Brendan F Boyle,18,58,7
Eugene A Depasquale,,2,7
Total,76,60,7
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,8
,Brendan F Boyle,Eugene A Depasquale,8
Brendan F Boyle,35,154,8
Eugene A Depasquale,,8,8
Total,189,162,8
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,9
,Brendan F Boyle,Eugene A Depasquale,9
Brendan F Boyle,43,74,9
Eugene A Depasquale,,9,9
Total,117,83,9
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,10
,Brendan F Boyle,Eugene A Depasquale,10
Brendan F Boyle,29,81,10
Eugene A Depasquale,,14,10
Total,110,95,10
,Representative In Congress 13th District - Democrat,Auditor General - Democrat,11
