col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 152nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,All
,Thomas P Murt,Tom Ellis,Gilbert Cox,Shannon Oscar,Lauren E Casper,Michael J Mcmonagle,Pam Levy,Alan Apt,All
Thomas P Murt,70,153,151,151,124,132,113,108,All
Tom Ellis,,5,124,28,129,54,39,16,All
Gilbert Cox,,,2,47,119,26,15,43,All
Shannon Oscar,,,,4,19,37,77,89,All
Lauren E Casper,,,,,4,30,17,12,All
Michael J Mcmonagle,,,,,,13,35,13,All
Pam Levy,,,,,,,3,52,All
Alan Apt,,,,,,,,0,All
Total,469,220,208,184,181,159,141,131,All
