col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,State Treasurer - Republican,Delegate To The Republican National Convention 13th District,,,,,,,All
,Otto Voit,Michael J Mcmonagle,Gilbert Cox,Shannon Oscar,Lauren E Casper,Tom Ellis,Pam Levy,Alan Apt,All
Otto Voit,18,29,28,20,16,16,17,11,All
Michael J Mcmonagle,,3,10,8,8,7,7,0,All
Gilbert Cox,,,1,11,14,12,8,7,All
Shannon Oscar,,,,1,4,3,5,8,All
Lauren E Casper,,,,,1,10,4,1,All
Tom Ellis,,,,,,1,2,0,All
Pam Levy,,,,,,,0,1,All
Alan Apt,,,,,,,,0,All
Total,81,36,35,24,23,21,18,12,All
,State Treasurer - Republican,Delegate To The Republican National Convention 13th District,,,,,,,3
,Otto Voit,Pam Levy,Shannon Oscar,Gilbert Cox,Lauren E Casper,Michael J Mcmonagle,Alan Apt,Tom Ellis,3
Otto Voit,0,2,2,2,2,2,0,0,3
Pam Levy,,0,2,1,1,0,1,0,3
Shannon Oscar,,,0,1,1,1,1,0,3
Gilbert Cox,,,,0,0,0,0,0,3
Lauren E Casper,,,,,0,1,0,0,3
Michael J Mcmonagle,,,,,,0,0,0,3
Alan Apt,,,,,,,0,0,3
Tom Ellis,,,,,,,,0,3
Total,5,3,3,2,2,2,1,0,3
,State Treasurer - Republican,Delegate To The Republican National Convention 13th District,,,,,,,4
,Otto Voit,Shannon Oscar,Alan Apt,Gilbert Cox,Lauren E Casper,Michael J Mcmonagle,Pam Levy,Tom Ellis,4
Otto Voit,1,3,2,1,0,0,0,0,4
Shannon Oscar,,0,2,1,0,0,0,0,4
Alan Apt,,,0,1,0,0,0,0,4
Gilbert Cox,,,,1,0,0,0,0,4
Lauren E Casper,,,,,0,0,0,0,4
Michael J Mcmonagle,,,,,,0,0,0,4
Pam Levy,,,,,,,0,0,4
Tom Ellis,,,,,,,,0,4
Total,4,3,2,2,0,0,0,0,4
,State Treasurer - Republican,Delegate To The Republican National Convention 13th District,,,,,,,5
,Otto Voit,Michael J Mcmonagle,Gilbert Cox,Alan Apt,Lauren E Casper,Tom Ellis,Pam Levy,Shannon Oscar,5
Otto Voit,3,2,1,1,0,1,0,0,5
Michael J Mcmonagle,,0,3,0,1,1,0,0,5
Gilbert Cox,,,0,0,1,1,0,0,5
Alan Apt,,,,0,0,0,0,0,5
Lauren E Casper,,,,,0,0,0,0,5
Tom Ellis,,,,,,0,0,0,5
Pam Levy,,,,,,,0,0,5
Shannon Oscar,,,,,,,,0,5
Total,6,4,3,1,1,1,0,0,5
,State Treasurer - Republican,Delegate To The Republican National Convention 13th District,,,,,,,8
,Otto Voit,Alan Apt,Michael J Mcmonagle,Pam Levy,Shannon Oscar,Gilbert Cox,Lauren E Casper,Tom Ellis,8
Otto Voit,0,1,1,1,1,0,0,0,8
Alan Apt,,0,0,0,0,0,0,0,8
Michael J Mcmonagle,,,0,1,1,0,0,0,8
Pam Levy,,,,0,1,0,0,0,8
Shannon Oscar,,,,,0,0,0,0,8
Gilbert Cox,,,,,,0,0,0,8
Lauren E Casper,,,,,,,0,0,8
Tom Ellis,,,,,,,,0,8
Total,2,1,1,1,1,0,0,0,8
,State Treasurer - Republican,Delegate To The Republican National Convention 13th District,,,,,,,9
,Otto Voit,Alan Apt,Gilbert Cox,Shannon Oscar,Tom Ellis,Lauren E Casper,Michael J Mcmonagle,Pam Levy,9
Otto Voit,0,1,1,1,1,0,0,0,9
Alan Apt,,0,1,1,0,0,0,0,9
Gilbert Cox,,,0,1,0,0,0,0,9
Shannon Oscar,,,,0,0,0,0,0,9
Tom Ellis,,,,,0,0,0,0,9
Lauren E Casper,,,,,,0,0,0,9
Michael J Mcmonagle,,,,,,,0,0,9
Pam Levy,,,,,,,,0,9
Total,2,1,1,1,1,0,0,0,9
,State Treasurer - Republican,Delegate To The Republican National Convention 13th District,,,,,,,10
,Otto Voit,Pam Levy,Michael J Mcmonagle,Tom Ellis,Gilbert Cox,Alan Apt,Lauren E Casper,Shannon Oscar,10
Otto Voit,2,4,3,3,2,1,0,0,10
Pam Levy,,0,2,2,1,0,0,0,10
Michael J Mcmonagle,,,0,1,1,0,0,0,10
Tom Ellis,,,,0,0,0,0,0,10
Gilbert Cox,,,,,0,0,0,0,10
Alan Apt,,,,,,0,0,0,10
Lauren E Casper,,,,,,,0,0,10
Shannon Oscar,,,,,,,,0,10
Total,10,4,3,3,2,1,0,0,10
,Delegate To The Republican National Convention 13th District,,,,,,,State Treasurer - Republican,11
