col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,United States Senator - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,,All
,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,All
Katie Mcginty,99,0,0,0,462,250,90,130,All
Joe Sestak,,81,0,0,360,230,78,72,All
John Fetterman,,,66,0,108,165,92,36,All
Joseph J Vodvarka,,,,11,13,43,58,7,All
Brian Sims,,,,,33,0,0,0,All
Ben Waxman,,,,,,32,0,0,All
Lou Lanni,,,,,,,10,0,All
Marni Snyder,,,,,,,,2,All
Total,"1,031",821,467,132,976,720,328,247,All
,Representative In The General Assembly 182nd District - Democrat,,,,United States Senator - Democrat,,,,6
,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,6
Brian Sims,5,0,0,0,73,48,19,3,6
Ben Waxman,,7,0,0,28,41,15,5,6
Lou Lanni,,,1,0,10,17,14,3,6
Marni Snyder,,,,0,19,15,7,1,6
Katie Mcginty,,,,,15,0,0,0,6
Joe Sestak,,,,,,10,0,0,6
John Fetterman,,,,,,,9,0,6
Joseph J Vodvarka,,,,,,,,2,6
Total,148,96,45,42,145,131,64,14,6
,Representative In The General Assembly 182nd District - Democrat,,,,United States Senator - Democrat,,,,7
,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,7
Brian Sims,9,0,0,0,67,42,19,3,7
Ben Waxman,,1,0,0,21,21,16,4,7
Lou Lanni,,,0,0,10,8,8,6,7
Marni Snyder,,,,0,17,11,4,0,7
Katie Mcginty,,,,,10,0,0,0,7
Joe Sestak,,,,,,9,0,0,7
John Fetterman,,,,,,,7,0,7
Joseph J Vodvarka,,,,,,,,2,7
Total,140,63,32,32,125,91,54,15,7
,United States Senator - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,,8
,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,8
Katie Mcginty,19,0,0,0,63,62,28,12,8
Joe Sestak,,7,0,0,61,25,11,12,8
John Fetterman,,,5,0,24,26,9,11,8
Joseph J Vodvarka,,,,0,0,6,1,7,8
Brian Sims,,,,,2,0,0,0,8
Ben Waxman,,,,,,0,0,0,8
Marni Snyder,,,,,,,2,0,8
Lou Lanni,,,,,,,,0,8
Total,184,116,75,14,150,119,51,42,8
,United States Senator - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,,9
,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,9
Katie Mcginty,14,0,0,0,69,30,12,20,9
Joe Sestak,,18,0,0,51,32,8,7,9
John Fetterman,,,15,0,13,25,13,2,9
Joseph J Vodvarka,,,,2,1,9,10,2,9
Brian Sims,,,,,6,0,0,0,9
Ben Waxman,,,,,,10,0,0,9
Lou Lanni,,,,,,,3,0,9
Marni Snyder,,,,,,,,0,9
Total,145,116,68,24,140,106,46,31,9
,United States Senator - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,,11
,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,11
Katie Mcginty,16,0,0,0,54,35,17,14,11
Joe Sestak,,10,0,0,53,24,14,5,11
John Fetterman,,,6,0,6,23,12,3,11
Joseph J Vodvarka,,,,1,4,7,11,0,11
Brian Sims,,,,,1,0,0,0,11
Ben Waxman,,,,,,4,0,0,11
Lou Lanni,,,,,,,2,0,11
Marni Snyder,,,,,,,,0,11
Total,136,106,50,23,118,93,56,22,11
,United States Senator - Democrat,,,,Representative In The General Assembly 182nd District - Democrat,,,,14
,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,14
Joe Sestak,8,0,0,0,38,44,5,8,14
Katie Mcginty,,3,0,0,40,17,5,6,14
John Fetterman,,,5,0,11,15,9,4,14
Joseph J Vodvarka,,,,2,1,5,3,0,14
Brian Sims,,,,,1,0,0,0,14
Ben Waxman,,,,,,4,0,0,14
Lou Lanni,,,,,,,1,0,14
