col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Kevin J Boyle,H Douglass Brown,Thaddeus Kirkland,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Blake Rutherford,Anne Wakabayashi,Leanne Krueger Braneky,Jennifer Lentz,Ryan N Boyer,Ted Kirsch,Maria Quinones Sanchez,Angel Cruz,Cathy Brady,All
Kevin J Boyle,40,122,118,104,95,87,82,79,90,74,68,69,69,63,62,60,62,All
H Douglass Brown,,3,33,113,113,103,98,93,28,25,24,22,27,20,20,23,21,All
Thaddeus Kirkland,,,5,32,29,23,24,18,76,64,66,59,58,52,54,53,56,All
Peter Cutty,,,,0,103,98,95,88,27,25,21,19,24,21,19,20,18,All
Amanda Mcillmurray,,,,,1,103,94,94,25,25,22,21,24,22,20,19,19,All
Kat Richter,,,,,,0,92,93,22,20,18,17,24,21,16,17,12,All
Katherine Hunter Snyder,,,,,,,0,87,23,22,20,17,25,21,19,20,20,All
Jacob Adeniran,,,,,,,,0,20,17,13,12,22,18,14,18,11,All
Blake Rutherford,,,,,,,,,3,61,54,57,62,55,49,52,52,All
Anne Wakabayashi,,,,,,,,,,1,57,58,54,54,56,52,55,All
Leanne Krueger Braneky,,,,,,,,,,,0,57,52,48,53,49,53,All
Jennifer Lentz,,,,,,,,,,,,0,53,48,46,53,55,All
Ryan N Boyer,,,,,,,,,,,,,0,55,44,52,48,All
Ted Kirsch,,,,,,,,,,,,,,0,48,47,45,All
Maria Quinones Sanchez,,,,,,,,,,,,,,,1,47,43,All
Angel Cruz,,,,,,,,,,,,,,,,0,46,All
Cathy Brady,,,,,,,,,,,,,,,,,0,All
Total,285,152,131,128,122,109,104,101,99,83,75,74,74,69,68,67,66,All
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,19
,Kevin J Boyle,H Douglass Brown,Thaddeus Kirkland,Amanda Mcillmurray,Peter Cutty,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Blake Rutherford,Leanne Krueger Braneky,Jennifer Lentz,Anne Wakabayashi,Maria Quinones Sanchez,Ryan N Boyer,Ted Kirsch,Cathy Brady,Angel Cruz,19
Kevin J Boyle,11,30,34,25,24,22,21,17,23,21,19,18,16,16,15,14,11,19
H Douglass Brown,,0,9,31,28,29,26,25,8,9,7,6,5,7,5,5,5,19
Thaddeus Kirkland,,,1,7,10,6,7,2,19,17,14,15,15,12,12,11,7,19
Amanda Mcillmurray,,,,0,28,31,27,26,6,8,6,5,5,7,6,5,4,19
Peter Cutty,,,,,0,26,25,21,9,9,6,6,6,7,6,5,3,19
Kat Richter,,,,,,0,26,26,5,7,6,4,4,7,6,4,4,19
Katherine Hunter Snyder,,,,,,,0,23,8,9,7,6,7,8,6,7,5,19
Jacob Adeniran,,,,,,,,0,2,3,3,1,2,5,2,3,4,19
Blake Rutherford,,,,,,,,,0,14,13,14,12,13,12,12,9,19
Leanne Krueger Braneky,,,,,,,,,,0,17,16,17,14,14,12,11,19
Jennifer Lentz,,,,,,,,,,,0,13,12,14,14,12,11,19
Anne Wakabayashi,,,,,,,,,,,,1,13,11,11,12,8,19
Maria Quinones Sanchez,,,,,,,,,,,,,0,12,12,10,10,19
Ryan N Boyer,,,,,,,,,,,,,,0,13,10,12,19
Ted Kirsch,,,,,,,,,,,,,,,0,9,10,19
Cathy Brady,,,,,,,,,,,,,,,,0,8,19
Angel Cruz,,,,,,,,,,,,,,,,,0,19
Total,77,39,36,34,33,31,30,26,24,23,21,20,18,17,17,15,13,19
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,23
,Kevin J Boyle,H Douglass Brown,Peter Cutty,Thaddeus Kirkland,Amanda Mcillmurray,Katherine Hunter Snyder,Blake Rutherford,Kat Richter,Jacob Adeniran,Anne Wakabayashi,Ryan N Boyer,Cathy Brady,Ted Kirsch,Angel Cruz,Jennifer Lentz,Leanne Krueger Braneky,Maria Quinones Sanchez,23
Kevin J Boyle,9,53,46,45,39,38,39,37,35,36,33,29,29,28,29,28,27,23
H Douglass Brown,,1,51,14,47,44,12,42,38,13,13,9,10,9,7,8,7,23
Peter Cutty,,,0,13,44,43,11,42,38,13,12,8,10,8,6,7,7,23
Thaddeus Kirkland,,,,2,12,12,32,10,8,29,28,27,24,27,25,28,23,23
Amanda Mcillmurray,,,,,1,41,11,41,37,13,11,9,9,7,7,8,7,23
Katherine Hunter Snyder,,,,,,0,12,38,38,13,13,10,11,9,7,8,8,23
Blake Rutherford,,,,,,,3,11,11,29,31,23,28,26,25,22,23,23
Kat Richter,,,,,,,,0,36,12,12,5,10,6,6,6,7,23
Jacob Adeniran,,,,,,,,,0,10,11,5,10,6,3,5,7,23
Anne Wakabayashi,,,,,,,,,,0,29,27,28,26,28,26,28,23
Ryan N Boyer,,,,,,,,,,,0,24,29,27,25,21,19,23
Cathy Brady,,,,,,,,,,,,0,23,24,26,25,21,23
Ted Kirsch,,,,,,,,,,,,,0,24,21,20,22,23
Angel Cruz,,,,,,,,,,,,,,0,25,24,21,23
Jennifer Lentz,,,,,,,,,,,,,,,0,23,21,23
Leanne Krueger Braneky,,,,,,,,,,,,,,,,0,24,23
Maria Quinones Sanchez,,,,,,,,,,,,,,,,,1,23
Total,107,65,56,51,50,46,45,44,41,40,36,32,32,31,31,31,30,23
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,24
,Kevin J Boyle,H Douglass Brown,Thaddeus Kirkland,Peter Cutty,Amanda Mcillmurray,Jacob Adeniran,Kat Richter,Blake Rutherford,Katherine Hunter Snyder,Angel Cruz,Anne Wakabayashi,Jennifer Lentz,Leanne Krueger Braneky,Ryan N Boyer,Maria Quinones Sanchez,Ted Kirsch,Cathy Brady,24
Kevin J Boyle,20,39,39,34,31,27,28,28,23,21,20,21,19,20,19,19,19,24
H Douglass Brown,,2,10,34,35,30,32,8,28,9,6,8,7,7,8,5,7,24
Thaddeus Kirkland,,,2,9,10,8,7,25,5,19,20,20,21,18,16,16,18,24
Peter Cutty,,,,0,31,29,30,7,27,9,6,7,5,5,6,5,5,24
Amanda Mcillmurray,,,,,0,31,31,8,26,8,7,8,6,6,8,7,5,24
Jacob Adeniran,,,,,,0,31,7,26,8,6,6,5,6,5,6,3,24
Kat Richter,,,,,,,0,6,28,7,4,5,5,5,5,5,3,24
Blake Rutherford,,,,,,,,0,3,17,18,19,18,18,14,15,17,24
