col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 191st District - Democrat,United States Senator - Democrat,,,,All
,Joanna Mcclinton,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,All
Joanna Mcclinton,331,"1,068",501,532,373,All
Katie Mcginty,,177,0,0,0,All
Joe Sestak,,,118,0,0,All
Joseph J Vodvarka,,,,57,0,All
John Fetterman,,,,,61,All
Total,"2,805","1,245",619,589,434,All
,Representative In The General Assembly 191st District - Democrat,United States Senator - Democrat,,,,2
,Joanna Mcclinton,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,2
Joanna Mcclinton,22,38,38,28,22,2
Katie Mcginty,,9,0,0,0,2
Joe Sestak,,,8,0,0,2
Joseph J Vodvarka,,,,1,0,2
John Fetterman,,,,,3,2
Total,148,47,46,29,25,2
,Representative In The General Assembly 191st District - Democrat,United States Senator - Democrat,,,,3
,Joanna Mcclinton,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,3
Joanna Mcclinton,41,131,33,31,19,3
Katie Mcginty,,17,0,0,0,3
Joe Sestak,,,9,0,0,3
Joseph J Vodvarka,,,,1,0,3
John Fetterman,,,,,1,3
Total,255,148,42,32,20,3
,Representative In The General Assembly 191st District - Democrat,United States Senator - Democrat,,,,4
,Joanna Mcclinton,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,4
Joanna Mcclinton,15,127,26,19,14,4
Katie Mcginty,,9,0,0,0,4
Joseph J Vodvarka,,,3,0,0,4
Joe Sestak,,,,4,0,4
John Fetterman,,,,,1,4
Total,201,136,29,23,15,4
,Representative In The General Assembly 191st District - Democrat,United States Senator - Democrat,,,,5
,Joanna Mcclinton,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,5
Joanna Mcclinton,28,57,44,35,20,5
Katie Mcginty,,10,0,0,0,5
Joseph J Vodvarka,,,10,0,0,5
Joe Sestak,,,,8,0,5
John Fetterman,,,,,3,5
Total,184,67,54,43,23,5
,Representative In The General Assembly 191st District - Democrat,United States Senator - Democrat,,,,6
,Joanna Mcclinton,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,6
Joanna Mcclinton,10,49,23,17,11,6
Katie Mcginty,,6,0,0,0,6
Joseph J Vodvarka,,,2,0,0,6
Joe Sestak,,,,5,0,6
John Fetterman,,,,,4,6
Total,110,55,25,22,15,6
,Representative In The General Assembly 191st District - Democrat,United States Senator - Democrat,,,,7
,Joanna Mcclinton,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,7
Joanna Mcclinton,19,62,42,28,25,7
Katie Mcginty,,16,0,0,0,7
Joseph J Vodvarka,,,2,0,0,7
Joe Sestak,,,,9,0,7
John Fetterman,,,,,4,7
