col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 195th District - Democrat,,,,Attorney General - Democrat,,,All
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Donna Bullock,191,0,0,0,"2,766",720,292,All
Jamar Izzo Izzard,,17,0,0,258,142,48,All
Jimmie Moore,,,18,0,205,102,36,All
Donnell L Jones,,,,0,0,0,0,All
Josh Shapiro,,,,,363,0,0,All
Stephen A Zappala Jr,,,,,,114,0,All
John Morganelli,,,,,,,43,All
Total,"3,969",465,361,0,"3,592","1,078",419,All
,Representative In The General Assembly 195th District - Democrat,,,,Attorney General - Democrat,,,1
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,1
Donna Bullock,13,0,0,0,231,37,19,1
Jamar Izzo Izzard,,1,0,0,15,3,5,1
Jimmie Moore,,,2,0,10,5,0,1
Donnell L Jones,,,,0,0,0,0,1
Josh Shapiro,,,,,13,0,0,1
Stephen A Zappala Jr,,,,,,0,0,1
John Morganelli,,,,,,,3,1
Total,300,24,17,0,269,45,27,1
,Representative In The General Assembly 195th District - Democrat,,,,Attorney General - Democrat,,,2
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,2
Donna Bullock,18,0,0,0,172,47,11,2
Jamar Izzo Izzard,,2,0,0,18,5,2,2
Jimmie Moore,,,2,0,10,9,2,2
Donnell L Jones,,,,0,0,0,0,2
Josh Shapiro,,,,,23,0,0,2
Stephen A Zappala Jr,,,,,,3,0,2
John Morganelli,,,,,,,0,2
Total,248,27,23,0,223,64,15,2
,Representative In The General Assembly 195th District - Democrat,,,,Attorney General - Democrat,,,3
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,3
Donna Bullock,14,0,0,0,142,53,15,3
Jamar Izzo Izzard,,2,0,0,11,14,4,3
Jimmie Moore,,,1,0,15,4,0,3
Donnell L Jones,,,,0,0,0,0,3
Josh Shapiro,,,,,17,0,0,3
Stephen A Zappala Jr,,,,,,10,0,3
John Morganelli,,,,,,,2,3
Total,224,31,20,0,185,81,21,3
,Representative In The General Assembly 195th District - Democrat,,,,Attorney General - Democrat,,,4
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,4
Donna Bullock,2,0,0,0,111,19,15,4
Jamar Izzo Izzard,,0,0,0,10,2,1,4
Jimmie Moore,,,0,0,7,2,2,4
Donnell L Jones,,,,0,0,0,0,4
Josh Shapiro,,,,,13,0,0,4
Stephen A Zappala Jr,,,,,,5,0,4
John Morganelli,,,,,,,1,4
Total,147,13,11,0,141,28,19,4
,Attorney General - Democrat,,,Representative In The General Assembly 195th District - Democrat,,,,5
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,5
Josh Shapiro,16,0,0,136,23,10,0,5
Stephen A Zappala Jr,,5,0,35,8,3,0,5
John Morganelli,,,0,7,1,0,0,5
Donna Bullock,,,,5,0,0,0,5
Jamar Izzo Izzard,,,,,1,0,0,5
Jimmie Moore,,,,,,1,0,5
Donnell L Jones,,,,,,,0,5
Total,185,51,8,183,33,14,0,5
,Attorney General - Democrat,,,Representative In The General Assembly 195th District - Democrat,,,,6
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,6
Josh Shapiro,61,0,0,253,25,15,0,6
Stephen A Zappala Jr,,7,0,39,6,6,0,6
John Morganelli,,,6,22,5,1,0,6
Donna Bullock,,,,6,0,0,0,6
Jimmie Moore,,,,,2,0,0,6
Jamar Izzo Izzard,,,,,,2,0,6
Donnell L Jones,,,,,,,0,6
Total,354,58,34,320,38,24,0,6
,Representative In The General Assembly 195th District - Democrat,,,,Attorney General - Democrat,,,7
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,7
Donna Bullock,13,0,0,0,176,33,13,7
Jimmie Moore,,2,0,0,10,5,1,7
Jamar Izzo Izzard,,,0,0,11,1,2,7
Donnell L Jones,,,,0,0,0,0,7
Josh Shapiro,,,,,21,0,0,7
Stephen A Zappala Jr,,,,,,6,0,7
John Morganelli,,,,,,,2,7
Total,235,18,14,0,218,45,18,7
,Representative In The General Assembly 195th District - Democrat,,,,Attorney General - Democrat,,,8
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,8
Donna Bullock,8,0,0,0,123,47,7,8
