col_1,col_2,col_3,col_4,division
,Representative In Congress 1st District - Republican,Attorney General - Republican,,All
,Deborah Williams,John Rafferty,Joe Peters,All
Deborah Williams,89,846,280,All
John Rafferty,,77,0,All
Joe Peters,,,24,All
Total,"1,215",923,304,All
,Representative In Congress 1st District - Republican,Attorney General - Republican,,1
,Deborah Williams,John Rafferty,Joe Peters,1
Deborah Williams,3,55,20,1
John Rafferty,,6,0,1
Joe Peters,,,1,1
Total,78,61,21,1
,Representative In Congress 1st District - Republican,Attorney General - Republican,,2
,Deborah Williams,John Rafferty,Joe Peters,2
Deborah Williams,5,34,12,2
John Rafferty,,4,0,2
Joe Peters,,,3,2
Total,51,38,15,2
,Representative In Congress 1st District - Republican,Attorney General - Republican,,3
,Deborah Williams,John Rafferty,Joe Peters,3
Deborah Williams,3,44,9,3
John Rafferty,,3,0,3
Joe Peters,,,1,3
Total,56,47,10,3
,Representative In Congress 1st District - Republican,Attorney General - Republican,,4
,Deborah Williams,John Rafferty,Joe Peters,4
Deborah Williams,7,30,10,4
John Rafferty,,7,0,4
Joe Peters,,,1,4
Total,47,37,11,4
,Representative In Congress 1st District - Republican,Attorney General - Republican,,5
,Deborah Williams,John Rafferty,Joe Peters,5
Deborah Williams,3,27,9,5
John Rafferty,,4,0,5
Joe Peters,,,0,5
Total,39,31,9,5
,Representative In Congress 1st District - Republican,Attorney General - Republican,,6
,Deborah Williams,John Rafferty,Joe Peters,6
Deborah Williams,0,30,8,6
John Rafferty,,3,0,6
Joe Peters,,,1,6
Total,38,33,9,6
,Representative In Congress 1st District - Republican,Attorney General - Republican,,7
,Deborah Williams,John Rafferty,Joe Peters,7
Deborah Williams,3,18,4,7
John Rafferty,,2,0,7
Joe Peters,,,0,7
Total,25,20,4,7
,Representative In Congress 1st District - Republican,Attorney General - Republican,,8
,Deborah Williams,John Rafferty,Joe Peters,8
Deborah Williams,2,28,9,8
John Rafferty,,4,0,8
Joe Peters,,,1,8
Total,39,32,10,8
,Representative In Congress 1st District - Republican,Attorney General - Republican,,9
,Deborah Williams,John Rafferty,Joe Peters,9
Deborah Williams,4,21,11,9
John Rafferty,,1,0,9
Joe Peters,,,1,9
Total,36,22,12,9
,Representative In Congress 1st District - Republican,Attorney General - Republican,,10
,Deborah Williams,John Rafferty,Joe Peters,10
Deborah Williams,2,26,7,10
John Rafferty,,0,0,10
Joe Peters,,,1,10
Total,35,26,8,10
,Representative In Congress 1st District - Republican,Attorney General - Republican,,11
,Deborah Williams,John Rafferty,Joe Peters,11
Deborah Williams,6,22,8,11
John Rafferty,,6,0,11
Joe Peters,,,0,11
Total,36,28,8,11
,Representative In Congress 1st District - Republican,Attorney General - Republican,,12
,Deborah Williams,John Rafferty,Joe Peters,12
Deborah Williams,5,41,16,12
John Rafferty,,4,0,12
Joe Peters,,,1,12
Total,62,45,17,12
,Representative In Congress 1st District - Republican,Attorney General - Republican,,13
,Deborah Williams,John Rafferty,Joe Peters,13
Deborah Williams,0,8,3,13
John Rafferty,,0,0,13
