col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 174th District - Democrat,United States Senator - Democrat,,,,All
,Ed Neilson,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,All
Ed Neilson,86,283,272,118,62,All
Joe Sestak,,47,0,0,0,All
Katie Mcginty,,,49,0,0,All
John Fetterman,,,,30,0,All
Joseph J Vodvarka,,,,,16,All
Total,821,330,321,148,78,All
,Representative In The General Assembly 174th District - Democrat,United States Senator - Democrat,,,,19
,Ed Neilson,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,19
Ed Neilson,13,47,43,10,11,19
Katie Mcginty,,5,0,0,0,19
Joe Sestak,,,6,0,0,19
John Fetterman,,,,7,0,19
Joseph J Vodvarka,,,,,2,19
Total,124,52,49,17,13,19
,Representative In The General Assembly 174th District - Democrat,United States Senator - Democrat,,,,21
,Ed Neilson,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,21
Ed Neilson,9,63,61,36,13,21
Katie Mcginty,,14,0,0,0,21
Joe Sestak,,,12,0,0,21
John Fetterman,,,,7,0,21
Joseph J Vodvarka,,,,,5,21
Total,182,77,73,43,18,21
,Representative In The General Assembly 174th District - Democrat,United States Senator - Democrat,,,,25
,Ed Neilson,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,25
Ed Neilson,24,30,23,16,5,25
Joe Sestak,,6,0,0,0,25
Katie Mcginty,,,6,0,0,25
John Fetterman,,,,2,0,25
Joseph J Vodvarka,,,,,2,25
Total,98,36,29,18,7,25
,Representative In The General Assembly 174th District - Democrat,United States Senator - Democrat,,,,26
,Ed Neilson,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,26
Ed Neilson,13,57,37,13,9,26
Joe Sestak,,10,0,0,0,26
Katie Mcginty,,,9,0,0,26
John Fetterman,,,,4,0,26
Joseph J Vodvarka,,,,,2,26
Total,129,67,46,17,11,26
,Representative In The General Assembly 174th District - Democrat,United States Senator - Democrat,,,,27
,Ed Neilson,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,27
Ed Neilson,5,34,21,10,2,27
Katie Mcginty,,5,0,0,0,27
Joe Sestak,,,6,0,0,27
John Fetterman,,,,7,0,27
Joseph J Vodvarka,,,,,1,27
Total,72,39,27,17,3,27
,Representative In The General Assembly 174th District - Democrat,United States Senator - Democrat,,,,28
,Ed Neilson,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,28
Ed Neilson,5,47,40,14,11,28
Katie Mcginty,,5,0,0,0,28
Joe Sestak,,,3,0,0,28
John Fetterman,,,,2,0,28
Joseph J Vodvarka,,,,,0,28
Total,117,52,43,16,11,28
,Representative In The General Assembly 174th District - Democrat,United States Senator - Democrat,,,,46
,Ed Neilson,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,46
Ed Neilson,17,31,21,19,11,46
Joe Sestak,,4,0,0,0,46
Katie Mcginty,,,5,0,0,46
John Fetterman,,,,1,0,46
Joseph J Vodvarka,,,,,4,46
Total,99,35,26,20,15,46
