col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,H Douglass Brown,Thaddeus Kirkland,Peter Cutty,Amanda Mcillmurray,Blake Rutherford,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Cathy Brady,Ryan N Boyer,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,All
Hillary Clinton,392,0,0,127,767,115,86,585,57,53,37,428,438,398,412,408,411,383,353,All
Bernie Sanders,,184,0,780,134,592,588,92,544,522,520,95,77,111,76,79,74,83,62,All
Roque Rocky De La Fuente,,,11,7,2,6,6,3,5,4,6,0,1,1,0,0,0,2,1,All
H Douglass Brown,,,,0,172,630,613,138,559,533,531,100,108,136,97,97,100,100,59,All
Thaddeus Kirkland,,,,,2,167,143,557,111,100,92,422,458,419,414,427,434,379,365,All
Peter Cutty,,,,,,1,544,127,502,489,486,96,101,131,95,96,90,101,66,All
Amanda Mcillmurray,,,,,,,1,110,569,542,533,116,115,151,113,105,109,110,79,All
Blake Rutherford,,,,,,,,1,79,71,65,372,402,388,391,395,381,359,341,All
Kat Richter,,,,,,,,,1,527,518,104,85,121,73,89,86,91,67,All
Katherine Hunter Snyder,,,,,,,,,,0,499,88,77,108,72,75,80,91,63,All
Jacob Adeniran,,,,,,,,,,,0,91,71,107,60,73,76,80,62,All
Maria Quinones Sanchez,,,,,,,,,,,,1,395,380,380,364,392,388,358,All
Anne Wakabayashi,,,,,,,,,,,,,0,408,399,401,404,367,343,All
Jennifer Lentz,,,,,,,,,,,,,,0,393,391,385,377,348,All
Cathy Brady,,,,,,,,,,,,,,,0,373,385,367,348,All
Ryan N Boyer,,,,,,,,,,,,,,,,1,373,355,335,All
Leanne Krueger Braneky,,,,,,,,,,,,,,,,,0,356,345,All
Angel Cruz,,,,,,,,,,,,,,,,,,0,347,All
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,All
Total,"1,361","1,090",21,919,910,721,686,686,611,583,568,529,523,516,492,492,491,473,419,All
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Anne Wakabayashi,Blake Rutherford,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Cathy Brady,Angel Cruz,Leanne Krueger Braneky,Ryan N Boyer,Jennifer Lentz,Maria Quinones Sanchez,Ted Kirsch,1
Bernie Sanders,10,0,0,6,36,34,32,9,5,30,32,31,4,6,7,5,6,5,7,1
Hillary Clinton,,5,0,39,6,4,5,27,29,4,2,1,25,22,21,23,21,21,19,1
Roque Rocky De La Fuente,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Thaddeus Kirkland,,,,0,6,6,6,31,33,4,3,2,27,25,26,26,23,24,22,1
H Douglass Brown,,,,,0,35,36,10,5,30,31,30,6,7,7,4,6,6,4,1
Peter Cutty,,,,,,0,33,10,5,28,31,31,5,6,6,5,6,4,5,1
Amanda Mcillmurray,,,,,,,0,9,5,30,31,29,6,7,7,4,5,6,5,1
Anne Wakabayashi,,,,,,,,0,28,7,6,6,28,27,27,27,26,25,24,1
Blake Rutherford,,,,,,,,,0,3,2,2,24,25,23,24,21,22,22,1
Kat Richter,,,,,,,,,,0,30,27,4,4,4,1,4,5,3,1
Katherine Hunter Snyder,,,,,,,,,,,0,30,3,3,4,2,4,4,5,1
Jacob Adeniran,,,,,,,,,,,,0,1,4,5,3,3,4,5,1
Cathy Brady,,,,,,,,,,,,,0,25,23,23,22,23,22,1
Angel Cruz,,,,,,,,,,,,,,0,23,23,20,24,25,1
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,24,20,22,23,1
Ryan N Boyer,,,,,,,,,,,,,,,,0,23,22,24,1
Jennifer Lentz,,,,,,,,,,,,,,,,,0,19,20,1
Maria Quinones Sanchez,,,,,,,,,,,,,,,,,,0,23,1
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,1
Total,54,48,1,46,42,38,37,37,35,34,34,32,30,29,29,29,28,27,27,1
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Cathy Brady,Anne Wakabayashi,Jennifer Lentz,Peter Cutty,Ryan N Boyer,Amanda Mcillmurray,Angel Cruz,Maria Quinones Sanchez,Leanne Krueger Braneky,Katherine Hunter Snyder,Ted Kirsch,Kat Richter,Jacob Adeniran,2
Hillary Clinton,10,0,0,45,7,34,23,21,20,8,21,5,19,19,18,4,17,2,2,2
Bernie Sanders,,2,0,3,30,2,4,5,5,17,4,18,2,2,2,13,0,14,12,2
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Thaddeus Kirkland,,,,0,8,33,26,23,23,11,23,8,20,19,20,4,16,3,2,2
H Douglass Brown,,,,,0,8,7,7,8,22,6,22,3,2,3,15,0,16,13,2
Blake Rutherford,,,,,,0,24,21,21,9,21,7,19,18,18,4,15,2,2,2
Cathy Brady,,,,,,,0,22,23,10,21,8,19,20,20,5,16,3,3,2
Anne Wakabayashi,,,,,,,,0,23,9,22,7,19,18,19,3,16,4,3,2
Jennifer Lentz,,,,,,,,,0,9,20,8,19,19,20,3,16,5,3,2
Peter Cutty,,,,,,,,,,0,8,20,5,3,4,15,1,15,14,2
Ryan N Boyer,,,,,,,,,,,0,7,18,16,18,4,15,3,2,2
Amanda Mcillmurray,,,,,,,,,,,,0,3,2,3,16,0,16,13,2
Angel Cruz,,,,,,,,,,,,,0,18,16,2,15,2,2,2
Maria Quinones Sanchez,,,,,,,,,,,,,,0,17,1,17,1,1,2
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,0,16,1,0,2
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,0,13,13,2
Ted Kirsch,,,,,,,,,,,,,,,,,0,0,0,2
Kat Richter,,,,,,,,,,,,,,,,,,0,13,2
Jacob Adeniran,,,,,,,,,,,,,,,,,,,0,2
Total,61,32,0,48,37,36,27,26,25,25,25,23,21,21,20,17,17,16,14,2
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,3
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,H Douglass Brown,Amanda Mcillmurray,Peter Cutty,Thaddeus Kirkland,Kat Richter,Blake Rutherford,Anne Wakabayashi,Jacob Adeniran,Katherine Hunter Snyder,Cathy Brady,Jennifer Lentz,Ted Kirsch,Angel Cruz,Leanne Krueger Braneky,Maria Quinones Sanchez,Ryan N Boyer,3
Bernie Sanders,9,0,0,59,53,50,10,50,7,10,45,43,8,7,7,6,4,6,4,3
Hillary Clinton,,12,0,5,7,8,49,3,46,39,3,4,38,37,35,32,35,33,34,3
Roque Rocky De La Fuente,,,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,3
H Douglass Brown,,,,0,53,51,9,50,5,11,46,45,7,7,5,5,5,4,3,3
Amanda Mcillmurray,,,,,0,54,13,52,8,14,49,47,12,12,11,8,7,7,6,3
Peter Cutty,,,,,,0,13,47,7,12,47,43,11,12,10,7,6,5,5,3
Thaddeus Kirkland,,,,,,,0,7,46,43,6,7,42,41,37,35,36,38,35,3
Kat Richter,,,,,,,,0,4,9,46,44,6,7,8,5,3,5,4,3
Blake Rutherford,,,,,,,,,0,39,3,4,40,38,36,34,36,35,34,3
Anne Wakabayashi,,,,,,,,,,0,9,11,41,42,36,35,37,34,34,3
Jacob Adeniran,,,,,,,,,,,0,42,7,8,6,4,3,2,3,3
Katherine Hunter Snyder,,,,,,,,,,,,0,6,7,6,6,4,4,5,3
Cathy Brady,,,,,,,,,,,,,0,39,36,33,37,36,32,3
Jennifer Lentz,,,,,,,,,,,,,,0,38,36,37,34,35,3
Ted Kirsch,,,,,,,,,,,,,,,0,37,32,34,33,3
Angel Cruz,,,,,,,,,,,,,,,,0,31,32,31,3
Leanne Krueger Braneky,,,,,,,,,,,,,,,,,0,33,30,3
Maria Quinones Sanchez,,,,,,,,,,,,,,,,,,0,31,3
Ryan N Boyer,,,,,,,,,,,,,,,,,,,0,3
Total,77,69,1,65,61,59,59,54,53,50,49,48,46,45,43,39,39,39,38,3
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,4
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,H Douglass Brown,Amanda Mcillmurray,Peter Cutty,Jacob Adeniran,Kat Richter,Katherine Hunter Snyder,Thaddeus Kirkland,Blake Rutherford,Jennifer Lentz,Maria Quinones Sanchez,Anne Wakabayashi,Leanne Krueger Braneky,Cathy Brady,Angel Cruz,Ryan N Boyer,Ted Kirsch,4
Bernie Sanders,12,0,0,53,45,47,42,42,42,6,4,7,7,4,8,3,4,3,3,4
Hillary Clinton,,14,0,3,5,1,2,3,3,27,25,21,20,20,16,19,18,18,18,4
Roque Rocky De La Fuente,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
H Douglass Brown,,,,0,45,46,43,44,43,5,3,7,7,3,6,2,5,3,2,4
Amanda Mcillmurray,,,,,0,43,43,45,44,8,6,9,11,6,9,6,8,5,6,4
Peter Cutty,,,,,,0,43,41,42,5,4,6,7,3,7,3,4,3,2,4
Jacob Adeniran,,,,,,,0,41,41,5,4,7,8,4,6,4,5,4,3,4
Kat Richter,,,,,,,,0,42,6,4,7,8,3,6,2,5,3,3,4
Katherine Hunter Snyder,,,,,,,,,0,5,4,6,8,4,7,3,4,4,4,4
Thaddeus Kirkland,,,,,,,,,,0,24,21,21,21,20,18,18,17,18,4
Blake Rutherford,,,,,,,,,,,0,20,21,20,18,18,18,17,17,4
Jennifer Lentz,,,,,,,,,,,,0,21,21,20,19,20,18,17,4
Maria Quinones Sanchez,,,,,,,,,,,,,0,20,21,19,21,16,19,4
Anne Wakabayashi,,,,,,,,,,,,,,0,19,20,17,19,18,4
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,18,17,16,17,4
Cathy Brady,,,,,,,,,,,,,,,,0,17,18,19,4
Angel Cruz,,,,,,,,,,,,,,,,,0,15,16,4
Ryan N Boyer,,,,,,,,,,,,,,,,,,0,16,4
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,4
Total,70,49,1,56,51,50,45,45,45,33,29,28,27,24,24,23,22,21,21,4
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,5
