col_1,col_2,division
,Representative In Congress 13th District - Democrat,All
,Brendan F Boyle,All
Brendan F Boyle,"5,558",All
Total,"5,558",All
,Representative In Congress 13th District - Democrat,1
,Brendan F Boyle,1
Brendan F Boyle,95,1
Total,95,1
,Representative In Congress 13th District - Democrat,2
,Brendan F Boyle,2
Brendan F Boyle,77,2
Total,77,2
,Representative In Congress 13th District - Democrat,3
,Brendan F Boyle,3
Brendan F Boyle,191,3
Total,191,3
,Representative In Congress 13th District - Democrat,4
,Brendan F Boyle,4
Brendan F Boyle,138,4
Total,138,4
,Representative In Congress 13th District - Democrat,5
,Brendan F Boyle,5
Brendan F Boyle,132,5
Total,132,5
,Representative In Congress 13th District - Democrat,6
,Brendan F Boyle,6
Brendan F Boyle,109,6
Total,109,6
,Representative In Congress 13th District - Democrat,7
,Brendan F Boyle,7
Brendan F Boyle,117,7
Total,117,7
,Representative In Congress 13th District - Democrat,8
,Brendan F Boyle,8
Brendan F Boyle,155,8
Total,155,8
,Representative In Congress 13th District - Democrat,9
,Brendan F Boyle,9
Brendan F Boyle,135,9
Total,135,9
,Representative In Congress 13th District - Democrat,10
,Brendan F Boyle,10
Brendan F Boyle,140,10
Total,140,10
,Representative In Congress 13th District - Democrat,11
,Brendan F Boyle,11
Brendan F Boyle,98,11
Total,98,11
,Representative In Congress 13th District - Democrat,12
,Brendan F Boyle,12
Brendan F Boyle,112,12
Total,112,12
,Representative In Congress 13th District - Democrat,13
,Brendan F Boyle,13
Brendan F Boyle,133,13
Total,133,13
,Representative In Congress 13th District - Democrat,14
,Brendan F Boyle,14
Brendan F Boyle,88,14
Total,88,14
,Representative In Congress 13th District - Democrat,15
,Brendan F Boyle,15
Brendan F Boyle,86,15
Total,86,15
,Representative In Congress 13th District - Democrat,16
,Brendan F Boyle,16
Brendan F Boyle,131,16
Total,131,16
,Representative In Congress 13th District - Democrat,17
,Brendan F Boyle,17
Brendan F Boyle,143,17
Total,143,17
,Representative In Congress 13th District - Democrat,18
,Brendan F Boyle,18
Brendan F Boyle,137,18
Total,137,18
,Representative In Congress 13th District - Democrat,19
,Brendan F Boyle,19
Brendan F Boyle,167,19
Total,167,19
,Representative In Congress 13th District - Democrat,20
,Brendan F Boyle,20
Brendan F Boyle,137,20
Total,137,20
,Representative In Congress 13th District - Democrat,21
,Brendan F Boyle,21
Brendan F Boyle,128,21
Total,128,21
,Representative In Congress 13th District - Democrat,22
,Brendan F Boyle,22
Brendan F Boyle,104,22
Total,104,22
,Representative In Congress 13th District - Democrat,23
,Brendan F Boyle,23
Brendan F Boyle,139,23
Total,139,23
,Representative In Congress 13th District - Democrat,24
,Brendan F Boyle,24
Brendan F Boyle,184,24
Total,184,24
,Representative In Congress 13th District - Democrat,25
,Brendan F Boyle,25
Brendan F Boyle,136,25
Total,136,25
,Representative In Congress 13th District - Democrat,26
,Brendan F Boyle,26
Brendan F Boyle,159,26
Total,159,26
,Representative In Congress 13th District - Democrat,27
,Brendan F Boyle,27
Brendan F Boyle,129,27
Total,129,27
,Representative In Congress 13th District - Democrat,28
,Brendan F Boyle,28
Brendan F Boyle,123,28
Total,123,28
,Representative In Congress 13th District - Democrat,29
,Brendan F Boyle,29
Brendan F Boyle,181,29
Total,181,29
,Representative In Congress 13th District - Democrat,30
,Brendan F Boyle,30
Brendan F Boyle,112,30
Total,112,30
,Representative In Congress 13th District - Democrat,31
,Brendan F Boyle,31
Brendan F Boyle,139,31
Total,139,31
,Representative In Congress 13th District - Democrat,32
,Brendan F Boyle,32
Brendan F Boyle,70,32
Total,70,32
,Representative In Congress 13th District - Democrat,33
,Brendan F Boyle,33
Brendan F Boyle,72,33
Total,72,33
,Representative In Congress 13th District - Democrat,34
,Brendan F Boyle,34
Brendan F Boyle,158,34
Total,158,34
,Representative In Congress 13th District - Democrat,35
,Brendan F Boyle,35
Brendan F Boyle,188,35
Total,188,35
,Representative In Congress 13th District - Democrat,36
,Brendan F Boyle,36
Brendan F Boyle,61,36
Total,61,36
,Representative In Congress 13th District - Democrat,37
,Brendan F Boyle,37
Brendan F Boyle,146,37
Total,146,37
,Representative In Congress 13th District - Democrat,38
,Brendan F Boyle,38
Brendan F Boyle,48,38
Total,48,38
,Representative In Congress 13th District - Democrat,39
,Brendan F Boyle,39
Brendan F Boyle,112,39
Total,112,39
,Representative In Congress 13th District - Democrat,40
,Brendan F Boyle,40
Brendan F Boyle,103,40
Total,103,40
,Representative In Congress 13th District - Democrat,41
,Brendan F Boyle,41
Brendan F Boyle,187,41
Total,187,41
,Representative In Congress 13th District - Democrat,42
,Brendan F Boyle,42
Brendan F Boyle,101,42
Total,101,42
,Representative In Congress 13th District - Democrat,43
,Brendan F Boyle,43
Brendan F Boyle,119,43
Total,119,43
,Representative In Congress 13th District - Democrat,44
,Brendan F Boyle,44
Brendan F Boyle,138,44
Total,138,44
