col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Joe Torsella,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Peter Cutty,Amanda Mcillmurray,Anne Wakabayashi,Maria Quinones Sanchez,Katherine Hunter Snyder,Angel Cruz,Leanne Krueger Braneky,Jennifer Lentz,Ryan N Boyer,Kat Richter,Cathy Brady,Jacob Adeniran,Ted Kirsch,All
Joe Torsella,54,587,516,423,417,393,327,315,334,305,300,305,302,323,295,313,266,All
Thaddeus Kirkland,,36,154,445,152,113,353,330,79,315,324,311,319,72,302,71,290,All
H Douglass Brown,,,21,122,414,387,93,75,340,78,81,90,84,340,87,323,45,All
Blake Rutherford,,,,9,118,80,317,295,52,284,295,292,312,53,292,45,262,All
Peter Cutty,,,,,6,342,84,68,313,74,78,80,79,316,58,310,38,All
Amanda Mcillmurray,,,,,,3,96,83,347,88,86,94,86,346,86,331,55,All
Anne Wakabayashi,,,,,,,4,314,67,297,313,308,317,63,296,57,276,All
Maria Quinones Sanchez,,,,,,,,1,76,317,305,276,275,60,276,64,276,All
Katherine Hunter Snyder,,,,,,,,,3,66,63,57,58,317,65,314,40,All
Angel Cruz,,,,,,,,,,1,295,292,285,63,284,61,281,All
Leanne Krueger Braneky,,,,,,,,,,,0,291,292,64,294,61,271,All
Jennifer Lentz,,,,,,,,,,,,2,293,61,283,56,264,All
Ryan N Boyer,,,,,,,,,,,,,1,60,298,54,267,All
Kat Richter,,,,,,,,,,,,,,0,44,319,36,All
Cathy Brady,,,,,,,,,,,,,,,3,36,264,All
Jacob Adeniran,,,,,,,,,,,,,,,,0,32,All
Ted Kirsch,,,,,,,,,,,,,,,,,1,All
Total,"1,127",735,592,526,475,446,404,390,379,372,372,370,369,367,363,352,320,All
,State Treasurer - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Joe Torsella,H Douglass Brown,Peter Cutty,Thaddeus Kirkland,Amanda Mcillmurray,Kat Richter,Jacob Adeniran,Katherine Hunter Snyder,Blake Rutherford,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Angel Cruz,Ryan N Boyer,Leanne Krueger Braneky,Cathy Brady,Ted Kirsch,1
Joe Torsella,5,81,64,50,56,51,49,46,42,30,30,31,30,31,28,25,20,1
H Douglass Brown,,5,70,18,57,57,54,50,18,12,13,14,14,14,16,10,4,1
Peter Cutty,,,1,18,52,52,49,49,17,11,12,13,14,12,14,7,4,1
Thaddeus Kirkland,,,,5,14,10,9,7,41,28,32,30,28,30,32,27,24,1
Amanda Mcillmurray,,,,,0,55,50,47,13,8,13,13,12,12,12,8,5,1
Kat Richter,,,,,,0,53,51,10,10,8,9,12,8,11,5,4,1
Jacob Adeniran,,,,,,,0,48,9,9,7,8,9,8,8,5,3,1
Katherine Hunter Snyder,,,,,,,,0,8,9,7,7,7,6,7,3,1,1
Blake Rutherford,,,,,,,,,0,28,32,33,27,32,32,28,22,1
Maria Quinones Sanchez,,,,,,,,,,1,26,26,29,25,25,22,22,1
Anne Wakabayashi,,,,,,,,,,,1,34,25,33,29,27,21,1
Jennifer Lentz,,,,,,,,,,,,0,26,33,29,30,21,1
Angel Cruz,,,,,,,,,,,,,0,27,28,23,25,1
Ryan N Boyer,,,,,,,,,,,,,,0,30,30,21,1
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,29,23,1
Cathy Brady,,,,,,,,,,,,,,,,0,20,1
Ted Kirsch,,,,,,,,,,,,,,,,,0,1
