col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,United States Senator - Democrat,,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Katie Mcginty,Joseph J Vodvarka,John Fetterman,Joe Sestak,Thaddeus Kirkland,Blake Rutherford,Angel Cruz,Maria Quinones Sanchez,H Douglass Brown,Anne Wakabayashi,Peter Cutty,Ryan N Boyer,Jennifer Lentz,Cathy Brady,Leanne Krueger Braneky,Ted Kirsch,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,All
Katie Mcginty,418,0,0,0,214,196,173,154,68,133,64,130,131,124,124,122,56,52,44,50,All
Joseph J Vodvarka,,60,0,0,176,81,33,29,81,33,64,29,23,23,22,18,27,23,24,21,All
John Fetterman,,,57,0,109,76,34,38,118,34,86,35,30,33,39,28,55,43,47,41,All
Joe Sestak,,,,43,80,57,61,65,65,51,43,51,51,46,42,35,44,33,33,34,All
Thaddeus Kirkland,,,,,36,411,239,254,120,262,122,248,238,230,235,210,56,47,37,41,All
Blake Rutherford,,,,,,8,227,222,114,233,109,241,232,224,218,200,48,42,31,34,All
Angel Cruz,,,,,,,27,258,50,220,49,226,227,216,210,213,43,41,32,35,All
Maria Quinones Sanchez,,,,,,,,38,56,225,56,216,216,218,219,203,49,44,38,38,All
H Douglass Brown,,,,,,,,,16,51,234,57,51,46,45,26,171,141,142,131,All
Anne Wakabayashi,,,,,,,,,,3,45,238,227,213,231,196,44,35,27,26,All
Peter Cutty,,,,,,,,,,,3,56,54,43,40,28,158,138,138,129,All
Ryan N Boyer,,,,,,,,,,,,2,227,225,214,196,51,44,32,34,All
Jennifer Lentz,,,,,,,,,,,,,1,217,209,203,49,37,29,32,All
Cathy Brady,,,,,,,,,,,,,,1,208,195,38,35,20,22,All
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,199,33,32,26,23,All
Ted Kirsch,,,,,,,,,,,,,,,,1,23,26,20,18,All
Amanda Mcillmurray,,,,,,,,,,,,,,,,,0,143,142,138,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,,3,131,130,All
Kat Richter,,,,,,,,,,,,,,,,,,,1,128,All
Jacob Adeniran,,,,,,,,,,,,,,,,,,,,0,All
Total,788,316,289,205,709,505,385,385,379,298,287,287,275,266,264,240,197,168,162,157,All
,United States Senator - Democrat,,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,Angel Cruz,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Maria Quinones Sanchez,Peter Cutty,Ryan N Boyer,Amanda Mcillmurray,Anne Wakabayashi,Jennifer Lentz,Leanne Krueger Braneky,Ted Kirsch,Cathy Brady,Katherine Hunter Snyder,Jacob Adeniran,Kat Richter,1
Katie Mcginty,26,0,0,0,36,6,2,3,4,2,3,3,2,2,3,4,2,2,1,1,1
Joseph J Vodvarka,,3,0,0,1,7,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1
Joe Sestak,,,2,0,1,5,2,3,3,3,4,2,2,3,2,1,2,1,1,0,1
John Fetterman,,,,2,0,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1
Angel Cruz,,,,,11,4,2,3,5,1,3,2,2,2,4,5,3,1,0,0,1
Thaddeus Kirkland,,,,,,2,4,8,6,5,4,2,3,3,5,4,3,1,0,0,1
H Douglass Brown,,,,,,,3,5,4,5,2,4,1,3,2,2,1,2,1,0,1
Blake Rutherford,,,,,,,,0,5,4,4,3,2,4,4,3,3,2,1,0,1
Maria Quinones Sanchez,,,,,,,,,1,3,5,4,2,4,5,5,4,2,1,0,1
Peter Cutty,,,,,,,,,,0,3,3,1,2,2,1,2,2,2,1,1
Ryan N Boyer,,,,,,,,,,,0,2,3,4,4,3,4,1,1,0,1
Amanda Mcillmurray,,,,,,,,,,,,0,1,3,2,2,1,3,2,1,1
Anne Wakabayashi,,,,,,,,,,,,,0,3,2,1,1,0,0,0,1
Jennifer Lentz,,,,,,,,,,,,,,0,3,2,2,2,1,0,1
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,4,3,1,0,0,1
Ted Kirsch,,,,,,,,,,,,,,,,0,3,1,0,0,1
Cathy Brady,,,,,,,,,,,,,,,,,0,1,1,0,1
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,,0,2,1,1
Jacob Adeniran,,,,,,,,,,,,,,,,,,,0,1,1
Kat Richter,,,,,,,,,,,,,,,,,,,,0,1
Total,68,12,10,8,50,26,12,10,9,9,7,5,5,5,5,5,4,3,2,1,1
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,2
,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Maria Quinones Sanchez,Angel Cruz,Anne Wakabayashi,Peter Cutty,Leanne Krueger Braneky,Jennifer Lentz,Cathy Brady,Ryan N Boyer,Ted Kirsch,Amanda Mcillmurray,Kat Richter,Jacob Adeniran,Katherine Hunter Snyder,Katie Mcginty,Joseph J Vodvarka,John Fetterman,Joe Sestak,2
Thaddeus Kirkland,2,6,20,16,13,14,8,13,13,11,12,9,2,2,3,3,14,8,7,2,2
H Douglass Brown,,5,5,4,3,3,12,3,3,0,2,0,7,6,6,6,6,5,9,2,2
Blake Rutherford,,,1,12,11,12,6,11,11,11,12,9,1,1,2,2,13,5,3,1,2
Maria Quinones Sanchez,,,,3,18,15,5,15,14,11,11,9,3,3,3,3,11,4,1,2,2
Angel Cruz,,,,,1,12,3,12,13,10,10,9,2,2,2,2,8,2,1,2,2
Anne Wakabayashi,,,,,,2,2,14,10,10,11,9,1,1,1,1,8,4,1,1,2
Peter Cutty,,,,,,,0,2,4,1,3,1,8,8,7,7,6,4,5,1,2
Leanne Krueger Braneky,,,,,,,,0,11,10,10,9,1,1,1,1,8,3,1,1,2
Jennifer Lentz,,,,,,,,,0,10,11,8,2,2,3,3,9,0,1,2,2
Cathy Brady,,,,,,,,,,1,10,9,0,0,1,1,6,1,1,1,2
Ryan N Boyer,,,,,,,,,,,0,8,1,1,2,2,8,0,1,1,2
Ted Kirsch,,,,,,,,,,,,0,1,1,0,0,5,1,2,1,2
Amanda Mcillmurray,,,,,,,,,,,,,0,8,6,6,4,1,3,1,2
