col_1,col_2,col_3,col_4,col_5,col_6,division
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,All
,Joe Torsella,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,All
Joe Torsella,499,"2,647","2,530","1,000",565,All
Brian Sims,,534,0,0,0,All
Ben Waxman,,,466,0,0,All
Marni Snyder,,,,128,0,All
Lou Lanni,,,,,45,All
Total,"7,241","3,181","2,996","1,128",610,All
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,1
,Joe Torsella,Ben Waxman,Brian Sims,Marni Snyder,Lou Lanni,1
Joe Torsella,8,111,92,36,9,1
Ben Waxman,,20,0,0,0,1
Brian Sims,,,12,0,0,1
Marni Snyder,,,,4,0,1
Lou Lanni,,,,,0,1
Total,256,131,104,40,9,1
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,2
,Joe Torsella,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,2
Joe Torsella,19,92,86,27,10,2
Brian Sims,,23,0,0,0,2
Ben Waxman,,,20,0,0,2
Marni Snyder,,,,4,0,2
Lou Lanni,,,,,1,2
Total,234,115,106,31,11,2
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,3
,Joe Torsella,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,3
Joe Torsella,22,108,105,56,12,3
Brian Sims,,21,0,0,0,3
Ben Waxman,,,12,0,0,3
Marni Snyder,,,,5,0,3
Lou Lanni,,,,,1,3
Total,303,129,117,61,13,3
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,4
,Joe Torsella,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,4
Joe Torsella,19,89,66,66,13,4
Brian Sims,,22,0,0,0,4
Ben Waxman,,,26,0,0,4
Marni Snyder,,,,9,0,4
Lou Lanni,,,,,1,4
Total,253,111,92,75,14,4
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,5
,Joe Torsella,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,5
Joe Torsella,23,92,66,54,33,5
Brian Sims,,15,0,0,0,5
Ben Waxman,,,11,0,0,5
Marni Snyder,,,,2,0,5
Lou Lanni,,,,,3,5
Total,268,107,77,56,36,5
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,6
,Joe Torsella,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,6
Joe Torsella,12,92,78,35,18,6
Brian Sims,,22,0,0,0,6
Ben Waxman,,,11,0,0,6
Marni Snyder,,,,7,0,6
Lou Lanni,,,,,0,6
Total,235,114,89,42,18,6
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,7
,Joe Torsella,Ben Waxman,Brian Sims,Lou Lanni,Marni Snyder,7
Joe Torsella,13,109,95,22,16,7
Ben Waxman,,20,0,0,0,7
Brian Sims,,,31,0,0,7
Lou Lanni,,,,2,0,7
Marni Snyder,,,,,1,7
Total,255,129,126,24,17,7
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,8
,Joe Torsella,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,8
Joe Torsella,14,99,91,37,14,8
Brian Sims,,11,0,0,0,8
Ben Waxman,,,17,0,0,8
Marni Snyder,,,,7,0,8
Lou Lanni,,,,,2,8
Total,255,110,108,44,16,8
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,9
,Joe Torsella,Ben Waxman,Brian Sims,Marni Snyder,Lou Lanni,9
Joe Torsella,12,139,85,33,13,9
Ben Waxman,,27,0,0,0,9
Brian Sims,,,21,0,0,9
Marni Snyder,,,,8,0,9
Lou Lanni,,,,,3,9
Total,282,166,106,41,16,9
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,10
,Joe Torsella,Ben Waxman,Brian Sims,Marni Snyder,Lou Lanni,10
Joe Torsella,15,127,108,41,23,10
Ben Waxman,,23,0,0,0,10
Brian Sims,,,19,0,0,10
Marni Snyder,,,,5,0,10
Lou Lanni,,,,,3,10
Total,314,150,127,46,26,10
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,11
,Joe Torsella,Ben Waxman,Brian Sims,Marni Snyder,Lou Lanni,11
Joe Torsella,16,55,51,21,13,11
Ben Waxman,,10,0,0,0,11
Brian Sims,,,12,0,0,11
Marni Snyder,,,,5,0,11
Lou Lanni,,,,,0,11
Total,156,65,63,26,13,11
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,12
,Joe Torsella,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,12
Joe Torsella,20,85,82,60,12,12
Brian Sims,,10,0,0,0,12
Ben Waxman,,,9,0,0,12
Marni Snyder,,,,4,0,12
Lou Lanni,,,,,2,12
Total,259,95,91,64,14,12
,State Treasurer - Democrat,Representative In The General Assembly 182nd District - Democrat,,,,13
,Joe Torsella,Ben Waxman,Brian Sims,Marni Snyder,Lou Lanni,13
Joe Torsella,7,114,27,17,5,13
Ben Waxman,,16,0,0,0,13
Brian Sims,,,5,0,0,13
Marni Snyder,,,,0,0,13
Lou Lanni,,,,,0,13
Total,170,130,32,17,5,13
