col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Representative In The General Assembly 185th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria P Donatucci,Cindy Bass,Yasmeen Kaboud,Malcolm Kenyatta,Lou Agre,Katherine J Gilmore,Ariana Flores Gordon,Jerry T Jordan,Sherrie Cohen,Gwen Snyder,Carol Rose Fleischman,Ken Washington,Tonya Diane Bah,Waleed Shahid,Hamdi Soysal,Margaret Lenzi,William Leopold,Mary Jo Daley,Nicole Allen White,Vincent Hughes,Mark Aronchick,Blondell Reynolds Brown,Joe Foster,Heather A Steinmiller,Michelle W Singer,All
Maria P Donatucci,45,263,250,218,212,191,185,168,177,167,160,148,156,154,151,153,150,130,137,139,128,128,128,121,122,All
Cindy Bass,,14,75,199,71,189,50,177,49,40,34,154,32,32,32,26,32,143,143,132,133,122,126,127,125,All
Yasmeen Kaboud,,,9,82,201,68,178,60,175,170,171,44,160,158,165,163,159,32,36,36,34,32,33,27,28,All
Malcolm Kenyatta,,,,8,66,188,51,175,48,42,40,147,34,38,37,30,33,131,130,134,132,124,124,123,122,All
Lou Agre,,,,,0,54,174,58,170,164,165,41,159,156,160,151,157,28,29,27,31,26,30,22,22,All
Katherine J Gilmore,,,,,,4,33,167,39,28,23,136,21,18,24,16,23,129,126,129,125,121,124,124,123,All
Ariana Flores Gordon,,,,,,,0,36,170,170,173,43,158,152,159,155,157,32,32,32,35,30,31,22,26,All
Jerry T Jordan,,,,,,,,3,39,31,24,129,21,20,23,18,22,122,112,119,122,112,116,113,111,All
Sherrie Cohen,,,,,,,,,0,163,164,42,160,151,162,154,159,33,33,35,36,31,33,25,24,All
Gwen Snyder,,,,,,,,,,1,155,33,148,147,150,148,149,23,27,28,25,25,27,22,24,All
Carol Rose Fleischman,,,,,,,,,,,0,31,154,150,159,150,154,23,21,21,27,20,23,17,18,All
Ken Washington,,,,,,,,,,,,0,30,32,30,25,30,133,136,129,128,116,123,124,121,All
Tonya Diane Bah,,,,,,,,,,,,,2,151,146,150,158,15,24,27,18,21,25,17,15,All
Waleed Shahid,,,,,,,,,,,,,,0,143,147,150,18,30,29,23,23,30,19,22,All
Hamdi Soysal,,,,,,,,,,,,,,,0,144,147,21,20,18,22,17,18,13,14,All
Margaret Lenzi,,,,,,,,,,,,,,,,0,148,12,26,25,18,20,23,14,14,All
William Leopold,,,,,,,,,,,,,,,,,0,17,26,24,20,18,28,17,18,All
Mary Jo Daley,,,,,,,,,,,,,,,,,,1,122,115,130,104,109,117,113,All
Nicole Allen White,,,,,,,,,,,,,,,,,,,0,130,117,118,128,115,117,All
Vincent Hughes,,,,,,,,,,,,,,,,,,,,0,119,135,132,117,119,All
Mark Aronchick,,,,,,,,,,,,,,,,,,,,,0,102,115,113,114,All
