col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,All
,Thaddeus Kirkland,Anne Wakabayashi,Jennifer Lentz,H Douglass Brown,Blake Rutherford,Maria Quinones Sanchez,Peter Cutty,Cathy Brady,Ryan N Boyer,Leanne Krueger Braneky,Angel Cruz,Amanda Mcillmurray,Ted Kirsch,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,Sean Sullivan,Michael H Obrien,All
Thaddeus Kirkland,11,817,794,167,826,756,174,739,762,748,732,166,708,138,134,111,460,457,All
Anne Wakabayashi,,0,815,158,773,789,163,758,762,774,733,186,718,158,158,127,414,436,All
Jennifer Lentz,,,0,179,754,762,182,754,746,750,757,197,719,174,171,148,410,431,All
H Douglass Brown,,,,14,128,140,764,107,119,106,114,721,94,690,685,650,480,334,All
Blake Rutherford,,,,,4,713,136,719,749,714,698,117,693,105,93,74,397,419,All
Maria Quinones Sanchez,,,,,,5,142,732,701,734,738,159,711,154,146,133,372,432,All
Peter Cutty,,,,,,,2,101,119,107,126,703,104,665,659,639,446,304,All
Cathy Brady,,,,,,,,1,710,725,711,123,698,119,96,79,365,397,All
Ryan N Boyer,,,,,,,,,0,703,705,122,698,114,106,91,356,399,All
Leanne Krueger Braneky,,,,,,,,,,0,709,120,689,108,105,78,362,391,All
Angel Cruz,,,,,,,,,,,0,134,709,124,116,102,360,394,All
Amanda Mcillmurray,,,,,,,,,,,,1,106,703,705,658,427,304,All
Ted Kirsch,,,,,,,,,,,,,0,112,99,88,332,390,All
Katherine Hunter Snyder,,,,,,,,,,,,,,0,693,657,404,287,All
Kat Richter,,,,,,,,,,,,,,,0,652,401,281,All
Jacob Adeniran,,,,,,,,,,,,,,,,0,357,270,All
Sean Sullivan,,,,,,,,,,,,,,,,,55,0,All
Michael H Obrien,,,,,,,,,,,,,,,,,,94,All
Total,"1,017",934,921,916,901,885,840,833,832,830,828,812,797,770,757,699,981,880,All
,Representative In The General Assembly 175th District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Michael H Obrien,Sean Sullivan,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Jennifer Lentz,Peter Cutty,Amanda Mcillmurray,Anne Wakabayashi,Ryan N Boyer,Maria Quinones Sanchez,Cathy Brady,Leanne Krueger Braneky,Angel Cruz,Kat Richter,Ted Kirsch,Katherine Hunter Snyder,Jacob Adeniran,1
Michael H Obrien,16,0,48,36,44,45,36,34,42,43,43,42,43,41,31,39,29,28,1
Sean Sullivan,,12,45,50,42,40,43,44,36,36,36,34,33,34,42,34,39,36,1
Thaddeus Kirkland,,,0,20,85,82,22,22,77,76,74,72,75,75,16,69,12,11,1
H Douglass Brown,,,,1,18,19,76,73,14,18,14,14,11,10,69,12,69,66,1
Blake Rutherford,,,,,0,77,20,19,74,73,68,67,72,68,17,64,12,9,1
Jennifer Lentz,,,,,,0,19,22,76,76,74,75,75,75,19,72,14,13,1
Peter Cutty,,,,,,,0,70,17,19,16,14,14,14,65,13,64,61,1
Amanda Mcillmurray,,,,,,,,0,17,20,19,17,12,12,73,15,70,66,1
Anne Wakabayashi,,,,,,,,,0,72,70,70,75,68,13,66,9,6,1
Ryan N Boyer,,,,,,,,,,0,66,69,70,71,18,67,14,12,1
Maria Quinones Sanchez,,,,,,,,,,,0,70,73,71,13,72,13,12,1
Cathy Brady,,,,,,,,,,,,0,70,68,10,64,11,8,1
Leanne Krueger Braneky,,,,,,,,,,,,,0,72,11,68,8,6,1
Angel Cruz,,,,,,,,,,,,,,0,10,71,8,9,1
Kat Richter,,,,,,,,,,,,,,,0,12,68,64,1
Ted Kirsch,,,,,,,,,,,,,,,,0,12,11,1
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,0,67,1
Jacob Adeniran,,,,,,,,,,,,,,,,,,0,1
Total,103,102,101,95,93,92,89,85,85,85,84,83,83,81,80,78,75,71,1
,Representative In The General Assembly 175th District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,15
,Sean Sullivan,Michael H Obrien,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Anne Wakabayashi,Maria Quinones Sanchez,Jennifer Lentz,Peter Cutty,Cathy Brady,Leanne Krueger Braneky,Ryan N Boyer,Angel Cruz,Ted Kirsch,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,15
Sean Sullivan,14,0,67,58,76,56,55,53,70,49,51,47,51,40,63,59,57,50,15
Michael H Obrien,,20,73,69,42,63,62,65,36,64,58,58,54,64,35,35,29,26,15
Thaddeus Kirkland,,,2,118,24,110,99,100,26,99,100,101,96,98,20,18,15,11,15
Blake Rutherford,,,,1,21,104,97,101,25,99,96,99,93,95,19,18,12,11,15
H Douglass Brown,,,,,4,24,24,29,111,20,18,18,19,17,101,95,92,84,15
Anne Wakabayashi,,,,,,0,108,108,24,107,108,100,96,101,27,25,22,19,15
Maria Quinones Sanchez,,,,,,,2,102,22,107,105,95,99,98,23,27,21,20,15
Jennifer Lentz,,,,,,,,0,25,103,100,97,99,99,30,29,24,22,15
Peter Cutty,,,,,,,,,1,18,16,17,20,18,95,87,85,81,15
Cathy Brady,,,,,,,,,,0,102,98,99,98,20,23,17,18,15
Leanne Krueger Braneky,,,,,,,,,,,0,94,95,91,19,16,15,12,15
Ryan N Boyer,,,,,,,,,,,,0,94,100,18,17,14,13,15
Angel Cruz,,,,,,,,,,,,,0,94,20,16,14,13,15
Ted Kirsch,,,,,,,,,,,,,,0,17,18,14,15,15
Amanda Mcillmurray,,,,,,,,,,,,,,,0,93,89,82,15
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,88,82,15
Kat Richter,,,,,,,,,,,,,,,,,0,80,15
Jacob Adeniran,,,,,,,,,,,,,,,,,,0,15
Total,154,137,151,137,136,127,126,124,121,120,116,113,112,112,111,106,97,87,15
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,16
,Thaddeus Kirkland,Anne Wakabayashi,Jennifer Lentz,Maria Quinones Sanchez,Leanne Krueger Braneky,Blake Rutherford,Cathy Brady,Ryan N Boyer,Angel Cruz,Ted Kirsch,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,Sean Sullivan,Michael H Obrien,16
Thaddeus Kirkland,2,183,172,171,173,176,167,168,161,154,27,30,30,28,23,18,103,93,16
Anne Wakabayashi,,0,183,175,178,168,170,169,165,157,27,29,37,36,31,21,95,97,16
Jennifer Lentz,,,0,163,170,165,165,165,165,154,27,30,30,32,26,19,89,92,16
Maria Quinones Sanchez,,,,1,163,158,162,152,159,152,22,24,28,27,24,18,80,93,16
Leanne Krueger Braneky,,,,,0,162,166,161,164,155,19,23,26,27,20,13,87,87,16
Blake Rutherford,,,,,,0,162,164,152,155,21,24,18,21,13,11,87,85,16
Cathy Brady,,,,,,,0,158,157,151,16,17,24,23,16,9,86,85,16
Ryan N Boyer,,,,,,,,0,153,153,19,22,22,23,16,13,84,82,16
