col_1,col_2,division
,Representative In Congress 13th District - Democrat,All
,Brendan F Boyle,All
Brendan F Boyle,"4,318",All
Total,"4,318",All
,Representative In Congress 13th District - Democrat,1
,Brendan F Boyle,1
Brendan F Boyle,168,1
Total,168,1
,Representative In Congress 13th District - Democrat,2
,Brendan F Boyle,2
Brendan F Boyle,164,2
Total,164,2
,Representative In Congress 13th District - Democrat,3
,Brendan F Boyle,3
Brendan F Boyle,145,3
Total,145,3
,Representative In Congress 13th District - Democrat,4
,Brendan F Boyle,4
Brendan F Boyle,111,4
Total,111,4
,Representative In Congress 13th District - Democrat,5
,Brendan F Boyle,5
Brendan F Boyle,163,5
Total,163,5
,Representative In Congress 13th District - Democrat,6
,Brendan F Boyle,6
Brendan F Boyle,163,6
Total,163,6
,Representative In Congress 13th District - Democrat,7
,Brendan F Boyle,7
Brendan F Boyle,179,7
Total,179,7
,Representative In Congress 13th District - Democrat,8
,Brendan F Boyle,8
Brendan F Boyle,157,8
Total,157,8
,Representative In Congress 13th District - Democrat,9
,Brendan F Boyle,9
Brendan F Boyle,185,9
Total,185,9
,Representative In Congress 13th District - Democrat,10
,Brendan F Boyle,10
Brendan F Boyle,156,10
Total,156,10
,Representative In Congress 13th District - Democrat,11
,Brendan F Boyle,11
Brendan F Boyle,166,11
Total,166,11
,Representative In Congress 13th District - Democrat,12
,Brendan F Boyle,12
Brendan F Boyle,118,12
Total,118,12
,Representative In Congress 13th District - Democrat,13
,Brendan F Boyle,13
Brendan F Boyle,196,13
Total,196,13
,Representative In Congress 13th District - Democrat,14
,Brendan F Boyle,14
Brendan F Boyle,119,14
Total,119,14
,Representative In Congress 13th District - Democrat,15
,Brendan F Boyle,15
Brendan F Boyle,123,15
Total,123,15
,Representative In Congress 13th District - Democrat,16
,Brendan F Boyle,16
Brendan F Boyle,119,16
Total,119,16
,Representative In Congress 13th District - Democrat,17
,Brendan F Boyle,17
Brendan F Boyle,139,17
Total,139,17
,Representative In Congress 13th District - Democrat,18
,Brendan F Boyle,18
Brendan F Boyle,135,18
Total,135,18
,Representative In Congress 13th District - Democrat,19
,Brendan F Boyle,19
Brendan F Boyle,166,19
Total,166,19
,Representative In Congress 13th District - Democrat,20
,Brendan F Boyle,20
Brendan F Boyle,121,20
Total,121,20
,Representative In Congress 13th District - Democrat,21
,Brendan F Boyle,21
Brendan F Boyle,152,21
Total,152,21
,Representative In Congress 13th District - Democrat,22
,Brendan F Boyle,22
Brendan F Boyle,135,22
Total,135,22
,Representative In Congress 13th District - Democrat,23
,Brendan F Boyle,23
Brendan F Boyle,149,23
Total,149,23
,Representative In Congress 13th District - Democrat,24
,Brendan F Boyle,24
Brendan F Boyle,114,24
Total,114,24
,Representative In Congress 13th District - Democrat,25
,Brendan F Boyle,25
Brendan F Boyle,119,25
Total,119,25
,Representative In Congress 13th District - Democrat,26
,Brendan F Boyle,26
Brendan F Boyle,91,26
Total,91,26
,Representative In Congress 13th District - Democrat,27
,Brendan F Boyle,27
Brendan F Boyle,72,27
Total,72,27
,Representative In Congress 13th District - Democrat,28
,Brendan F Boyle,28
Brendan F Boyle,44,28
Total,44,28
,Representative In Congress 13th District - Democrat,29
,Brendan F Boyle,29
Brendan F Boyle,89,29
Total,89,29
,Representative In Congress 13th District - Democrat,30
,Brendan F Boyle,30
Brendan F Boyle,94,30
Total,94,30
,Representative In Congress 13th District - Democrat,31
,Brendan F Boyle,31
Brendan F Boyle,133,31
Total,133,31
,Representative In Congress 13th District - Democrat,32
,Brendan F Boyle,32
Brendan F Boyle,133,32
Total,133,32
