col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 170th District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,All
,Martina White,Gilbert Cox,Tom Ellis,Lauren E Casper,Michael J Mcmonagle,Shannon Oscar,Alan Apt,Pam Levy,All
Martina White,897,"1,336","1,109","1,095","1,073","1,081",767,747,All
Gilbert Cox,,11,876,875,228,397,318,171,All
Tom Ellis,,,26,892,350,113,72,155,All
Lauren E Casper,,,,10,282,199,72,153,All
Michael J Mcmonagle,,,,,91,267,120,283,All
Shannon Oscar,,,,,,15,503,366,All
Alan Apt,,,,,,,9,239,All
Pam Levy,,,,,,,,18,All
Total,"4,017","1,608","1,401","1,357","1,232","1,176",832,822,All
