col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 172nd District - Democrat,Attorney General - Democrat,,,All
,Kevin J Boyle,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Kevin J Boyle,68,406,308,93,All
Josh Shapiro,,117,0,0,All
Stephen A Zappala Jr,,,106,0,All
John Morganelli,,,,35,All
Total,875,523,414,128,All
,Representative In The General Assembly 172nd District - Democrat,Attorney General - Democrat,,,9
,Kevin J Boyle,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,9
Kevin J Boyle,11,48,40,11,9
Stephen A Zappala Jr,,17,0,0,9
Josh Shapiro,,,17,0,9
John Morganelli,,,,5,9
Total,110,65,57,16,9
,Representative In The General Assembly 172nd District - Democrat,Attorney General - Democrat,,,10
,Kevin J Boyle,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,10
Kevin J Boyle,8,64,35,14,10
Josh Shapiro,,15,0,0,10
Stephen A Zappala Jr,,,15,0,10
John Morganelli,,,,6,10
Total,121,79,50,20,10
,Representative In The General Assembly 172nd District - Democrat,Attorney General - Democrat,,,13
,Kevin J Boyle,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,13
Kevin J Boyle,7,66,34,10,13
Josh Shapiro,,16,0,0,13
Stephen A Zappala Jr,,,5,0,13
John Morganelli,,,,2,13
Total,117,82,39,12,13
,Representative In The General Assembly 172nd District - Democrat,Attorney General - Democrat,,,16
,Kevin J Boyle,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,16
Kevin J Boyle,13,48,41,14,16
Stephen A Zappala Jr,,18,0,0,16
Josh Shapiro,,,8,0,16
John Morganelli,,,,10,16
Total,116,66,49,24,16
,Representative In The General Assembly 172nd District - Democrat,Attorney General - Democrat,,,17
,Kevin J Boyle,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,17
Kevin J Boyle,5,53,40,11,17
Josh Shapiro,,35,0,0,17
Stephen A Zappala Jr,,,20,0,17
John Morganelli,,,,2,17
Total,109,88,60,13,17
,Representative In The General Assembly 172nd District - Democrat,Attorney General - Democrat,,,19
,Kevin J Boyle,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,19
Kevin J Boyle,12,65,66,14,19
Stephen A Zappala Jr,,22,0,0,19
Josh Shapiro,,,16,0,19
John Morganelli,,,,7,19
Total,157,87,82,21,19
,Representative In The General Assembly 172nd District - Democrat,Attorney General - Democrat,,,26
,Kevin J Boyle,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,26
Kevin J Boyle,12,76,38,19,26
Josh Shapiro,,10,0,0,26
Stephen A Zappala Jr,,,9,0,26
John Morganelli,,,,3,26
Total,145,86,47,22,26
