col_1,col_2,col_3,col_4,division
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 202nd District - Democrat,,All
,Brendan F Boyle,Jared Solomon,Mark B Cohen,All
Brendan F Boyle,6,102,39,All
Jared Solomon,,30,0,All
Mark B Cohen,,,6,All
Total,147,132,45,All
,Representative In Congress 13th District - Democrat,Representative In The General Assembly 202nd District - Democrat,,20
,Brendan F Boyle,Jared Solomon,Mark B Cohen,20
Brendan F Boyle,6,102,39,20
Jared Solomon,,30,0,20
Mark B Cohen,,,6,20
Total,147,132,45,20
