col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Attorney General - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,All
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,All
Josh Shapiro,140,0,0,708,508,185,174,All
Stephen A Zappala Jr,,39,0,153,114,70,40,All
John Morganelli,,,24,60,68,61,20,All
Brian Sims,,,,55,0,0,0,All
Ben Waxman,,,,,30,0,0,All
Lou Lanni,,,,,,12,0,All
Marni Snyder,,,,,,,13,All
Total,"1,715",416,233,976,720,328,247,All
,Attorney General - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,6
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,6
Josh Shapiro,19,0,0,121,68,26,35,6
Stephen A Zappala Jr,,2,0,16,14,11,3,6
John Morganelli,,,3,3,5,4,2,6
Brian Sims,,,,8,0,0,0,6
Ben Waxman,,,,,9,0,0,6
Lou Lanni,,,,,,4,0,6
Marni Snyder,,,,,,,2,6
Total,269,46,17,148,96,45,42,6
,Attorney General - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,7
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,7
Josh Shapiro,18,0,0,97,49,18,22,7
Stephen A Zappala Jr,,4,0,17,5,6,4,7
John Morganelli,,,3,13,7,8,4,7
Brian Sims,,,,13,0,0,0,7
Ben Waxman,,,,,2,0,0,7
Lou Lanni,,,,,,0,0,7
Marni Snyder,,,,,,,2,7
Total,204,36,35,140,63,32,32,7
,Attorney General - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,8
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,8
Josh Shapiro,13,0,0,111,98,36,25,8
Stephen A Zappala Jr,,5,0,21,10,10,4,8
John Morganelli,,,0,12,8,3,13,8
Brian Sims,,,,6,0,0,0,8
Ben Waxman,,,,,3,0,0,8
Marni Snyder,,,,,,2,0,8
Lou Lanni,,,,,,,0,8
Total,283,50,36,150,119,51,42,8
,Attorney General - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,9
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,9
Josh Shapiro,25,0,0,104,58,25,21,9
Stephen A Zappala Jr,,8,0,19,26,10,6,9
John Morganelli,,,3,9,16,10,3,9
Brian Sims,,,,8,0,0,0,9
Ben Waxman,,,,,6,0,0,9
Lou Lanni,,,,,,1,0,9
Marni Snyder,,,,,,,1,9
Total,233,69,41,140,106,46,31,9
,Attorney General - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,11
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,11
Josh Shapiro,22,0,0,81,61,27,16,11
Stephen A Zappala Jr,,6,0,27,20,16,3,11
John Morganelli,,,4,6,9,11,2,11
Brian Sims,,,,4,0,0,0,11
Ben Waxman,,,,,3,0,0,11
Lou Lanni,,,,,,2,0,11
Marni Snyder,,,,,,,1,11
Total,207,72,32,118,93,56,22,11
,Attorney General - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,14
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,14
Josh Shapiro,13,0,0,65,59,17,12,14
Stephen A Zappala Jr,,3,0,20,12,4,2,14
John Morganelli,,,0,3,12,0,4,14
Brian Sims,,,,3,0,0,0,14
Ben Waxman,,,,,2,0,0,14
Lou Lanni,,,,,,2,0,14
Marni Snyder,,,,,,,0,14
Total,166,41,19,91,85,23,18,14
,Attorney General - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,22
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,22
Josh Shapiro,16,0,0,62,51,25,11,22
Stephen A Zappala Jr,,6,0,15,10,10,6,22
John Morganelli,,,5,8,5,7,0,22
Brian Sims,,,,5,0,0,0,22
Ben Waxman,,,,,2,0,0,22
Lou Lanni,,,,,,1,0,22
Marni Snyder,,,,,,,3,22
Total,165,47,25,90,68,43,20,22
,Attorney General - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,28
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,28
Josh Shapiro,11,0,0,46,48,17,13,28
Stephen A Zappala Jr,,5,0,16,14,9,2,28
John Morganelli,,,5,3,6,5,2,28
Brian Sims,,,,8,0,0,0,28
Ben Waxman,,,,,3,0,0,28
Lou Lanni,,,,,,1,0,28
Marni Snyder,,,,,,,1,28
Total,135,46,21,73,71,32,18,28
,Attorney General - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,29
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Brian Sims,Ben Waxman,Marni Snyder,Lou Lanni,29
Josh Shapiro,3,0,0,21,16,8,5,29
Stephen A Zappala Jr,,0,0,2,3,4,0,29
John Morganelli,,,1,3,0,0,3,29
Brian Sims,,,,0,0,0,0,29
Ben Waxman,,,,,0,0,0,29
Marni Snyder,,,,,,1,0,29
Lou Lanni,,,,,,,1,29
Total,53,9,7,26,19,13,9,29
