col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Attorney General - Republican,,Delegate To The Republican National Convention 13th District,,,,,,,All
,John Rafferty,Joe Peters,Gilbert Cox,Tom Ellis,Michael J Mcmonagle,Lauren E Casper,Shannon Oscar,Alan Apt,Pam Levy,All
John Rafferty,"1,900",0,"3,381","3,040","3,321","2,883","3,189","2,195","2,267",All
Joe Peters,,480,"1,036",775,774,691,898,744,544,All
Gilbert Cox,,,43,"2,879",845,"2,833","1,376","1,155",577,All
Tom Ellis,,,,108,"1,416","2,947",509,376,677,All
Michael J Mcmonagle,,,,,407,"1,054","1,022",490,"1,042",All
Lauren E Casper,,,,,,56,776,285,554,All
Shannon Oscar,,,,,,,50,"1,813","1,412",All
Alan Apt,,,,,,,,32,880,All
Pam Levy,,,,,,,,,60,All
Total,"10,861","2,865","5,528","5,100","4,878","4,667","4,394","3,121","3,107",All
