col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 2nd District - Democrat,,,,All
,Kenneth T Walker Jr,W Curtis Thomas,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,All
Kenneth T Walker Jr,28,0,220,150,70,24,All
W Curtis Thomas,,13,209,123,75,24,All
Chaka Fattah,,,45,0,0,0,All
Dwight Evans,,,,29,0,0,All
Brian Anthony Gordon,,,,,5,0,All
Dan Muroff,,,,,,1,All
Total,492,444,474,302,150,49,All
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 2nd District - Democrat,,,,5
,W Curtis Thomas,Kenneth T Walker Jr,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,5
W Curtis Thomas,3,0,13,11,5,3,5
Kenneth T Walker Jr,,2,11,10,1,1,5
Chaka Fattah,,,2,0,0,0,5
Dwight Evans,,,,3,0,0,5
Brian Anthony Gordon,,,,,0,0,5
Dan Muroff,,,,,,0,5
Total,35,25,26,24,6,4,5
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 2nd District - Democrat,,,,6
,W Curtis Thomas,Kenneth T Walker Jr,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,6
W Curtis Thomas,1,0,46,23,13,5,6
Kenneth T Walker Jr,,0,15,13,3,2,6
Chaka Fattah,,,4,0,0,0,6
Dwight Evans,,,,5,0,0,6
Brian Anthony Gordon,,,,,2,0,6
Dan Muroff,,,,,,0,6
Total,88,33,65,41,18,7,6
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 2nd District - Democrat,,,,7
,Kenneth T Walker Jr,W Curtis Thomas,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,7
Kenneth T Walker Jr,10,0,45,34,18,6,7
W Curtis Thomas,,1,19,20,12,5,7
Chaka Fattah,,,3,0,0,0,7
Dwight Evans,,,,4,0,0,7
Brian Anthony Gordon,,,,,1,0,7
Dan Muroff,,,,,,1,7
Total,113,57,67,58,31,12,7
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 2nd District - Democrat,,,,8
,W Curtis Thomas,Kenneth T Walker Jr,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,8
W Curtis Thomas,0,0,31,13,10,3,8
Kenneth T Walker Jr,,3,17,16,8,6,8
Chaka Fattah,,,4,0,0,0,8
Dwight Evans,,,,3,0,0,8
Brian Anthony Gordon,,,,,0,0,8
Dan Muroff,,,,,,0,8
Total,57,50,52,32,18,9,8
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 2nd District - Democrat,,,,9
,W Curtis Thomas,Kenneth T Walker Jr,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,9
W Curtis Thomas,4,0,41,23,12,5,9
Kenneth T Walker Jr,,1,33,27,15,4,9
Chaka Fattah,,,7,0,0,0,9
Dwight Evans,,,,3,0,0,9
Brian Anthony Gordon,,,,,1,0,9
Dan Muroff,,,,,,0,9
Total,85,80,81,53,28,9,9
,Representative In The General Assembly 181st District - Democrat,,Representative In Congress 2nd District - Democrat,,,,11
,Kenneth T Walker Jr,W Curtis Thomas,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,11
Kenneth T Walker Jr,6,0,58,28,14,5,11
W Curtis Thomas,,1,32,21,14,1,11
Chaka Fattah,,,8,0,0,0,11
Dwight Evans,,,,3,0,0,11
Brian Anthony Gordon,,,,,1,0,11
Dan Muroff,,,,,,0,11
Total,111,69,98,52,29,6,11
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 181st District - Democrat,,12
,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,Kenneth T Walker Jr,W Curtis Thomas,12
Chaka Fattah,17,0,0,0,41,27,12
Dwight Evans,,8,0,0,22,12,12
Brian Anthony Gordon,,,0,0,11,9,12
Dan Muroff,,,,0,0,2,12
Kenneth T Walker Jr,,,,,6,0,12
W Curtis Thomas,,,,,,3,12
Total,85,42,20,2,80,53,12
