col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,All
,Latryse Mcdowell,John Rafferty,Joe Peters,All
Latryse Mcdowell,4,40,19,All
John Rafferty,,4,0,All
Joe Peters,,,1,All
Total,63,44,20,All
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,2
,John Rafferty,Joe Peters,Latryse Mcdowell,2
John Rafferty,0,0,4,2
Joe Peters,,0,0,2
Latryse Mcdowell,,,0,2
Total,4,0,4,2
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,3
,Joe Peters,John Rafferty,Latryse Mcdowell,3
Joe Peters,0,0,1,3
John Rafferty,,0,0,3
Latryse Mcdowell,,,0,3
Total,1,0,1,3
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,4
,Joe Peters,John Rafferty,Latryse Mcdowell,4
Joe Peters,0,0,1,4
John Rafferty,,0,0,4
Latryse Mcdowell,,,0,4
Total,1,0,1,4
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,5
,Latryse Mcdowell,John Rafferty,Joe Peters,5
Latryse Mcdowell,0,3,1,5
John Rafferty,,0,0,5
Joe Peters,,,0,5
Total,4,3,1,5
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,7
,John Rafferty,Joe Peters,Latryse Mcdowell,7
John Rafferty,0,0,1,7
Joe Peters,,0,0,7
Latryse Mcdowell,,,0,7
Total,1,0,1,7
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,8
,Latryse Mcdowell,John Rafferty,Joe Peters,8
Latryse Mcdowell,0,4,1,8
John Rafferty,,0,0,8
Joe Peters,,,0,8
Total,5,4,1,8
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,9
,Joe Peters,John Rafferty,Latryse Mcdowell,9
Joe Peters,1,0,0,9
John Rafferty,,0,1,9
Latryse Mcdowell,,,0,9
Total,1,1,1,9
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,10
,John Rafferty,Joe Peters,Latryse Mcdowell,10
John Rafferty,2,0,2,10
Joe Peters,,0,1,10
Latryse Mcdowell,,,0,10
Total,4,1,3,10
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,11
,Latryse Mcdowell,Joe Peters,John Rafferty,11
Latryse Mcdowell,0,2,1,11
Joe Peters,,0,0,11
John Rafferty,,,0,11
Total,3,2,1,11
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,12
,Latryse Mcdowell,John Rafferty,Joe Peters,12
Latryse Mcdowell,0,4,1,12
John Rafferty,,0,0,12
Joe Peters,,,0,12
Total,5,4,1,12
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,13
,John Rafferty,Joe Peters,Latryse Mcdowell,13
John Rafferty,0,0,1,13
Joe Peters,,0,0,13
Latryse Mcdowell,,,0,13
Total,1,0,1,13
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,14
,Latryse Mcdowell,John Rafferty,Joe Peters,14
Latryse Mcdowell,0,2,1,14
John Rafferty,,0,0,14
Joe Peters,,,0,14
Total,3,2,1,14
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,15
,John Rafferty,Joe Peters,Latryse Mcdowell,15
John Rafferty,1,0,3,15
Joe Peters,,0,0,15
Latryse Mcdowell,,,0,15
Total,4,0,3,15
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,16
,Latryse Mcdowell,John Rafferty,Joe Peters,16
Latryse Mcdowell,2,1,1,16
John Rafferty,,1,0,16
Joe Peters,,,0,16
Total,4,2,1,16
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,17
,John Rafferty,Joe Peters,Latryse Mcdowell,17
John Rafferty,0,0,1,17
Joe Peters,,0,0,17
Latryse Mcdowell,,,0,17
Total,1,0,1,17
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,18
,Joe Peters,John Rafferty,Latryse Mcdowell,18
Joe Peters,0,0,1,18
John Rafferty,,0,0,18
Latryse Mcdowell,,,0,18
Total,1,0,1,18
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,19
,Latryse Mcdowell,John Rafferty,Joe Peters,19
Latryse Mcdowell,0,4,1,19
John Rafferty,,0,0,19
Joe Peters,,,0,19
Total,5,4,1,19
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,20
,Latryse Mcdowell,Joe Peters,John Rafferty,20
Latryse Mcdowell,1,2,2,20
Joe Peters,,0,0,20
John Rafferty,,,0,20
Total,5,2,2,20
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,21
,Latryse Mcdowell,Joe Peters,John Rafferty,21
Latryse Mcdowell,1,1,0,21
Joe Peters,,0,0,21
John Rafferty,,,0,21
Total,2,1,0,21
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,23
,Joe Peters,John Rafferty,Latryse Mcdowell,23
Joe Peters,0,0,1,23
John Rafferty,,0,0,23
Latryse Mcdowell,,,0,23
Total,1,0,1,23
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,24
,John Rafferty,Joe Peters,Latryse Mcdowell,24
John Rafferty,0,0,2,24
Joe Peters,,0,0,24
Latryse Mcdowell,,,0,24
Total,2,0,2,24
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,25
,Latryse Mcdowell,Joe Peters,John Rafferty,25
Latryse Mcdowell,0,1,1,25
Joe Peters,,0,0,25
John Rafferty,,,0,25
Total,2,1,1,25
,Representative In The General Assembly 200th District - Republican,Attorney General - Republican,,26
,Latryse Mcdowell,Joe Peters,John Rafferty,26
Latryse Mcdowell,0,1,1,26
Joe Peters,,0,0,26
John Rafferty,,,0,26
Total,2,1,1,26
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,27
,John Rafferty,Joe Peters,Latryse Mcdowell,27
John Rafferty,0,0,1,27
Joe Peters,,0,0,27
Latryse Mcdowell,,,0,27
Total,1,0,1,27
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,28
,Joe Peters,John Rafferty,Latryse Mcdowell,28
Joe Peters,0,0,1,28
John Rafferty,,0,0,28
Latryse Mcdowell,,,0,28
Total,1,0,1,28
,Attorney General - Republican,,Representative In The General Assembly 200th District - Republican,29
,John Rafferty,Joe Peters,Latryse Mcdowell,29
John Rafferty,0,0,1,29
Joe Peters,,0,0,29
Latryse Mcdowell,,,0,29
Total,1,0,1,29
