col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 192nd District - Democrat,,,,,All
,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,Morgan Cephas,Steven Jones,Edwin Santana,Jess Johnson,Lynwood W Savage,All
Chaka Fattah,357,0,0,0,"1,851",865,308,353,292,All
Dwight Evans,,200,0,0,963,609,305,148,207,All
Brian Anthony Gordon,,,45,0,215,275,40,62,29,All
Dan Muroff,,,,14,39,20,19,11,9,All
Morgan Cephas,,,,,181,0,0,0,0,All
Steven Jones,,,,,,150,0,0,0,All
Edwin Santana,,,,,,,51,0,0,All
Jess Johnson,,,,,,,,37,0,All
Lynwood W Savage,,,,,,,,,34,All
Total,"4,026","2,432",666,112,"3,249","1,919",723,611,571,All
