col_1,col_2,col_3,division
,Auditor General - Democrat,Representative In The General Assembly 177th District - Democrat,All
,Eugene A Depasquale,Joe Hohenstein,All
Eugene A Depasquale,16,112,All
Joe Hohenstein,,13,All
Total,128,125,All
,Representative In The General Assembly 177th District - Democrat,Auditor General - Democrat,5
,Joe Hohenstein,Eugene A Depasquale,5
Joe Hohenstein,8,58,5
Eugene A Depasquale,,7,5
Total,66,65,5
,Auditor General - Democrat,Representative In The General Assembly 177th District - Democrat,7
,Eugene A Depasquale,Joe Hohenstein,7
Eugene A Depasquale,9,54,7
Joe Hohenstein,,5,7
Total,63,59,7
