col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 1st District,,,All
,Donald J Trump,John R Kasich,Ted Cruz,Marco Rubio,Jeb Bush,Ben Carson,Christopher M Vogler,Dave Hackett,Seth Kaufer,All
Donald J Trump,"4,126",0,0,0,0,0,"3,663","3,128","3,011",All
John R Kasich,,"1,048",0,0,0,0,"1,506","1,444","1,386",All
Ted Cruz,,,887,0,0,0,"1,227","1,044","1,060",All
Marco Rubio,,,,99,0,0,89,82,93,All
Jeb Bush,,,,,49,0,44,46,36,All
Ben Carson,,,,,,52,38,33,32,All
Christopher M Vogler,,,,,,,46,"4,275","4,363",All
Dave Hackett,,,,,,,,18,"4,231",All
Seth Kaufer,,,,,,,,,30,All
Total,"9,327","3,154","2,547",256,127,110,"6,647","5,831","5,686",All
