col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Leanne Krueger Braneky,Cathy Brady,Ryan N Boyer,Angel Cruz,Ted Kirsch,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,All
H Douglass Brown,17,"1,518","1,460","1,392","1,345","1,323",276,220,242,242,237,187,161,181,171,140,490,757,381,131,All
Peter Cutty,,10,"1,407","1,346","1,317","1,301",276,224,242,242,238,187,159,185,176,149,461,672,343,106,All
Amanda Mcillmurray,,,1,"1,418","1,372","1,326",245,187,248,241,253,187,169,175,178,143,464,629,339,85,All
Kat Richter,,,,0,"1,328","1,297",215,169,236,216,225,178,149,161,170,137,438,601,324,71,All
Katherine Hunter Snyder,,,,,2,"1,269",188,151,235,207,196,153,145,147,153,132,421,600,302,68,All
Jacob Adeniran,,,,,,1,183,139,207,188,193,149,116,142,142,116,399,563,300,70,All
Thaddeus Kirkland,,,,,,,16,867,743,801,753,731,714,733,688,677,607,182,260,99,All
Blake Rutherford,,,,,,,,7,676,733,690,664,675,694,648,646,529,152,211,58,All
Maria Quinones Sanchez,,,,,,,,,3,749,721,718,691,680,699,688,549,145,199,34,All
Anne Wakabayashi,,,,,,,,,,0,753,741,724,715,684,668,532,133,216,47,All
Jennifer Lentz,,,,,,,,,,,0,697,709,682,674,668,529,131,197,35,All
Leanne Krueger Braneky,,,,,,,,,,,,1,696,656,649,660,488,122,187,33,All
Cathy Brady,,,,,,,,,,,,,2,674,665,659,496,116,176,35,All
Ryan N Boyer,,,,,,,,,,,,,,0,642,639,488,105,180,39,All
Angel Cruz,,,,,,,,,,,,,,,1,653,472,116,172,34,All
Ted Kirsch,,,,,,,,,,,,,,,,0,472,104,168,25,All
Katie Mcginty,,,,,,,,,,,,,,,,,97,0,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,67,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,,83,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,26,All
Total,"1,854","1,661","1,582","1,491","1,448","1,384","1,218","1,009",958,956,912,860,849,836,819,793,"1,199","1,034",716,250,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Maria Quinones Sanchez,Anne Wakabayashi,Angel Cruz,Jennifer Lentz,Blake Rutherford,Ryan N Boyer,Cathy Brady,Leanne Krueger Braneky,Ted Kirsch,John Fetterman,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,1
H Douglass Brown,2,117,112,108,102,105,22,22,18,21,17,12,15,11,10,10,54,37,31,9,1
Peter Cutty,,0,108,105,99,100,22,21,17,20,18,11,15,10,9,9,49,32,28,6,1
Amanda Mcillmurray,,,0,110,105,106,23,24,20,23,21,14,14,13,12,11,41,38,28,4,1
Kat Richter,,,,0,102,100,20,20,16,18,17,12,12,12,9,8,40,38,28,3,1
Katherine Hunter Snyder,,,,,0,97,17,20,16,17,15,11,13,11,7,7,42,32,24,4,1
Jacob Adeniran,,,,,,0,16,19,15,18,16,8,11,9,9,9,39,32,25,4,1
Thaddeus Kirkland,,,,,,,0,44,43,39,41,39,38,38,36,35,14,31,19,1,1
Maria Quinones Sanchez,,,,,,,,0,39,42,36,29,37,36,35,32,10,29,14,3,1
Anne Wakabayashi,,,,,,,,,0,38,36,36,36,33,35,32,10,27,13,2,1
Angel Cruz,,,,,,,,,,0,36,32,35,31,34,35,11,25,12,1,1
Jennifer Lentz,,,,,,,,,,,0,30,33,32,32,30,9,25,11,2,1
Blake Rutherford,,,,,,,,,,,,0,30,30,30,30,12,22,10,0,1
Ryan N Boyer,,,,,,,,,,,,,0,33,29,30,8,24,11,2,1
Cathy Brady,,,,,,,,,,,,,,0,33,31,7,22,11,1,1
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,32,8,21,11,1,1
Ted Kirsch,,,,,,,,,,,,,,,,0,9,21,9,0,1
John Fetterman,,,,,,,,,,,,,,,,,2,0,0,0,1
