col_1,col_2,col_3,col_4,col_5,col_6,division
,President Of The United States - Democrat,,,Representative In The General Assembly 202nd District - Democrat,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Jared Solomon,Mark B Cohen,All
Hillary Clinton,127,0,0,640,389,All
Bernie Sanders,,67,0,383,256,All
Roque Rocky De La Fuente,,,2,5,4,All
Jared Solomon,,,,39,0,All
Mark B Cohen,,,,,17,All
Total,"1,156",706,11,"1,067",666,All
,President Of The United States - Democrat,,,Representative In The General Assembly 202nd District - Democrat,,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Mark B Cohen,Jared Solomon,2
Hillary Clinton,6,0,0,48,36,2
Bernie Sanders,,2,0,34,35,2
Roque Rocky De La Fuente,,,0,1,0,2
Mark B Cohen,,,,1,0,2
Jared Solomon,,,,,2,2
Total,90,71,1,84,73,2
,President Of The United States - Democrat,,,Representative In The General Assembly 202nd District - Democrat,,3
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Jared Solomon,Mark B Cohen,3
Hillary Clinton,12,0,0,40,43,3
Bernie Sanders,,6,0,26,19,3
Roque Rocky De La Fuente,,,0,0,2,3
Jared Solomon,,,,4,0,3
Mark B Cohen,,,,,1,3
Total,95,51,2,70,65,3
,President Of The United States - Democrat,,,Representative In The General Assembly 202nd District - Democrat,,4
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Jared Solomon,Mark B Cohen,4
Hillary Clinton,8,0,0,47,49,4
Bernie Sanders,,6,0,23,21,4
Roque Rocky De La Fuente,,,0,0,0,4
Jared Solomon,,,,2,0,4
Mark B Cohen,,,,,0,4
Total,104,50,0,72,70,4
,President Of The United States - Democrat,,,Representative In The General Assembly 202nd District - Democrat,,5
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Jared Solomon,Mark B Cohen,5
Hillary Clinton,18,0,0,50,26,5
Bernie Sanders,,5,0,18,21,5
Roque Rocky De La Fuente,,,1,0,0,5
Jared Solomon,,,,2,0,5
Mark B Cohen,,,,,1,5
Total,94,44,1,70,48,5
,Representative In The General Assembly 202nd District - Democrat,,President Of The United States - Democrat,,,6
,Jared Solomon,Mark B Cohen,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,6
Jared Solomon,0,0,39,17,1,6
Mark B Cohen,,2,11,10,0,6
Hillary Clinton,,,3,0,0,6
Bernie Sanders,,,,0,0,6
Roque Rocky De La Fuente,,,,,0,6
Total,57,23,53,27,1,6
,Representative In The General Assembly 202nd District - Democrat,,President Of The United States - Democrat,,,7
,Jared Solomon,Mark B Cohen,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,7
Jared Solomon,5,0,39,30,0,7
Mark B Cohen,,4,17,17,0,7
Hillary Clinton,,,11,0,0,7
Bernie Sanders,,,,3,0,7
Roque Rocky De La Fuente,,,,,1,7
Total,74,38,67,50,1,7
,President Of The United States - Democrat,,,Representative In The General Assembly 202nd District - Democrat,,8
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Jared Solomon,Mark B Cohen,8
Hillary Clinton,15,0,0,34,37,8
Bernie Sanders,,2,0,16,15,8
Roque Rocky De La Fuente,,,0,0,1,8
Jared Solomon,,,,8,0,8
Mark B Cohen,,,,,2,8
Total,86,33,1,58,55,8
,Representative In The General Assembly 202nd District - Democrat,,President Of The United States - Democrat,,,9
,Jared Solomon,Mark B Cohen,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,9
Jared Solomon,1,0,80,54,1,9
Mark B Cohen,,2,35,13,0,9
Hillary Clinton,,,10,0,0,9
Bernie Sanders,,,,3,0,9
Roque Rocky De La Fuente,,,,,0,9
Total,136,50,125,70,1,9
,Representative In The General Assembly 202nd District - Democrat,,President Of The United States - Democrat,,,11
,Jared Solomon,Mark B Cohen,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,11
Jared Solomon,0,0,45,34,0,11
Mark B Cohen,,0,8,15,0,11
Hillary Clinton,,,10,0,0,11
Bernie Sanders,,,,6,0,11
Roque Rocky De La Fuente,,,,,0,11
Total,79,23,63,55,0,11
,Representative In The General Assembly 202nd District - Democrat,,President Of The United States - Democrat,,,12
,Jared Solomon,Mark B Cohen,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,12
Jared Solomon,5,0,49,31,0,12
Mark B Cohen,,0,13,16,0,12
Hillary Clinton,,,7,0,0,12
Bernie Sanders,,,,7,0,12
Roque Rocky De La Fuente,,,,,0,12
Total,85,29,69,54,0,12
,President Of The United States - Democrat,,,Representative In The General Assembly 202nd District - Democrat,,13
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Jared Solomon,Mark B Cohen,13
Hillary Clinton,9,0,0,47,24,13
Bernie Sanders,,5,0,30,20,13
Roque Rocky De La Fuente,,,0,0,0,13
Jared Solomon,,,,2,0,13
Mark B Cohen,,,,,3,13
Total,80,55,0,79,47,13
,President Of The United States - Democrat,,,Representative In The General Assembly 202nd District - Democrat,,16
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Jared Solomon,Mark B Cohen,16
Hillary Clinton,7,0,0,32,20,16
Bernie Sanders,,7,0,24,14,16
Roque Rocky De La Fuente,,,0,1,0,16
Jared Solomon,,,,2,0,16
Mark B Cohen,,,,,0,16
Total,59,45,1,59,34,16
,President Of The United States - Democrat,,,Representative In The General Assembly 202nd District - Democrat,,17
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Jared Solomon,Mark B Cohen,17
Hillary Clinton,7,0,0,58,33,17
Bernie Sanders,,6,0,17,22,17
Roque Rocky De La Fuente,,,0,1,0,17
Jared Solomon,,,,1,0,17
Mark B Cohen,,,,,0,17
Total,98,45,1,77,55,17
,Representative In The General Assembly 202nd District - Democrat,,President Of The United States - Democrat,,,18
,Jared Solomon,Mark B Cohen,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,18
Jared Solomon,5,0,44,28,1,18
Mark B Cohen,,1,25,19,0,18
Hillary Clinton,,,4,0,0,18
Bernie Sanders,,,,9,0,18
Roque Rocky De La Fuente,,,,,0,18
Total,78,45,73,56,1,18
