col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Representative In The General Assembly 179th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Jason T Dawkins,Cindy Bass,Ken Washington,Malcolm Kenyatta,Lou Agre,Jerry T Jordan,Yasmeen Kaboud,Mark Aronchick,Katherine J Gilmore,Vincent Hughes,Blondell Reynolds Brown,Mary Jo Daley,Nicole Allen White,Joe Foster,Michelle W Singer,Heather A Steinmiller,Ariana Flores Gordon,Sherrie Cohen,Gwen Snyder,William Leopold,Margaret Lenzi,Carol Rose Fleischman,Hamdi Soysal,Tonya Diane Bah,Waleed Shahid,All
Jason T Dawkins,33,242,207,193,190,165,160,153,146,139,137,131,130,132,128,128,123,118,115,115,104,102,98,100,99,All
Cindy Bass,,12,144,172,48,159,48,133,142,133,132,133,128,124,126,123,38,38,33,32,32,29,23,26,22,All
Ken Washington,,,0,142,83,129,39,123,118,129,120,122,122,123,119,120,33,32,31,34,30,22,23,23,20,All
Malcolm Kenyatta,,,,5,40,151,54,139,142,133,131,131,127,127,125,125,38,41,39,38,34,29,27,27,22,All
Lou Agre,,,,,4,41,114,24,20,20,20,18,21,22,20,16,102,98,90,93,83,87,88,86,84,All
Jerry T Jordan,,,,,,0,49,124,126,118,114,119,114,119,114,114,33,32,27,31,33,24,20,24,19,All
Yasmeen Kaboud,,,,,,,6,31,30,31,28,27,28,31,29,23,105,103,97,98,93,94,92,91,88,All
Mark Aronchick,,,,,,,,1,116,117,115,121,115,114,116,119,26,29,24,26,22,19,16,17,11,All
Katherine J Gilmore,,,,,,,,,3,115,114,113,114,109,113,112,18,18,18,22,21,16,13,13,9,All
Vincent Hughes,,,,,,,,,,1,128,117,117,120,114,117,24,24,24,29,29,15,15,18,12,All
Blondell Reynolds Brown,,,,,,,,,,,0,113,120,111,109,114,21,28,21,23,27,13,14,22,14,All
Mary Jo Daley,,,,,,,,,,,,0,112,115,109,115,20,20,23,20,18,13,15,14,7,All
Nicole Allen White,,,,,,,,,,,,,1,113,114,117,22,25,22,26,24,14,16,17,18,All
Joe Foster,,,,,,,,,,,,,,0,110,116,24,27,22,28,28,17,17,19,17,All
Michelle W Singer,,,,,,,,,,,,,,,0,107,23,21,20,24,21,15,13,11,10,All
Heather A Steinmiller,,,,,,,,,,,,,,,,0,13,20,13,17,19,9,10,12,10,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,,3,105,98,98,89,90,90,89,89,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,97,98,92,93,92,95,92,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,0,99,85,88,91,93,86,All
William Leopold,,,,,,,,,,,,,,,,,,,,0,92,88,93,88,90,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,0,79,80,85,84,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,,,0,86,83,80,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,,0,80,82,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,0,84,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,512,271,222,215,204,179,174,168,160,154,152,147,143,142,140,137,135,128,122,121,112,110,107,107,104,All
