col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 2nd District,,,,All
,Donald J Trump,John R Kasich,Ted Cruz,Marco Rubio,Jeb Bush,Ben Carson,Elizabeth Havey,Calvin Tucker,Aaron Cohen,Aldridk Gessa,All
Donald J Trump,480,0,0,0,0,0,644,576,510,315,All
John R Kasich,,190,0,0,0,0,409,347,325,204,All
Ted Cruz,,,117,0,0,0,203,230,212,207,All
Marco Rubio,,,,7,0,0,15,12,11,8,All
Jeb Bush,,,,,7,0,11,10,8,5,All
Ben Carson,,,,,,6,2,5,3,0,All
Elizabeth Havey,,,,,,,3,725,629,511,All
Calvin Tucker,,,,,,,,5,550,361,All
Aaron Cohen,,,,,,,,,3,287,All
Aldridk Gessa,,,,,,,,,,1,All
Total,"1,518",767,559,31,25,13,"1,294","1,191","1,077",743,All
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 2nd District,,,,1
,Donald J Trump,John R Kasich,Ted Cruz,Ben Carson,Jeb Bush,Marco Rubio,Aaron Cohen,Calvin Tucker,Elizabeth Havey,Aldridk Gessa,1
Donald J Trump,12,0,0,0,0,0,13,11,9,5,1
John R Kasich,,6,0,0,0,0,10,8,10,4,1
Ted Cruz,,,4,0,0,0,3,3,3,5,1
Ben Carson,,,,0,0,0,1,0,1,0,1
Jeb Bush,,,,,0,0,0,2,0,0,1
Marco Rubio,,,,,,0,0,0,0,0,1
Aaron Cohen,,,,,,,0,15,14,8,1
Calvin Tucker,,,,,,,,0,13,8,1
Elizabeth Havey,,,,,,,,,0,8,1
Aldridk Gessa,,,,,,,,,,0,1
Total,31,20,10,2,2,0,27,24,23,14,1
,Delegate To The Republican National Convention 2nd District,,,,President Of The United States - Republican,,,,,,2
,Elizabeth Havey,Calvin Tucker,Aaron Cohen,Aldridk Gessa,Donald J Trump,John R Kasich,Ted Cruz,Marco Rubio,Ben Carson,Jeb Bush,2
Elizabeth Havey,0,16,16,14,18,10,5,0,0,0,2
Calvin Tucker,,0,10,8,10,9,5,0,1,0,2
Aaron Cohen,,,0,7,9,9,4,0,0,0,2
Aldridk Gessa,,,,0,6,5,7,1,0,0,2
Donald J Trump,,,,,8,0,0,0,0,0,2
John R Kasich,,,,,,4,0,0,0,0,2
Ted Cruz,,,,,,,1,0,0,0,2
Marco Rubio,,,,,,,,1,0,0,2
Ben Carson,,,,,,,,,0,0,2
Jeb Bush,,,,,,,,,,1,2
Total,34,26,23,19,29,21,12,2,1,1,2
,Delegate To The Republican National Convention 2nd District,,,,President Of The United States - Republican,,,,,,3
,Aaron Cohen,Elizabeth Havey,Calvin Tucker,Aldridk Gessa,Ted Cruz,Donald J Trump,John R Kasich,Marco Rubio,Ben Carson,Jeb Bush,3
Aaron Cohen,0,8,4,2,4,2,2,1,0,0,3
Elizabeth Havey,,0,4,2,3,3,2,1,0,0,3
Calvin Tucker,,,0,0,3,2,0,0,0,0,3
Aldridk Gessa,,,,1,1,0,1,0,0,0,3
Ted Cruz,,,,,2,0,0,0,0,0,3
Donald J Trump,,,,,,1,0,0,0,0,3
John R Kasich,,,,,,,1,0,0,0,3
Marco Rubio,,,,,,,,0,0,0,3
Ben Carson,,,,,,,,,0,0,3
Jeb Bush,,,,,,,,,,0,3
Total,9,9,5,3,7,4,3,1,0,0,3
,Delegate To The Republican National Convention 2nd District,,,,President Of The United States - Republican,,,,,,4
,Calvin Tucker,Aaron Cohen,Elizabeth Havey,Aldridk Gessa,Donald J Trump,John R Kasich,Ted Cruz,Ben Carson,Jeb Bush,Marco Rubio,4
Calvin Tucker,0,11,13,2,9,8,1,1,0,0,4
Aaron Cohen,,0,13,4,8,6,3,1,0,0,4
Elizabeth Havey,,,0,6,7,7,3,0,0,0,4
Aldridk Gessa,,,,0,1,4,4,0,0,0,4
Donald J Trump,,,,,5,0,0,0,0,0,4
John R Kasich,,,,,,3,0,0,0,0,4
Ted Cruz,,,,,,,3,0,0,0,4
Ben Carson,,,,,,,,0,0,0,4
Jeb Bush,,,,,,,,,0,0,4
Marco Rubio,,,,,,,,,,0,4
Total,19,18,17,9,17,14,8,1,0,0,4
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 2nd District,,,,5
,Donald J Trump,John R Kasich,Ted Cruz,Jeb Bush,Marco Rubio,Ben Carson,Elizabeth Havey,Aaron Cohen,Calvin Tucker,Aldridk Gessa,5
Donald J Trump,20,0,0,0,0,0,33,23,20,12,5
John R Kasich,,10,0,0,0,0,23,16,13,10,5
