col_1,col_2,col_3,col_4,col_5,col_6,division
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,,,All
,Sharif Street,Katie Mcginty,John Fetterman,Joseph J Vodvarka,Joe Sestak,All
Sharif Street,313,819,443,419,312,All
Katie Mcginty,,174,0,0,0,All
John Fetterman,,,87,0,0,All
Joseph J Vodvarka,,,,72,0,All
Joe Sestak,,,,,76,All
Total,"2,306",993,530,491,388,All
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,,,1
,Sharif Street,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,1
Sharif Street,9,20,15,12,14,1
Katie Mcginty,,5,0,0,0,1
Joe Sestak,,,4,0,0,1
John Fetterman,,,,7,0,1
Joseph J Vodvarka,,,,,1,1
Total,70,25,19,19,15,1
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,,,2
,Sharif Street,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,2
Sharif Street,16,41,27,30,14,2
Katie Mcginty,,3,0,0,0,2
Joe Sestak,,,9,0,0,2
John Fetterman,,,,5,0,2
Joseph J Vodvarka,,,,,1,2
Total,128,44,36,35,15,2
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,,,3
,Sharif Street,Katie Mcginty,Joseph J Vodvarka,John Fetterman,Joe Sestak,3
Sharif Street,9,29,21,17,10,3
Katie Mcginty,,14,0,0,0,3
Joseph J Vodvarka,,,4,0,0,3
John Fetterman,,,,4,0,3
Joe Sestak,,,,,1,3
Total,86,43,25,21,11,3
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,,,4
,Sharif Street,John Fetterman,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,4
Sharif Street,23,24,24,22,17,4
John Fetterman,,4,0,0,0,4
Katie Mcginty,,,3,0,0,4
Joseph J Vodvarka,,,,3,0,4
Joe Sestak,,,,,1,4
Total,110,28,27,25,18,4
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,,,5
,Sharif Street,Katie Mcginty,John Fetterman,Joseph J Vodvarka,Joe Sestak,5
Sharif Street,21,37,25,23,18,5
Katie Mcginty,,9,0,0,0,5
John Fetterman,,,8,0,0,5
Joseph J Vodvarka,,,,4,0,5
Joe Sestak,,,,,2,5
Total,124,46,33,27,20,5
,Senator In The General Assembly 3rd District - Democrat,United States Senator - Democrat,,,,6
