col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Blake Rutherford,Amanda Mcillmurray,Anne Wakabayashi,Kat Richter,Katherine Hunter Snyder,Maria Quinones Sanchez,Jennifer Lentz,Cathy Brady,Ryan N Boyer,Jacob Adeniran,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Thaddeus Kirkland,35,190,196,886,147,768,110,99,693,698,688,702,88,695,639,651,534,361,144,117,All
H Douglass Brown,,20,925,174,844,153,765,769,126,166,129,133,736,107,109,97,320,349,299,118,All
Peter Cutty,,,11,173,812,151,741,745,139,172,122,137,725,118,115,107,302,327,269,97,All
Blake Rutherford,,,,12,135,711,107,92,644,679,666,696,88,647,609,615,451,305,105,63,All
Amanda Mcillmurray,,,,,0,151,766,767,139,181,140,139,732,119,118,100,302,309,223,64,All
Anne Wakabayashi,,,,,,2,121,106,685,709,684,690,98,702,637,632,419,288,87,35,All
Kat Richter,,,,,,,0,728,113,145,102,117,713,100,107,86,262,272,205,61,All
Katherine Hunter Snyder,,,,,,,,0,117,135,107,101,716,94,97,93,263,270,205,58,All
Maria Quinones Sanchez,,,,,,,,,2,648,663,623,102,684,650,653,406,275,85,27,All
Jennifer Lentz,,,,,,,,,,0,664,677,125,642,631,620,409,270,84,29,All
Cathy Brady,,,,,,,,,,,2,655,89,668,633,624,395,274,82,30,All
Ryan N Boyer,,,,,,,,,,,,0,100,638,616,607,390,260,84,30,All
Jacob Adeniran,,,,,,,,,,,,,0,80,98,83,232,267,203,54,All
Leanne Krueger Braneky,,,,,,,,,,,,,,1,628,621,372,268,73,34,All
Angel Cruz,,,,,,,,,,,,,,,1,618,361,249,78,27,All
Ted Kirsch,,,,,,,,,,,,,,,,0,368,247,71,25,All
Katie Mcginty,,,,,,,,,,,,,,,,,217,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,160,0,0,All
