col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Peter Cutty,Anne Wakabayashi,Maria Quinones Sanchez,Leanne Krueger Braneky,Ryan N Boyer,Jennifer Lentz,Angel Cruz,Cathy Brady,Amanda Mcillmurray,Ted Kirsch,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Thaddeus Kirkland,25,655,188,190,528,498,491,493,483,462,473,105,430,79,72,70,412,188,123,175,All
Blake Rutherford,,14,158,158,480,447,442,469,459,429,448,82,417,56,48,47,341,155,88,100,All
H Douglass Brown,,,17,521,96,83,91,85,99,75,71,436,51,400,378,364,225,148,194,105,All
Peter Cutty,,,,3,96,87,88,85,106,82,68,412,60,385,363,364,184,124,160,92,All
Anne Wakabayashi,,,,,0,488,481,481,479,441,454,98,426,77,62,62,325,141,52,36,All
Maria Quinones Sanchez,,,,,,2,468,444,446,453,450,91,439,79,76,74,326,137,46,29,All
Leanne Krueger Braneky,,,,,,,1,439,448,429,436,91,419,78,65,68,309,131,44,33,All
Ryan N Boyer,,,,,,,,5,461,432,444,85,423,70,52,53,299,133,39,42,All
Jennifer Lentz,,,,,,,,,0,442,434,98,418,82,72,70,305,130,50,36,All
Angel Cruz,,,,,,,,,,1,431,77,427,76,68,64,294,121,41,31,All
Cathy Brady,,,,,,,,,,,0,74,415,56,50,45,295,125,35,31,All
Amanda Mcillmurray,,,,,,,,,,,,2,51,409,390,373,188,115,125,38,All
Ted Kirsch,,,,,,,,,,,,,0,54,46,49,277,116,32,26,All
Kat Richter,,,,,,,,,,,,,,0,371,366,159,106,119,37,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,354,158,98,110,29,All
Jacob Adeniran,,,,,,,,,,,,,,,,0,147,94,109,27,All
Katie Mcginty,,,,,,,,,,,,,,,,,126,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,52,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,51,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,44,All
Total,990,753,725,595,589,575,550,550,549,517,514,494,481,443,416,397,782,383,361,299,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Leanne Krueger Braneky,Ted Kirsch,Angel Cruz,Ryan N Boyer,Cathy Brady,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,1
H Douglass Brown,1,129,128,125,118,118,17,12,22,19,19,14,17,15,16,8,43,51,37,15,1
Peter Cutty,,1,125,118,116,115,20,15,23,19,19,14,18,18,12,8,39,45,33,17,1
Amanda Mcillmurray,,,0,128,123,121,17,14,27,21,20,14,19,18,14,11,44,44,31,14,1
Kat Richter,,,,0,121,119,13,8,25,21,19,16,19,15,16,9,38,42,32,15,1
Katherine Hunter Snyder,,,,,0,113,16,9,24,18,18,15,15,16,12,11,37,44,29,13,1
Jacob Adeniran,,,,,,0,15,10,23,21,20,17,19,17,13,10,37,42,28,12,1
Thaddeus Kirkland,,,,,,,3,69,59,60,56,57,52,55,54,54,45,11,24,13,1
Blake Rutherford,,,,,,,,0,54,55,54,51,50,48,51,51,42,8,16,9,1
Maria Quinones Sanchez,,,,,,,,,0,59,55,54,54,56,52,52,41,13,15,6,1
Anne Wakabayashi,,,,,,,,,,0,56,56,54,51,53,52,40,11,17,4,1
Jennifer Lentz,,,,,,,,,,,0,57,53,53,53,49,39,10,15,5,1
Leanne Krueger Braneky,,,,,,,,,,,,0,51,46,49,50,35,8,19,4,1
Ted Kirsch,,,,,,,,,,,,,0,51,52,46,35,9,16,4,1
Angel Cruz,,,,,,,,,,,,,,0,46,46,37,9,14,3,1
Ryan N Boyer,,,,,,,,,,,,,,,0,46,32,8,16,6,1
Cathy Brady,,,,,,,,,,,,,,,,0,35,6,13,3,1
Katie Mcginty,,,,,,,,,,,,,,,,,16,0,0,0,1
John Fetterman,,,,,,,,,,,,,,,,,,4,0,0,1
Joe Sestak,,,,,,,,,,,,,,,,,,,5,0,1
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,5,1
Total,156,143,142,135,131,125,100,79,79,75,72,69,67,65,65,60,111,70,62,34,1
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,2
,Thaddeus Kirkland,Blake Rutherford,Jennifer Lentz,Anne Wakabayashi,Maria Quinones Sanchez,Ryan N Boyer,Leanne Krueger Braneky,Cathy Brady,Angel Cruz,Ted Kirsch,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,2
Thaddeus Kirkland,3,111,99,101,97,96,94,91,91,87,22,24,10,8,6,4,85,20,26,17,2
