col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Jared Solomon,Mark B Cohen,Michael J Rahming,Allyson Y Schwartz,Mark B Cohen,Henry Albert,Betsy May Kilkenny,Linda A Fields,Melissa Robbins,Mike Stack,Bev Hahn,Val Arkoosh,Elaine Tomlin,Charles Quann,Louis Farinella,W Gerard Oleksiak,All
Jared Solomon,17,0,46,48,34,29,34,32,28,31,26,33,24,21,20,16,All
Mark B Cohen,,4,35,30,38,26,21,22,25,22,23,16,17,14,14,15,All
Michael J Rahming,,,2,24,57,51,19,47,47,16,44,16,12,11,10,9,All
Allyson Y Schwartz,,,,2,27,16,47,15,14,45,13,42,37,35,30,29,All
Mark B Cohen,,,,,0,51,20,47,47,20,41,20,15,14,13,12,All
Henry Albert,,,,,,0,12,47,49,9,42,9,9,9,6,5,All
Betsy May Kilkenny,,,,,,,0,11,10,41,9,36,37,34,30,27,All
Linda A Fields,,,,,,,,0,48,13,43,9,9,8,6,4,All
Melissa Robbins,,,,,,,,,0,13,41,8,9,9,4,5,All
Mike Stack,,,,,,,,,,0,11,32,36,33,30,28,All
Bev Hahn,,,,,,,,,,,0,7,7,6,7,8,All
Val Arkoosh,,,,,,,,,,,,0,30,27,28,27,All
Elaine Tomlin,,,,,,,,,,,,,0,30,28,25,All
Charles Quann,,,,,,,,,,,,,,0,26,23,All
Louis Farinella,,,,,,,,,,,,,,,0,23,All
W Gerard Oleksiak,,,,,,,,,,,,,,,,0,All
Total,107,68,86,81,75,57,56,56,55,53,51,50,41,36,35,31,All
,Representative In The General Assembly 202nd District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,7
,Jared Solomon,Mark B Cohen,Michael J Rahming,Allyson Y Schwartz,Mark B Cohen,Henry Albert,Betsy May Kilkenny,Linda A Fields,Melissa Robbins,Mike Stack,Bev Hahn,Val Arkoosh,Elaine Tomlin,Charles Quann,Louis Farinella,W Gerard Oleksiak,7
Jared Solomon,17,0,46,48,34,29,34,32,28,31,26,33,24,21,20,16,7
Mark B Cohen,,4,35,30,38,26,21,22,25,22,23,16,17,14,14,15,7
Michael J Rahming,,,2,24,57,51,19,47,47,16,44,16,12,11,10,9,7
Allyson Y Schwartz,,,,2,27,16,47,15,14,45,13,42,37,35,30,29,7
Mark B Cohen,,,,,0,51,20,47,47,20,41,20,15,14,13,12,7
Henry Albert,,,,,,0,12,47,49,9,42,9,9,9,6,5,7
Betsy May Kilkenny,,,,,,,0,11,10,41,9,36,37,34,30,27,7
Linda A Fields,,,,,,,,0,48,13,43,9,9,8,6,4,7
Melissa Robbins,,,,,,,,,0,13,41,8,9,9,4,5,7
Mike Stack,,,,,,,,,,0,11,32,36,33,30,28,7
Bev Hahn,,,,,,,,,,,0,7,7,6,7,8,7
Val Arkoosh,,,,,,,,,,,,0,30,27,28,27,7
Elaine Tomlin,,,,,,,,,,,,,0,30,28,25,7
Charles Quann,,,,,,,,,,,,,,0,26,23,7
Louis Farinella,,,,,,,,,,,,,,,0,23,7
W Gerard Oleksiak,,,,,,,,,,,,,,,,0,7
Total,107,68,86,81,75,57,56,56,55,53,51,50,41,36,35,31,7
