col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Attorney General - Democrat,,,All
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Yasmeen Kaboud,Vincent Hughes,Ken Washington,Mary Jo Daley,Blondell Reynolds Brown,Mark Aronchick,Nicole Allen White,Michelle W Singer,Lou Agre,Joe Foster,Heather A Steinmiller,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Gwen Snyder,Hamdi Soysal,William Leopold,Margaret Lenzi,Waleed Shahid,Tonya Diane Bah,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Cindy Bass,36,"1,593","1,573","1,475",388,"1,206","1,259","1,254","1,177","1,195","1,163","1,143",347,"1,042","1,065",264,272,222,216,196,193,187,175,175,935,987,271,All
Malcolm Kenyatta,,14,"1,517","1,463",393,"1,176","1,190","1,169","1,142","1,153","1,110","1,094",339,"1,030","1,031",258,287,223,223,214,224,209,198,197,803,847,161,All
Katherine J Gilmore,,,6,"1,416",356,"1,125","1,156","1,178","1,098","1,140","1,099","1,092",291,"1,009","1,035",227,240,191,181,173,178,185,151,160,748,784,159,All
Jerry T Jordan,,,,2,333,"1,077","1,104","1,102","1,047","1,097","1,022","1,022",307,972,985,219,240,191,176,180,183,166,155,161,667,758,139,All
Yasmeen Kaboud,,,,,20,221,232,184,173,197,184,162,"1,047",181,120,904,893,870,844,868,830,794,797,813,710,508,173,All
Vincent Hughes,,,,,,6,"1,141","1,072","1,209","1,039","1,100","1,060",186,"1,035","1,019",181,204,159,164,142,172,174,158,152,636,650,95,All
Ken Washington,,,,,,,2,"1,147","1,109","1,111","1,134","1,111",198,"1,034","1,044",206,214,168,170,151,159,157,147,146,593,637,100,All
Mary Jo Daley,,,,,,,,3,"1,059","1,150","1,071","1,060",146,987,"1,017",150,179,131,123,123,110,124,94,101,584,614,95,All
Blondell Reynolds Brown,,,,,,,,,2,"1,023","1,091","1,063",128,"1,007","1,010",138,164,115,127,99,127,143,124,118,571,606,83,All
Mark Aronchick,,,,,,,,,,1,"1,042","1,048",169,987,"1,006",164,189,142,140,132,127,129,117,105,555,592,87,All
Nicole Allen White,,,,,,,,,,,3,"1,077",156,"1,022","1,017",165,172,133,140,119,143,162,151,127,546,590,90,All
Michelle W Singer,,,,,,,,,,,,1,136,995,"1,027",142,169,122,143,99,132,147,122,115,534,572,82,All
Lou Agre,,,,,,,,,,,,,10,147,81,863,859,837,795,830,808,762,766,789,588,422,140,All
Joe Foster,,,,,,,,,,,,,,0,947,143,155,124,140,112,150,150,147,130,494,546,72,All
Heather A Steinmiller,,,,,,,,,,,,,,,0,78,113,68,82,62,88,96,72,73,476,529,74,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,4,867,866,811,845,796,765,770,778,537,361,97,All
Sherrie Cohen,,,,,,,,,,,,,,,,,1,859,811,865,828,796,774,802,548,338,99,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,1,801,844,788,748,755,781,507,328,98,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,5,786,781,756,754,782,483,322,87,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,0,789,755,748,773,488,306,92,All
William Leopold,,,,,,,,,,,,,,,,,,,,,0,787,769,797,483,304,97,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,0,748,760,477,301,81,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,1,756,472,308,79,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,0,463,311,85,All
