col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In The General Assembly 181st District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,W Curtis Thomas,Kenneth T Walker Jr,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Blake Rutherford,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Anne Wakabayashi,Maria Quinones Sanchez,Jacob Adeniran,Jennifer Lentz,Leanne Krueger Braneky,Angel Cruz,Ryan N Boyer,Cathy Brady,Ted Kirsch,All
W Curtis Thomas,532,0,"1,908","1,332","1,084","1,439",973,867,840,"1,207","1,190",782,"1,124","1,132","1,084","1,073","1,078",992,All
Kenneth T Walker Jr,,195,662,958,839,512,774,709,699,446,434,673,433,397,416,413,381,362,All
Thaddeus Kirkland,,,45,553,550,"1,859",402,311,312,"1,569","1,467",285,"1,418","1,431","1,361","1,422","1,371","1,278",All
H Douglass Brown,,,,42,"1,967",451,"1,818","1,697","1,654",372,326,"1,588",379,321,314,325,293,215,All
Peter Cutty,,,,,15,450,"1,707","1,614","1,575",358,315,"1,544",383,313,315,312,260,218,All
Blake Rutherford,,,,,,21,307,236,216,"1,424","1,313",200,"1,347","1,308","1,270","1,380","1,310","1,217",All
Amanda Mcillmurray,,,,,,,8,"1,722","1,676",373,339,"1,607",398,329,331,321,298,227,All
Kat Richter,,,,,,,,3,"1,605",302,293,"1,576",319,280,280,267,216,204,All
Katherine Hunter Snyder,,,,,,,,,1,287,317,"1,544",304,262,284,237,234,202,All
Anne Wakabayashi,,,,,,,,,,5,"1,443",255,"1,426","1,419","1,321","1,402","1,345","1,261",All
Maria Quinones Sanchez,,,,,,,,,,,16,285,"1,309","1,392","1,383","1,266","1,307","1,276",All
Jacob Adeniran,,,,,,,,,,,,0,277,253,259,220,182,183,All
Jennifer Lentz,,,,,,,,,,,,,1,"1,315","1,317","1,340","1,297","1,237",All
Leanne Krueger Braneky,,,,,,,,,,,,,,2,"1,287","1,276","1,295","1,231",All
Angel Cruz,,,,,,,,,,,,,,,6,"1,260","1,276","1,272",All
Ryan N Boyer,,,,,,,,,,,,,,,,4,"1,294","1,218",All
Cathy Brady,,,,,,,,,,,,,,,,,2,"1,211",All
Ted Kirsch,,,,,,,,,,,,,,,,,,0,All
Total,"3,753","1,825","2,814","2,616","2,212","2,162","2,024","1,839","1,800","1,796","1,772","1,692","1,678","1,650","1,617","1,614","1,577","1,456",All
