col_1,col_2,col_3,division
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,All
,Vincent Hughes,Joe Torsella,All
Vincent Hughes,527,"2,153",All
Joe Torsella,,95,All
Total,"2,680","2,248",All
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,1
,Vincent Hughes,Joe Torsella,1
Vincent Hughes,16,132,1
Joe Torsella,,7,1
Total,148,139,1
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,2
,Vincent Hughes,Joe Torsella,2
Vincent Hughes,23,109,2
Joe Torsella,,8,2
Total,132,117,2
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,3
,Vincent Hughes,Joe Torsella,3
Vincent Hughes,38,166,3
Joe Torsella,,6,3
Total,204,172,3
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,4
,Vincent Hughes,Joe Torsella,4
Vincent Hughes,28,154,4
Joe Torsella,,4,4
Total,182,158,4
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,5
,Vincent Hughes,Joe Torsella,5
Vincent Hughes,19,177,5
Joe Torsella,,6,5
Total,196,183,5
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,6
,Vincent Hughes,Joe Torsella,6
Vincent Hughes,73,187,6
Joe Torsella,,9,6
Total,260,196,6
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,7
,Vincent Hughes,Joe Torsella,7
Vincent Hughes,45,118,7
Joe Torsella,,3,7
Total,163,121,7
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,8
,Vincent Hughes,Joe Torsella,8
Vincent Hughes,31,193,8
Joe Torsella,,3,8
Total,224,196,8
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,9
,Vincent Hughes,Joe Torsella,9
Vincent Hughes,27,91,9
Joe Torsella,,6,9
Total,118,97,9
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,10
,Vincent Hughes,Joe Torsella,10
Vincent Hughes,3,80,10
Joe Torsella,,2,10
Total,83,82,10
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,11
,Vincent Hughes,Joe Torsella,11
Vincent Hughes,19,103,11
Joe Torsella,,5,11
Total,122,108,11
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,12
,Vincent Hughes,Joe Torsella,12
Vincent Hughes,39,105,12
Joe Torsella,,6,12
Total,144,111,12
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,13
,Vincent Hughes,Joe Torsella,13
Vincent Hughes,27,95,13
Joe Torsella,,5,13
Total,122,100,13
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,14
,Vincent Hughes,Joe Torsella,14
Vincent Hughes,40,116,14
Joe Torsella,,9,14
Total,156,125,14
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,15
,Vincent Hughes,Joe Torsella,15
Vincent Hughes,36,64,15
Joe Torsella,,3,15
Total,100,67,15
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,16
,Vincent Hughes,Joe Torsella,16
Vincent Hughes,26,60,16
Joe Torsella,,5,16
Total,86,65,16
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,17
,Vincent Hughes,Joe Torsella,17
Vincent Hughes,27,66,17
Joe Torsella,,2,17
Total,93,68,17
,State Treasurer - Democrat,Senator In The General Assembly 7th District - Democrat,18
,Joe Torsella,Vincent Hughes,18
Joe Torsella,4,80,18
Vincent Hughes,,3,18
Total,84,83,18
,Senator In The General Assembly 7th District - Democrat,State Treasurer - Democrat,19
,Vincent Hughes,Joe Torsella,19
Vincent Hughes,7,57,19
Joe Torsella,,2,19
Total,64,59,19
