col_1,col_2,col_3,division
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,All
,Robert A Brady,Mike Driscoll,All
Robert A Brady,273,"1,564",All
Mike Driscoll,,102,All
Total,"1,837","1,666",All
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,4
,Robert A Brady,Mike Driscoll,4
Robert A Brady,21,93,4
Mike Driscoll,,2,4
Total,114,95,4
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,6
,Robert A Brady,Mike Driscoll,6
Robert A Brady,15,98,6
Mike Driscoll,,9,6
Total,113,107,6
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,8
,Robert A Brady,Mike Driscoll,8
Robert A Brady,15,81,8
Mike Driscoll,,2,8
Total,96,83,8
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,9
,Robert A Brady,Mike Driscoll,9
Robert A Brady,11,89,9
Mike Driscoll,,2,9
Total,100,91,9
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,10
,Robert A Brady,Mike Driscoll,10
Robert A Brady,12,108,10
Mike Driscoll,,6,10
Total,120,114,10
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,11
,Robert A Brady,Mike Driscoll,11
Robert A Brady,10,58,11
Mike Driscoll,,3,11
Total,68,61,11
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,12
,Robert A Brady,Mike Driscoll,12
Robert A Brady,13,89,12
Mike Driscoll,,5,12
Total,102,94,12
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,13
,Robert A Brady,Mike Driscoll,13
Robert A Brady,15,94,13
Mike Driscoll,,3,13
Total,109,97,13
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,14
,Robert A Brady,Mike Driscoll,14
Robert A Brady,16,102,14
Mike Driscoll,,4,14
Total,118,106,14
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,15
,Robert A Brady,Mike Driscoll,15
Robert A Brady,23,93,15
Mike Driscoll,,8,15
Total,116,101,15
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,16
,Robert A Brady,Mike Driscoll,16
Robert A Brady,7,71,16
Mike Driscoll,,3,16
Total,78,74,16
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,17
,Robert A Brady,Mike Driscoll,17
Robert A Brady,10,89,17
Mike Driscoll,,4,17
Total,99,93,17
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,18
,Robert A Brady,Mike Driscoll,18
Robert A Brady,14,75,18
Mike Driscoll,,8,18
Total,89,83,18
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,20
,Robert A Brady,Mike Driscoll,20
Robert A Brady,16,89,20
Mike Driscoll,,10,20
Total,105,99,20
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,21
,Robert A Brady,Mike Driscoll,21
Robert A Brady,21,80,21
Mike Driscoll,,9,21
Total,101,89,21
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,22
,Robert A Brady,Mike Driscoll,22
Robert A Brady,20,74,22
Mike Driscoll,,10,22
Total,94,84,22
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,25
,Robert A Brady,Mike Driscoll,25
Robert A Brady,15,101,25
Mike Driscoll,,9,25
Total,116,110,25
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 173rd District - Democrat,26
,Robert A Brady,Mike Driscoll,26
Robert A Brady,19,80,26
Mike Driscoll,,5,26
Total,99,85,26
