col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,President Of The United States - Republican,,,,,,Attorney General - Republican,,All
,Donald J Trump,John R Kasich,Ted Cruz,Marco Rubio,Jeb Bush,Ben Carson,John Rafferty,Joe Peters,All
Donald J Trump,"8,038",0,0,0,0,0,"13,711","3,542",All
John R Kasich,,"2,231",0,0,0,0,"5,813","1,311",All
Ted Cruz,,,"1,641",0,0,0,"4,304","2,068",All
Marco Rubio,,,,132,0,0,380,135,All
Jeb Bush,,,,,98,0,200,66,All
Ben Carson,,,,,,100,154,52,All
John Rafferty,,,,,,,288,0,All
Joe Peters,,,,,,,,85,All
Total,"25,291","9,355","8,013",647,364,306,"24,850","7,259",All
