col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Senator In The General Assembly 5th District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,All
,Ross Feinberg,Gilbert Cox,Tom Ellis,Lauren E Casper,Michael J Mcmonagle,Shannon Oscar,Alan Apt,Pam Levy,All
Ross Feinberg,297,845,687,654,620,671,494,445,All
Gilbert Cox,,13,738,727,150,287,235,121,All
Tom Ellis,,,29,744,237,85,66,115,All
Lauren E Casper,,,,16,200,138,56,122,All
Michael J Mcmonagle,,,,,123,181,76,184,All
Shannon Oscar,,,,,,22,339,254,All
Alan Apt,,,,,,,11,172,All
Pam Levy,,,,,,,,17,All
Total,"2,195","1,252","1,120","1,073",855,822,593,571,All
,Senator In The General Assembly 5th District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,1
,Ross Feinberg,Alan Apt,Michael J Mcmonagle,Shannon Oscar,Pam Levy,Gilbert Cox,Lauren E Casper,Tom Ellis,1
Ross Feinberg,1,8,6,6,4,4,3,3,1
Alan Apt,,1,2,2,3,2,0,0,1
Michael J Mcmonagle,,,1,4,4,0,1,2,1
Shannon Oscar,,,,0,2,2,1,1,1
Pam Levy,,,,,0,0,0,0,1
Gilbert Cox,,,,,,0,2,1,1
Lauren E Casper,,,,,,,0,1,1
Tom Ellis,,,,,,,,0,1
Total,16,9,8,7,5,4,3,3,1
,Senator In The General Assembly 5th District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,2
,Ross Feinberg,Gilbert Cox,Shannon Oscar,Alan Apt,Lauren E Casper,Tom Ellis,Michael J Mcmonagle,Pam Levy,2
Ross Feinberg,2,5,5,3,3,2,1,1,2
Gilbert Cox,,0,1,1,0,0,0,0,2
Shannon Oscar,,,0,2,1,0,0,0,2
Alan Apt,,,,0,1,0,0,0,2
Lauren E Casper,,,,,0,1,0,1,2
Tom Ellis,,,,,,0,0,1,2
Michael J Mcmonagle,,,,,,,0,0,2
Pam Levy,,,,,,,,0,2
Total,16,5,5,3,3,2,1,1,2
,Senator In The General Assembly 5th District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,3
,Ross Feinberg,Gilbert Cox,Lauren E Casper,Shannon Oscar,Michael J Mcmonagle,Tom Ellis,Pam Levy,Alan Apt,3
Ross Feinberg,10,11,12,15,12,7,12,6,3
Gilbert Cox,,0,11,7,1,10,1,6,3
Lauren E Casper,,,0,4,5,10,5,0,3
Shannon Oscar,,,,1,8,2,5,6,3
Michael J Mcmonagle,,,,,4,5,6,0,3
Tom Ellis,,,,,,1,3,1,3
Pam Levy,,,,,,,1,1,3
Alan Apt,,,,,,,,1,3
Total,43,20,20,20,18,17,15,10,3
,Senator In The General Assembly 5th District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,4
