col_1,col_2,col_3,division
,Representative In The General Assembly 188th District - Democrat,State Treasurer - Democrat,All
,James R Roebuck,Joe Torsella,All
James R Roebuck,84,552,All
Joe Torsella,,53,All
Total,636,605,All
,Representative In The General Assembly 188th District - Democrat,State Treasurer - Democrat,1
,James R Roebuck,Joe Torsella,1
James R Roebuck,24,125,1
Joe Torsella,,4,1
Total,149,129,1
,Representative In The General Assembly 188th District - Democrat,State Treasurer - Democrat,2
,James R Roebuck,Joe Torsella,2
James R Roebuck,23,183,2
Joe Torsella,,22,2
Total,206,205,2
,Representative In The General Assembly 188th District - Democrat,State Treasurer - Democrat,3
,James R Roebuck,Joe Torsella,3
James R Roebuck,20,101,3
Joe Torsella,,20,3
Total,121,121,3
,Representative In The General Assembly 188th District - Democrat,State Treasurer - Democrat,23
,James R Roebuck,Joe Torsella,23
James R Roebuck,17,143,23
Joe Torsella,,7,23
Total,160,150,23
