col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,All
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,All
Stephen Kinsey,109,"2,412","1,605",449,296,All
Dwight Evans,,403,0,0,0,All
Chaka Fattah,,,311,0,0,All
Brian Anthony Gordon,,,,53,0,All
Dan Muroff,,,,,62,All
Total,"4,871","2,815","1,916",502,358,All
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,1
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,1
Stephen Kinsey,4,83,63,11,0,1
Dwight Evans,,12,0,0,0,1
Chaka Fattah,,,14,0,0,1
Brian Anthony Gordon,,,,4,0,1
Dan Muroff,,,,,0,1
Total,161,95,77,15,0,1
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,2
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,2
Stephen Kinsey,5,117,100,15,0,2
Dwight Evans,,15,0,0,0,2
Chaka Fattah,,,18,0,0,2
Brian Anthony Gordon,,,,1,0,2
Dan Muroff,,,,,0,2
Total,237,132,118,16,0,2
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,3
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,3
Stephen Kinsey,5,92,60,11,1,3
Dwight Evans,,9,0,0,0,3
Chaka Fattah,,,12,0,0,3
Brian Anthony Gordon,,,,1,0,3
Dan Muroff,,,,,0,3
Total,169,101,72,12,1,3
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,4
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,4
Stephen Kinsey,6,176,112,11,10,4
Dwight Evans,,25,0,0,0,4
Chaka Fattah,,,19,0,0,4
Brian Anthony Gordon,,,,1,0,4
Dan Muroff,,,,,2,4
Total,315,201,131,12,12,4
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,5
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,5
Stephen Kinsey,4,145,83,25,2,5
Dwight Evans,,22,0,0,0,5
Chaka Fattah,,,12,0,0,5
Brian Anthony Gordon,,,,0,0,5
Dan Muroff,,,,,0,5
Total,259,167,95,25,2,5
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,6
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,6
Stephen Kinsey,1,79,40,12,0,6
Dwight Evans,,19,0,0,0,6
Chaka Fattah,,,12,0,0,6
Brian Anthony Gordon,,,,2,0,6
Dan Muroff,,,,,0,6
Total,132,98,52,14,0,6
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,7
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,7
Stephen Kinsey,3,76,47,19,2,7
Dwight Evans,,8,0,0,0,7
Chaka Fattah,,,8,0,0,7
Brian Anthony Gordon,,,,2,0,7
Dan Muroff,,,,,0,7
Total,147,84,55,21,2,7
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,8
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,8
Stephen Kinsey,5,97,48,8,4,8
Dwight Evans,,18,0,0,0,8
Chaka Fattah,,,11,0,0,8
Brian Anthony Gordon,,,,1,0,8
Dan Muroff,,,,,1,8
Total,162,115,59,9,5,8
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,9
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,9
Stephen Kinsey,4,75,51,17,2,9
Dwight Evans,,10,0,0,0,9
Chaka Fattah,,,15,0,0,9
Brian Anthony Gordon,,,,0,0,9
Dan Muroff,,,,,0,9
Total,149,85,66,17,2,9
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,10
,Stephen Kinsey,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,10
Stephen Kinsey,12,127,115,33,3,10
Chaka Fattah,,23,0,0,0,10
Dwight Evans,,,28,0,0,10
Brian Anthony Gordon,,,,4,0,10
Dan Muroff,,,,,0,10
Total,290,150,143,37,3,10
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,11
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,11
Stephen Kinsey,2,84,52,21,2,11
Dwight Evans,,15,0,0,0,11
Chaka Fattah,,,11,0,0,11
Brian Anthony Gordon,,,,1,0,11
Dan Muroff,,,,,1,11
Total,161,99,63,22,3,11
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,12
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,12
Stephen Kinsey,6,108,62,14,4,12
Dwight Evans,,16,0,0,0,12
Chaka Fattah,,,9,0,0,12
Brian Anthony Gordon,,,,1,0,12
Dan Muroff,,,,,0,12
Total,194,124,71,15,4,12
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,13
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,13
Stephen Kinsey,4,103,73,21,1,13
Dwight Evans,,20,0,0,0,13
Chaka Fattah,,,14,0,0,13
Brian Anthony Gordon,,,,2,0,13
Dan Muroff,,,,,1,13
Total,202,123,87,23,2,13
,Representative In The General Assembly 201st District - Democrat,Representative In Congress 2nd District - Democrat,,,,14
,Stephen Kinsey,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,Dan Muroff,14
