col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Delegate To The Republican National Convention 13th District,,,,,,,All
,Gilbert Cox,Tom Ellis,Michael J Mcmonagle,Lauren E Casper,Shannon Oscar,Alan Apt,Pam Levy,All
Gilbert Cox,547,"2,879",845,"2,833","1,376","1,155",577,All
Tom Ellis,,388,"1,416","2,947",509,376,677,All
Michael J Mcmonagle,,,"1,558","1,054","1,022",490,"1,042",All
Lauren E Casper,,,,290,776,285,554,All
Shannon Oscar,,,,,700,"1,813","1,412",All
Alan Apt,,,,,,440,880,All
Pam Levy,,,,,,,358,All
Total,"5,528","5,100","4,878","4,667","4,394","3,121","3,107",All
