col_1,col_2,col_3,col_4,col_5,col_6,division
,Auditor General - Republican,Delegate To The Republican National Convention 2nd District,,,,All
,John Brown,Calvin Tucker,Elizabeth Havey,Aaron Cohen,Aldridk Gessa,All
John Brown,10,34,30,24,14,All
Calvin Tucker,,1,27,17,12,All
Elizabeth Havey,,,3,17,12,All
Aaron Cohen,,,,0,4,All
Aldridk Gessa,,,,,1,All
Total,57,39,37,26,18,All
,Auditor General - Republican,Delegate To The Republican National Convention 2nd District,,,,2
,John Brown,Calvin Tucker,Aaron Cohen,Elizabeth Havey,Aldridk Gessa,2
John Brown,1,3,1,1,0,2
Calvin Tucker,,0,1,1,0,2
Aaron Cohen,,,0,1,0,2
Elizabeth Havey,,,,0,0,2
Aldridk Gessa,,,,,0,2
Total,4,3,1,1,0,2
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,5
,Elizabeth Havey,Aaron Cohen,Calvin Tucker,Aldridk Gessa,John Brown,5
Elizabeth Havey,1,3,2,0,3,5
Aaron Cohen,,0,2,0,3,5
Calvin Tucker,,,0,0,3,5
Aldridk Gessa,,,,0,0,5
John Brown,,,,,0,5
Total,4,3,3,0,4,5
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,7
,Calvin Tucker,Elizabeth Havey,Aaron Cohen,Aldridk Gessa,John Brown,7
Calvin Tucker,0,1,0,0,1,7
Elizabeth Havey,,0,0,0,1,7
Aaron Cohen,,,0,0,0,7
Aldridk Gessa,,,,0,0,7
John Brown,,,,,0,7
Total,1,1,0,0,1,7
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,8
,Aaron Cohen,Elizabeth Havey,Calvin Tucker,Aldridk Gessa,John Brown,8
Aaron Cohen,0,3,2,0,4,8
Elizabeth Havey,,0,2,0,3,8
Calvin Tucker,,,0,0,2,8
Aldridk Gessa,,,,0,0,8
John Brown,,,,,0,8
Total,4,3,2,0,4,8
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,9
,Aldridk Gessa,Calvin Tucker,Elizabeth Havey,Aaron Cohen,John Brown,9
Aldridk Gessa,0,1,1,0,2,9
Calvin Tucker,,0,1,0,1,9
Elizabeth Havey,,,0,0,1,9
Aaron Cohen,,,,0,0,9
John Brown,,,,,0,9
Total,2,1,1,0,2,9
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,10
,Elizabeth Havey,Aldridk Gessa,Calvin Tucker,Aaron Cohen,John Brown,10
Elizabeth Havey,0,3,3,0,3,10
Aldridk Gessa,,0,2,0,2,10
Calvin Tucker,,,0,0,2,10
Aaron Cohen,,,,0,0,10
John Brown,,,,,0,10
Total,4,3,3,0,3,10
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,11
,Aaron Cohen,Calvin Tucker,Aldridk Gessa,Elizabeth Havey,John Brown,11
Aaron Cohen,0,3,1,1,3,11
Calvin Tucker,,0,1,1,3,11
Aldridk Gessa,,,0,0,1,11
Elizabeth Havey,,,,0,1,11
John Brown,,,,,0,11
Total,3,3,1,1,3,11
,Auditor General - Republican,Delegate To The Republican National Convention 2nd District,,,,12
,John Brown,Elizabeth Havey,Aaron Cohen,Calvin Tucker,Aldridk Gessa,12
John Brown,1,4,3,3,2,12
Elizabeth Havey,,0,3,3,2,12
Aaron Cohen,,,0,2,1,12
Calvin Tucker,,,,0,1,12
Aldridk Gessa,,,,,0,12
Total,5,4,3,3,2,12
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,13
,Calvin Tucker,Aldridk Gessa,Elizabeth Havey,Aaron Cohen,John Brown,13
Calvin Tucker,1,1,1,0,1,13
Aldridk Gessa,,0,1,0,1,13
Elizabeth Havey,,,0,0,1,13
Aaron Cohen,,,,0,0,13
John Brown,,,,,0,13
Total,2,1,1,0,1,13
,Auditor General - Republican,Delegate To The Republican National Convention 2nd District,,,,14
,John Brown,Elizabeth Havey,Aaron Cohen,Aldridk Gessa,Calvin Tucker,14
John Brown,3,1,0,0,0,14
Elizabeth Havey,,0,0,0,0,14
Aaron Cohen,,,0,0,0,14
Aldridk Gessa,,,,0,0,14
Calvin Tucker,,,,,0,14
Total,4,1,0,0,0,14
,Auditor General - Republican,Delegate To The Republican National Convention 2nd District,,,,15
,John Brown,Aaron Cohen,Calvin Tucker,Elizabeth Havey,Aldridk Gessa,15
John Brown,0,2,2,2,1,15
Aaron Cohen,,0,1,1,0,15
Calvin Tucker,,,0,2,1,15
Elizabeth Havey,,,,0,1,15
Aldridk Gessa,,,,,0,15
Total,3,2,2,2,1,15
,Auditor General - Republican,Delegate To The Republican National Convention 2nd District,,,,16
,John Brown,Elizabeth Havey,Calvin Tucker,Aaron Cohen,Aldridk Gessa,16
John Brown,2,1,1,0,0,16
Elizabeth Havey,,1,1,0,0,16
Calvin Tucker,,,0,0,0,16
Aaron Cohen,,,,0,0,16
Aldridk Gessa,,,,,0,16
Total,3,2,1,0,0,16
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,17
,Aaron Cohen,Calvin Tucker,Elizabeth Havey,Aldridk Gessa,John Brown,17
Aaron Cohen,0,1,1,0,1,17
Calvin Tucker,,0,1,0,1,17
Elizabeth Havey,,,0,0,1,17
Aldridk Gessa,,,,0,0,17
John Brown,,,,,0,17
Total,1,1,1,0,1,17
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,18
,Calvin Tucker,Aaron Cohen,Aldridk Gessa,Elizabeth Havey,John Brown,18
Calvin Tucker,0,0,0,0,1,18
Aaron Cohen,,0,0,0,0,18
Aldridk Gessa,,,0,0,0,18
Elizabeth Havey,,,,0,0,18
John Brown,,,,,0,18
Total,1,0,0,0,1,18
,Auditor General - Republican,Delegate To The Republican National Convention 2nd District,,,,19
,John Brown,Aldridk Gessa,Calvin Tucker,Elizabeth Havey,Aaron Cohen,19
John Brown,0,4,4,3,2,19
Aldridk Gessa,,0,4,3,1,19
Calvin Tucker,,,0,3,1,19
Elizabeth Havey,,,,0,0,19
Aaron Cohen,,,,,0,19
Total,5,4,4,3,2,19
,Auditor General - Republican,Delegate To The Republican National Convention 2nd District,,,,20
,John Brown,Aaron Cohen,Elizabeth Havey,Aldridk Gessa,Calvin Tucker,20
John Brown,1,3,1,0,1,20
Aaron Cohen,,0,1,0,1,20
Elizabeth Havey,,,0,1,1,20
Aldridk Gessa,,,,0,0,20
Calvin Tucker,,,,,0,20
Total,4,3,2,1,1,20
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,21
,Elizabeth Havey,Aaron Cohen,Aldridk Gessa,Calvin Tucker,John Brown,21
Elizabeth Havey,1,1,0,1,0,21
Aaron Cohen,,0,0,1,0,21
Aldridk Gessa,,,1,0,0,21
Calvin Tucker,,,,0,0,21
John Brown,,,,,1,21
Total,2,1,1,1,1,21
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,24
,Elizabeth Havey,Aaron Cohen,Calvin Tucker,Aldridk Gessa,John Brown,24
Elizabeth Havey,0,1,1,0,2,24
Aaron Cohen,,0,1,0,1,24
Calvin Tucker,,,0,0,1,24
Aldridk Gessa,,,,0,0,24
John Brown,,,,,0,24
Total,2,1,1,0,2,24
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,25
,Calvin Tucker,Aldridk Gessa,Aaron Cohen,Elizabeth Havey,John Brown,25
Calvin Tucker,0,1,0,0,1,25
Aldridk Gessa,,0,0,0,0,25
Aaron Cohen,,,0,0,0,25
Elizabeth Havey,,,,0,0,25
John Brown,,,,,1,25
Total,2,1,0,0,2,25
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,26
,Calvin Tucker,Elizabeth Havey,Aaron Cohen,Aldridk Gessa,John Brown,26
Calvin Tucker,0,2,1,0,1,26
Elizabeth Havey,,0,1,0,1,26
Aaron Cohen,,,0,0,0,26
Aldridk Gessa,,,,0,0,26
John Brown,,,,,0,26
Total,2,2,1,0,1,26
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,27
,Aaron Cohen,Aldridk Gessa,Calvin Tucker,Elizabeth Havey,John Brown,27
Aaron Cohen,0,1,0,0,1,27
Aldridk Gessa,,0,0,0,1,27
Calvin Tucker,,,0,0,0,27
Elizabeth Havey,,,,0,0,27
John Brown,,,,,0,27
Total,1,1,0,0,1,27
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,28
,Calvin Tucker,Aaron Cohen,Aldridk Gessa,Elizabeth Havey,John Brown,28
Calvin Tucker,0,0,0,0,1,28
Aaron Cohen,,0,0,0,0,28
Aldridk Gessa,,,0,0,0,28
Elizabeth Havey,,,,0,0,28
John Brown,,,,,0,28
Total,1,0,0,0,1,28
,Delegate To The Republican National Convention 2nd District,,,,Auditor General - Republican,29
,Calvin Tucker,Aaron Cohen,Aldridk Gessa,Elizabeth Havey,John Brown,29
Calvin Tucker,0,0,0,0,1,29
Aaron Cohen,,0,0,0,0,29
Aldridk Gessa,,,0,0,0,29
Elizabeth Havey,,,,0,0,29
John Brown,,,,,0,29
Total,1,0,0,0,1,29
